time,open,high,low,close,volume,market_cap,roc_1d
2024-08-01 00:00:00+00:00,,,,0.0,1343168,,
2024-08-02 00:00:00+00:00,,,,0.0,2266018,,
2024-08-03 00:00:00+00:00,,,,0.0,772569,,
2024-08-04 00:00:00+00:00,,,,0.0,227266,,
2024-08-05 00:00:00+00:00,,,,0.0,134402,,
2024-08-06 00:00:00+00:00,,,,0.0,320166,,
2024-08-07 00:00:00+00:00,,,,0.0,150133,,
2024-08-08 00:00:00+00:00,,,,0.0,120845,,
2024-08-09 00:00:00+00:00,,,,0.0,431021,,
2024-08-10 00:00:00+00:00,,,,0.0,95667,,
2024-08-11 00:00:00+00:00,,,,0.0,51386,,
2024-08-12 00:00:00+00:00,,,,0.0,42442,,
2024-08-13 00:00:00+00:00,,,,0.0,69491,,
2024-08-14 00:00:00+00:00,,,,0.0,38107,,
2024-08-15 00:00:00+00:00,,,,0.0,41873,,
2024-08-16 00:00:00+00:00,,,,0.0,18981,,
2024-08-17 00:00:00+00:00,,,,0.0,69212,,
2024-08-18 00:00:00+00:00,,,,0.0,55014,,
2024-08-19 00:00:00+00:00,,,,0.0,14641,,
2024-08-20 00:00:00+00:00,,,,0.0,13486,,
2024-08-21 00:00:00+00:00,,,,0.0,5802,,
2024-08-22 00:00:00+00:00,,,,0.0,21108,,
2024-08-23 00:00:00+00:00,,,,0.0,27865,,
2024-08-24 00:00:00+00:00,,,,0.0,298744,,
2024-08-25 00:00:00+00:00,,,,0.0,158007,,
2024-08-26 00:00:00+00:00,,,,0.0,115414,,
2024-08-27 00:00:00+00:00,,,,0.0,102312,,
2024-08-28 00:00:00+00:00,,,,0.0,41147,,
2024-08-29 00:00:00+00:00,,,,0.0,23748,,
2024-08-30 00:00:00+00:00,,,,0.0,13522,,
2024-08-31 00:00:00+00:00,,,,0.0,26407,,
2024-09-01 00:00:00+00:00,,,,0.0,38900,,
2024-09-02 00:00:00+00:00,,,,0.0,62687,,
2024-09-03 00:00:00+00:00,,,,0.0,201261,,
2024-09-04 00:00:00+00:00,,,,0.0,56062,,
2024-09-05 00:00:00+00:00,,,,0.0,25869,,
2024-09-06 00:00:00+00:00,,,,0.0,27428,,
2024-09-07 00:00:00+00:00,,,,0.0,11456,,
2024-09-08 00:00:00+00:00,,,,0.0,20600,,
2024-09-09 00:00:00+00:00,,,,0.0,36136,,
2024-09-10 00:00:00+00:00,,,,0.0,9569,,
2024-09-11 00:00:00+00:00,,,,0.0,13512,,
2024-09-12 00:00:00+00:00,,,,0.0,9865,,
2024-09-13 00:00:00+00:00,,,,0.0,20233,,
2024-09-14 00:00:00+00:00,,,,0.0,7845,,
2024-09-15 00:00:00+00:00,,,,0.0,7279,,
2024-09-16 00:00:00+00:00,,,,0.0,25684,,
2024-09-17 00:00:00+00:00,,,,0.0,29450,,
2024-09-18 00:00:00+00:00,,,,0.0,51024,,
2024-09-19 00:00:00+00:00,,,,0.0,23240,,
2024-09-20 00:00:00+00:00,,,,0.0,11622,,
2024-09-21 00:00:00+00:00,,,,0.0,11428,,
2024-09-22 00:00:00+00:00,,,,0.0,9982,,
2024-09-23 00:00:00+00:00,,,,0.0,1840,,
2024-09-24 00:00:00+00:00,,,,0.0,19108,,
2024-09-25 00:00:00+00:00,,,,0.0,52035,,
2024-09-26 00:00:00+00:00,,,,0.0,41748,,
2024-09-27 00:00:00+00:00,,,,0.0,23896,,
2024-09-28 00:00:00+00:00,,,,0.0,43931,,
2024-09-29 00:00:00+00:00,,,,0.0,15849,,
2024-09-30 00:00:00+00:00,,,,0.0,4919,,
2024-10-01 00:00:00+00:00,,,,0.0,67226,,
2024-10-02 00:00:00+00:00,,,,0.0,188864,,
2024-10-03 00:00:00+00:00,,,,0.0,61332,,
2024-10-04 00:00:00+00:00,,,,0.0,13913,,
2024-10-05 00:00:00+00:00,,,,0.0,27183,,
2024-10-06 00:00:00+00:00,,,,0.0,59538,,
2024-10-07 00:00:00+00:00,,,,0.0,262575,,
2024-10-08 00:00:00+00:00,,,,0.0,230900,,
2024-10-09 00:00:00+00:00,,,,0.0,142117,,
2024-10-10 00:00:00+00:00,,,,0.0,40169,,
2024-10-11 00:00:00+00:00,,,,0.0,20976,,
2024-10-12 00:00:00+00:00,,,,0.0,12879,,
2024-10-13 00:00:00+00:00,,,,0.0,14662,,
2024-10-14 00:00:00+00:00,,,,0.0,18076,,
2024-10-15 00:00:00+00:00,,,,0.0,10329,,
2024-10-16 00:00:00+00:00,,,,0.0,17911,,
2024-10-17 00:00:00+00:00,,,,0.0,15588,,
2024-10-18 00:00:00+00:00,,,,0.0,7556,,
2024-10-19 00:00:00+00:00,,,,0.0,9653,,
2024-10-20 00:00:00+00:00,,,,0.0,4501,,
2024-10-21 00:00:00+00:00,,,,0.0,20353,,
2024-10-22 00:00:00+00:00,,,,0.0,5418,,
2024-10-23 00:00:00+00:00,,,,0.0,5424,,
2024-10-24 00:00:00+00:00,,,,0.0,12017,,
2024-10-25 00:00:00+00:00,,,,0.0,8631,,
2024-10-26 00:00:00+00:00,,,,0.0,6569,,
2024-10-27 00:00:00+00:00,,,,0.0,2708,,
2024-10-28 00:00:00+00:00,,,,0.0,2921,,
2024-10-29 00:00:00+00:00,,,,0.0,1296,,
2024-10-30 00:00:00+00:00,,,,0.0,12888,,
2024-10-31 00:00:00+00:00,,,,0.0,8753,,
2024-11-01 00:00:00+00:00,,,,0.0,89381,,
2024-11-02 00:00:00+00:00,,,,0.0,24121,,
2024-11-03 00:00:00+00:00,,,,0.0,9602,,
2024-11-04 00:00:00+00:00,,,,0.0,16069,,
2024-11-05 00:00:00+00:00,,,,0.0,14275,,
2024-11-06 00:00:00+00:00,,,,0.0,15334,,
2024-11-07 00:00:00+00:00,,,,0.0,8173,,
2024-11-08 00:00:00+00:00,,,,0.0,4816,,
2024-11-09 00:00:00+00:00,,,,0.0,6676,,
2024-11-10 00:00:00+00:00,,,,0.0,3857,,
2024-11-11 00:00:00+00:00,,,,0.0,9192,,
2024-11-12 00:00:00+00:00,,,,0.0,17652,,
2024-11-13 00:00:00+00:00,,,,0.0,12511,,
2024-11-14 00:00:00+00:00,,,,0.0,4893,,
2024-11-15 00:00:00+00:00,,,,0.0,3512,,
2024-11-16 00:00:00+00:00,,,,0.0,2168,,
2024-11-17 00:00:00+00:00,,,,0.0,2127,,
2024-11-18 00:00:00+00:00,,,,0.0,2278,,
2024-11-19 00:00:00+00:00,,,,0.0,3801,,
2024-11-20 00:00:00+00:00,,,,0.0,3444,,
2024-11-21 00:00:00+00:00,,,,0.0,1960,,
2024-11-22 00:00:00+00:00,,,,0.0,2005,,
2024-11-23 00:00:00+00:00,,,,0.0,634,,
2024-11-24 00:00:00+00:00,,,,0.0,1520,,
2024-11-25 00:00:00+00:00,,,,0.0,1764,,
2024-11-26 00:00:00+00:00,,,,0.0,363,,
2024-11-27 00:00:00+00:00,,,,0.0,28,,
2024-11-28 00:00:00+00:00,,,,0.0,1261,,
2024-11-29 00:00:00+00:00,,,,0.0,1208,,
2024-11-30 00:00:00+00:00,,,,0.0,1955,,
2024-12-01 00:00:00+00:00,,,,0.0,494,,
2024-12-02 00:00:00+00:00,,,,0.0,230,,
2024-12-04 00:00:00+00:00,,,,0.0,359,,
2024-12-05 00:00:00+00:00,,,,0.0,151,,
2024-12-06 00:00:00+00:00,,,,0.0,276,,
2024-12-07 00:00:00+00:00,,,,0.0,3932,,
2024-12-08 00:00:00+00:00,,,,0.0,1341,,
2024-12-09 00:00:00+00:00,,,,0.0,446,,
2024-12-10 00:00:00+00:00,,,,0.0,87,,
2024-12-11 00:00:00+00:00,,,,0.0,2035,,
2024-12-12 00:00:00+00:00,,,,0.0,213,,
2024-12-14 00:00:00+00:00,,,,0.0,37386,,
2024-12-15 00:00:00+00:00,,,,0.0,1461,,
2024-12-16 00:00:00+00:00,,,,0.0,1356,,
2024-12-17 00:00:00+00:00,,,,0.0,1969,,
2024-12-18 00:00:00+00:00,,,,0.0,1548,,
2024-12-19 00:00:00+00:00,,,,0.0,614,,
2024-12-20 00:00:00+00:00,,,,0.0,42,,
2024-12-21 00:00:00+00:00,,,,0.0,89,,
2024-12-22 00:00:00+00:00,,,,0.0,79,,
2024-12-23 00:00:00+00:00,,,,0.0,249,,
2024-12-24 00:00:00+00:00,,,,0.0,2829,,
2024-12-25 00:00:00+00:00,,,,0.0,11076,,
2024-12-26 00:00:00+00:00,,,,0.0,2275,,
2024-12-27 00:00:00+00:00,,,,0.0,5684,,
2024-12-28 00:00:00+00:00,,,,0.0,4633,,
2024-12-29 00:00:00+00:00,,,,0.0,60,,
2024-12-30 00:00:00+00:00,,,,0.0,79,,
2025-01-01 00:00:00+00:00,,,,0.0,363,,
2025-01-02 00:00:00+00:00,,,,0.0,115,,
2025-01-03 00:00:00+00:00,,,,0.0,70,,
2025-01-04 00:00:00+00:00,,,,0.0,116,,
2025-01-05 00:00:00+00:00,,,,0.0,811,,
2025-01-06 00:00:00+00:00,,,,0.0,158,,
2025-01-07 00:00:00+00:00,,,,0.0,176,,
2025-01-08 00:00:00+00:00,,,,0.0,84,,
2025-01-09 00:00:00+00:00,,,,0.0,1044,,
2025-01-11 00:00:00+00:00,,,,0.0,234,,
2025-01-12 00:00:00+00:00,,,,0.0,255,,
2025-01-13 00:00:00+00:00,,,,0.0,70,,
2025-01-14 00:00:00+00:00,,,,0.0,1032,,
2025-01-15 00:00:00+00:00,,,,0.0,93,,
2025-01-16 00:00:00+00:00,,,,0.0,11,,
2025-01-17 00:00:00+00:00,,,,0.0,42,,
2025-01-18 00:00:00+00:00,,,,0.0,15,,
2025-01-19 00:00:00+00:00,,,,0.0,195,,
2025-01-21 00:00:00+00:00,,,,0.0,227,,
2025-01-22 00:00:00+00:00,,,,0.0,1321,,
2025-01-23 00:00:00+00:00,,,,0.0,77,,
2025-01-24 00:00:00+00:00,,,,0.0,19,,
2025-01-25 00:00:00+00:00,,,,0.0,882,,
2025-01-26 00:00:00+00:00,,,,0.0,541,,
2025-01-28 00:00:00+00:00,,,,0.0,97,,
2025-01-29 00:00:00+00:00,,,,0.0,446,,
2025-01-30 00:00:00+00:00,,,,0.0,6,,
2025-02-01 00:00:00+00:00,,,,0.0,4,,
2025-02-02 00:00:00+00:00,,,,0.0,68,,
2025-02-03 00:00:00+00:00,,,,0.0,161,,
2025-02-04 00:00:00+00:00,,,,0.0,18,,
2025-02-07 00:00:00+00:00,,,,0.0,466,,
2025-02-08 00:00:00+00:00,,,,0.0,35,,
2025-02-09 00:00:00+00:00,,,,0.0,878,,
2025-02-11 00:00:00+00:00,,,,0.0,10,,
2025-02-12 00:00:00+00:00,,,,0.0,5,,
2025-02-13 00:00:00+00:00,,,,0.0,45,,
2025-02-14 00:00:00+00:00,,,,0.0,1,,
2025-02-15 00:00:00+00:00,,,,0.0,25,,
2025-02-16 00:00:00+00:00,,,,0.0,14,,
2025-02-17 00:00:00+00:00,,,,0.0,476,,
2025-02-19 00:00:00+00:00,,,,0.0,337,,
2025-02-20 00:00:00+00:00,,,,0.0,195,,
2025-02-21 00:00:00+00:00,,,,0.0,283,,
2025-02-22 00:00:00+00:00,,,,0.0,66,,
2025-02-23 00:00:00+00:00,,,,0.0,61,,
2025-02-24 00:00:00+00:00,,,,0.0,1293,,
2025-02-25 00:00:00+00:00,,,,0.0,198,,
2025-02-27 00:00:00+00:00,,,,0.0,266,,
2025-02-28 00:00:00+00:00,,,,0.0,18,,
2025-03-01 00:00:00+00:00,,,,0.0,12,,
2025-03-02 00:00:00+00:00,,,,0.0,3,,
2025-03-03 00:00:00+00:00,,,,0.0,21,,
2025-03-15 00:00:00+00:00,,,,0.0,1,,
2025-04-26 00:00:00+00:00,,,,0.0,9021,,
2025-04-29 00:00:00+00:00,,,,0.0,26,,
2025-07-18 00:00:00+00:00,,,,0.0,7,,
