time,open,high,low,close,volume,market_cap,roc_1d,Dividends,Stock Splits
2025-02-14,0.1525609940290451,0.1672690063714981,0.1343750059604644,0.143664002418518,40606735,143646920.8909731,,,
2025-02-15,0.143664002418518,0.143668994307518,0.1152539998292923,0.1180389970541,24352991,118024962.31787094,-17.83676142459679,,
2025-02-16,0.1180389970541,0.123767003417015,0.1118070036172866,0.1159360036253929,24134928,115922218.9332916,-1.7816090285342256,,
2025-02-17,0.1159360036253929,0.1178930029273033,0.0931190028786659,0.0957140028476715,27560551,95702622.53424186,-17.442382129249346,,
2025-02-18,0.0957140028476715,0.0977429971098899,0.0806730017066001,0.0892300009727478,22728997,89219391.60161938,-6.774350337476697,,
2025-02-19,0.0892300009727478,0.0920180007815361,0.0815429985523223,0.0856119990348815,19384112,85601819.84110253,-4.05469225420193,,
2025-02-20,0.0856119990348815,0.0953119993209838,0.0820249989628791,0.0888340026140213,28549630,88823440.32676052,3.763495322457122,,
2025-02-21,0.0888340026140213,0.0995540022850036,0.0653299987316131,0.0654470026493072,56751532,65439221.05642616,-26.32663088066547,,
2025-02-22,0.0654179975390434,0.0751959979534149,0.0628819987177848,0.070092998445034,39340439,70084664.4472093,7.098867186664015,,
2025-02-23,0.070092998445034,0.0704640001058578,0.0578819997608661,0.0604490004479885,12848397,60441813.11331291,-13.758860672237027,,
2025-02-24,0.0604490004479885,0.0617530010640621,0.0485710017383098,0.0488389991223812,18336785,48833192.20697628,-19.20627510722327,,
2025-02-25,0.0488349981606006,0.0606889985501766,0.0467119999229908,0.0587240010499954,20365608,58717018.81627926,20.239976463981723,,
2025-02-26,0.0584409981966018,0.0666439980268478,0.0568349994719028,0.0631629973649978,21799723,63155487.33840004,7.559083569975411,,
2025-02-27,0.0634770020842552,0.0676079988479614,0.0588110014796257,0.0615889988839626,21117104,61581676.0044438,-2.4919629319355874,,
2025-02-28,0.0615889988839626,0.0666740015149116,0.0561590008437633,0.0629270002245903,21410428,62919518.257851504,2.1724680785095707,,
2025-03-01,0.0629260018467903,0.0636579990386962,0.0487289987504482,0.0492299981415271,13739337,49224144.73667184,-21.76649456382438,,
2025-03-02,0.0492280013859272,0.0671349987387657,0.0479560010135173,0.0654430016875267,26464100,65435220.57035656,32.933179276973014,,
2025-03-03,0.0654430016875267,0.0730089992284774,0.0559730008244514,0.0564699992537498,26294972,56463285.018927775,-13.711171863143834,,
2025-03-04,0.0564719997346401,0.0642620027065277,0.0529359988868236,0.0609939992427825,22678893,60986747.10821441,8.011333537838317,,
2025-03-05,0.0609939992427825,0.0763629972934722,0.0580700002610683,0.0737499967217445,19828853,73741227.90993896,20.91352860498228,,
2025-03-06,0.0737529993057251,0.07532399892807,0.0599890016019344,0.0627330020070076,17093861,62725543.10649166,-14.938298582308462,,
2025-03-07,0.0627330020070076,0.0629070028662681,0.0466720014810562,0.0469489991664886,22754078,46943416.970468976,-25.160605001424685,,
2025-03-08,0.0469460003077983,0.0491960011422634,0.0425839982926845,0.0435439981520175,11873764,43538820.80771888,-7.252552929608624,,
2025-03-09,0.043513000011444,0.0452580004930496,0.0412990003824234,0.0420849993824958,11224561,42079995.5119084,-3.3506311580029036,,
2025-03-10,0.0421050004661083,0.044208001345396,0.0340580008924007,0.0363849997520446,16481380,36380673.6065592,-13.544017379318218,,
2025-03-11,0.0363649986684322,0.0398720018565654,0.0350850000977516,0.0386979989707469,18563116,38693397.81162414,6.3570131495529925,,
2025-03-12,0.0386979989707469,0.0461129993200302,0.0363629981875419,0.0455109998583793,14540376,45505588.63925285,17.605563772903544,,
2025-03-13,0.0455109998583793,0.047944001853466,0.0432000011205673,0.0438859984278678,16330257,43880780.42002762,-3.570568512157868,,
2025-03-14,0.0438859984278678,0.0457989983260631,0.0405160002410411,0.0413190014660358,18271335,41314088.67194831,-5.849239059813538,,
2025-03-15,0.041313998401165,0.0448519997298717,0.0410629995167255,0.0422750003635883,10222436,42269973.902046,2.313702808956619,,
2025-03-16,0.0422759987413883,0.0482640005648136,0.0417059995234012,0.0417159982025623,15914646,41711038.20590091,-1.3222996007528631,,
2025-03-17,0.0417309999465942,0.0461959987878799,0.0406249985098838,0.0417289994657039,17193079,41724037.92320342,0.031166132183813033,,
