asset,cci_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
xrp,13,0.5610570743419652,0.9397759767136421,1.2167545570340264,1.3800109922160964,1.0691371337647955,0.6313123260004102,0.49230769230769234,1.3800109922160964,0.718213135316323,1300
eth,13,0.3728003183701796,0.8762540364103314,0.980504453068722,1.2503916306413692,0.6728612670614604,0.6591444154886225,0.5040376850605652,1.2503916306413692,0.5061463093500348,1486
algo,13,0.968423915160046,0.43059532358113967,0.51928286871922,1.122392875666803,0.34879174517666395,0.8211437867316294,0.4927536231884058,1.122392875666803,0.6651446467953332,1035
vet,13,0.4010644374055199,0.8366791435678137,1.026838234117109,1.2459801602571183,0.7862338912849134,0.679994507198467,0.5032733224222586,1.2459801602571183,0.6389961212218087,1222
atom,13,0.15840882966073022,0.5445838537824208,0.642655222293494,1.1506312612444192,0.4639792681397141,0.7667878461015069,0.48548812664907653,1.1506312612444192,0.6532945499238914,1137
pol,13,-0.09595923056656375,0.19264573477556715,0.18725357878459978,1.051484315639886,0.20795479656854862,0.4815335448215259,0.5050505050505051,1.051484315639886,0.5197997789618994,297
tao,13,0.9431676548294639,1.280943295317378,1.7010451215003124,1.3784169016500096,1.6398477373323708,0.5536771789774537,0.5078651685393258,1.3784169016500096,0.7088106651386052,445
ltc,13,0.3741978356193634,0.798977775843881,0.9840965223302317,1.2669346252316374,0.8062480192922826,0.6298644253793515,0.4835164835164835,1.2669346252316374,0.6355958334991316,2002
xlm,13,0.714655819480992,1.0785718394300172,1.4501737445902148,1.4271712319924665,1.0417447552930161,0.7339157694743143,0.508,1.4271712319924665,0.7088567267626246,1250
avax,13,0.9003066163003406,1.197937998649372,1.6641948514104394,1.398549332295004,1.563540203346166,0.5787577063039118,0.5170387779083431,1.398549332295004,0.7553904649679954,851
link,13,0.8626287841121116,1.1972532993327816,1.7040730714195902,1.355154633330787,1.4737387969254545,0.5933270292130987,0.5039893617021277,1.355154633330787,0.7303459198677225,1504
ada,13,0.8610368148023213,1.0826477565015409,1.6925123088422116,1.44467275456697,1.4186109354849232,0.6361875948524448,0.5125739644970414,1.44467275456697,0.8336069360120136,1352
trx,13,0.5507316133571105,0.8380755670624785,1.318650556523956,1.385302651000034,0.9403981707195792,0.7883329620413421,0.5168040583386176,1.385302651000034,0.8845823748568464,1577
sui,13,0.6907996803967065,0.5410036466851765,0.7674419504843499,1.1410710804257453,0.49362321431005274,0.665270633525218,0.4724220623501199,1.1410710804257453,0.6070070516509907,417
sol,13,0.8960900756606749,1.2259250232717145,1.5234986865210964,1.3618743128078479,1.348983555794976,0.6748119664846789,0.503883495145631,1.3618743128078479,0.74254969003903,1030
bnb,13,0.6256316310741696,1.0490041263522816,1.3767174092898067,1.3631727977380177,0.8667198798183526,0.7793744693302321,0.5207402680280792,1.3631727977380177,0.6439434597271945,1567
btc,13,0.42676328773751493,1.1150444761814666,1.2435894485097736,1.3246293746523647,0.6808955470999508,0.6293304140264483,0.5333930972658001,1.3246293746523647,0.38429702645819835,2231
xrp,14,0.5311106217240038,0.9121119853464932,1.1766141089499094,1.3648123408867436,0.906471576481509,0.725500226898132,0.4896392939370683,1.3648123408867436,0.7210138063959501,1303
eth,14,0.3874607760190034,0.8968632981400753,0.9905873421886331,1.2588757512895783,0.7349560728847623,0.6184984063522754,0.5064669843430906,1.2588757512895783,0.5068433068460295,1469
algo,14,1.6352170396580217,0.478321608803286,0.5700141255540679,1.137614210560408,0.40058427299359867,0.7913921829348401,0.49659201557935734,1.137614210560408,0.6627742849563524,1027
vet,14,0.34872005545320484,0.7772986416855684,0.9456097531521052,1.2264390305438961,0.7567406747674287,0.6567055267806976,0.5024711696869851,1.2264390305438961,0.6393370022902376,1214
atom,14,0.17072126694763656,0.5610158404082962,0.6634358194841883,1.1556861544373065,0.47865958591735946,0.7687571131218951,0.4849023090586146,1.1556861544373065,0.6559047622793459,1126
pol,14,-0.22526969725906,0.08559133590458859,0.08169521191008804,1.0227676335713036,0.08929803310966664,0.49671174197886586,0.5051546391752577,1.0227676335713036,0.518222798048547,291
tao,14,1.0026311042111917,1.321356838578223,1.7612866481808944,1.394332555589834,1.8740965823898093,0.501299515949324,0.5033860045146726,1.394332555589834,0.7109992412081327,443
ltc,14,0.3580852748632575,0.780520728333595,0.9609346035965981,1.2606395558528527,0.6967467853768545,0.711270071822269,0.4836765444500251,1.2606395558528527,0.6349288597818267,1991
xlm,14,0.6936270348938991,1.0614676697193564,1.408514446523426,1.4215171333615442,0.9961035898111452,0.755026236325713,0.5080645161290323,1.4215171333615442,0.7085325025532675,1240
