total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades,asset,cmo_length,threshold,avg_cmo,cmo_std,long_signals,time_in_market,cmo_max,cmo_min
0.42092263736089075,0.8054052718725758,1.0411737741289402,1.3223448028737668,0.7565616944286498,0.7729826336825639,0.4870384917517675,1.3223448028737668,0.7261053180631828,1273,xrp,10,0.0,-1.2416057817433994,28.92277113440773,180,0.4407894736842105,92.42128343578318,-69.68530732304042
0.5456201022098874,1.1142104621565063,1.2556662279223934,1.335551427036689,1.1675481161680374,0.47970506649185707,0.5101327742837177,1.335551427036689,0.5026687198887206,1431,eth,10,0.0,3.423698861187004,31.309608895685688,167,0.49549861495844877,86.64549123770949,-78.4623224029362
0.6613723025036211,0.39770458779082124,0.4669914782830535,1.1175812192197563,0.30449799645547726,0.8537779658612279,0.48760330578512395,1.1175812192197563,0.653685393640251,968,algo,10,0.0,-3.4837812816970195,28.706260763689038,160,0.42105263157894735,87.86274109842745,-78.48556405806487
0.27475777473451446,0.6900792939108645,0.8073245248832792,1.2028265647755592,0.6258998509126988,0.7033189015488049,0.5,1.2028265647755592,0.6379081353516751,1156,vet,10,0.0,-1.1199208682579258,29.3958450598146,168,0.44105303319343764,92.11309441908321,-85.10987515871213
0.3474826406981295,0.3606119992651471,0.4116939296131161,1.0993882136806954,0.2978373600501324,0.7689580944776158,0.47914735866543096,1.0993882136806954,0.6350993569684258,1079,atom,10,0.0,-1.5154910371376966,27.160368863707657,166,0.4499582985821518,84.66087681279508,-69.43828759289391
-0.34255307407876356,-0.07099401632907354,-0.06940097733946199,0.9806772302613482,-0.05815297298086824,0.5869047431555149,0.48872180451127817,0.9806772302613482,0.48074834240768277,266,pol,10,0.0,-5.800857837689311,28.194953283648566,45,0.37623762376237624,82.18084190712734,-66.44758577136162
0.7333406414902934,1.1142379308461374,1.472015614545542,1.3265420458161294,1.3453131143297246,0.5938141083014142,0.4954545454545455,1.3265420458161294,0.7169616876758592,440,tao,10,0.0,2.151230654159908,30.222604852179074,56,0.46617336152219874,89.122924079062,-54.76648092340374
0.36522858574505324,0.7888140584928752,0.9409877954497414,1.2635339778328796,0.7575994753915865,0.6655381105555646,0.4856546687532603,1.2635339778328796,0.6392017459391637,1917,ltc,10,0.0,0.43897497604633656,28.85015010532792,246,0.47485756750061925,90.53114734285084,-80.65984709691617
0.5269607988999772,0.908768976132041,1.1467299892649236,1.3577249791420685,0.9226395325150392,0.7167648146906933,0.5024834437086093,1.3577249791420685,0.7277048082827192,1208,xlm,10,0.0,-2.261718771581436,28.85080071722968,159,0.4182825484764543,91.41820319819287,-77.29542453773041
0.6503823763277052,1.0111978052099302,1.2656237729696682,1.3368508114646196,1.0369540698764503,0.7477036589066106,0.5144927536231884,1.3368508114646196,0.7667484523502891,828,avax,10,0.0,-0.6377216208862742,30.575050650291974,107,0.4495114006514658,95.67232838202166,-72.42894220817917
0.6484543155534348,1.0305824778273618,1.4238142219149161,1.2985774427592565,1.2130583197937943,0.6208162049314749,0.4963308872581721,1.2985774427592565,0.7307384694164073,1499,link,10,0.0,2.876567961315081,28.375261550118402,181,0.5190443213296398,83.63509674031806,-66.68398365316484
0.7947587930792208,1.0370163482248942,1.5741604029007599,1.4313553212549552,1.3250660121720081,0.6577707185752831,0.5034965034965035,1.4313553212549552,0.8404781896428195,1287,ada,10,0.0,-0.7574722970209196,31.012955849502248,159,0.4456371191135734,89.30009588179568,-74.96453506359654
0.5155991060346423,0.8119357075950159,1.2807984894325015,1.3734205264448913,0.9930424744556932,0.7246585207024812,0.5124600638977636,1.3734205264448913,0.8862976265267675,1565,trx,10,0.0,4.345596663971722,27.99890862748691,192,0.542590027700831,98.61513189761543,-83.37943460945868
0.5206292130778241,0.9564962161314149,1.483087940328651,1.2718094620796219,1.2979701896535674,0.4788489913603344,0.4771084337349398,1.2718094620796219,0.6498004964883198,415,sui,10,0.0,-0.6380271817156129,29.475800466446533,50,0.46786922209695603,78.64174993469847,-72.61157829923611
1.1056051091029162,1.3607345250193588,1.7219513318695687,1.4099163025564976,1.438726764835181,0.7083925924259177,0.5038535645472062,1.4099163025564976,0.7489950199651528,1038,sol,10,0.0,4.313310986282965,30.26801773089463,121,0.5177057356608479,87.08135337433302,-67.84208548119668
0.69429070921711,1.1108824015981316,1.4838336935226055,1.3810228537609817,0.9598880109065777,0.7485312859710834,0.5267127592708988,1.3810228537609817,0.6467887205328597,1591,bnb,10,0.0,5.015504314806885,28.948193894064133,178,0.5512465373961218,91.25304390613387,-80.3484925571144
0.49557691833493167,1.2293201676586798,1.3622039487301318,1.362416094110651,0.8601414236628262,0.5548357469664079,0.5367256637168142,1.362416094110651,0.3882122996514757,2260,btc,10,0.0,7.108531474376916,31.62711234709215,219,0.560069358434481,94.62971263404813,-85.54715644149397
0.45576584999808256,0.8388892208155174,1.0837666667787826,1.339530406474119,0.8039644450130577,0.7567139806856,0.48813291139240506,1.339530406474119,0.7252103381708713,1264,xrp,11,0.0,-1.1118150116900676,27.777908571767494,174,0.43782473155524765,91.79857038538847,-67.13213942933426
