asset,chop_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
xrp,3,0.007327943230493128,0.4776692909926458,0.8335016564272321,1.0812104578597441,1.814959635240291,0.17992172160648112,0.4117647058823529,1.0812104578597441,0.6836333596830108,17
eth,3,0.0205324431201952,0.7659735949956363,1.2607076240929207,1.1302482814556607,3.2922959552056845,0.15695160565211988,0.5882352941176471,1.1302482814556607,0.6746069836186137,17
algo,3,-0.19383638784178192,-3.2673589901881623,-4.22435947418191,0.5518368890820761,-9.901843784029332,0.28420638316377106,0.35294117647058826,0.5518368890820761,0.8612972180169223,17
vet,3,-0.03208737618721447,-0.09919652355557541,-0.12379320614496069,0.9823673630254867,-0.41439721735079,0.21548658552212988,0.47058823529411764,0.9823673630254867,0.9002033359240103,17
atom,3,0.13791139527903185,2.346957467823619,2.857268713553627,1.6279992557116958,11.386893374917499,0.21199672957806304,0.6470588235294118,1.6279992557116958,1.028558969913996,17
pol,3,-0.013124996326359883,0.18233126187096627,0.260557675219438,1.0330325475948359,0.9531862726318417,0.16589113862886992,0.5294117647058824,1.0330325475948359,0.8672410560302489,17
tao,3,0.08995033510435335,1.950377212617847,5.0,1.3864823712818857,20.458069399263554,0.07697155900037154,0.47058823529411764,1.3864823712818857,0.8073768938704534,17
ltc,3,-0.2615633287696586,-4.046885980460466,-4.7117781780545975,0.4956595199307881,-12.80117327873511,0.3103327012000098,0.4117647058823529,0.4956595199307881,0.9816492733672809,17
xlm,3,-0.0838920187981339,-1.6184206461971549,-2.6648742663628777,0.7624663813785315,-5.0950486581758945,0.21273989925939377,0.5294117647058824,0.7624663813785315,0.6697394406138877,17
avax,3,-0.06541624282108283,-0.8665102338941493,-1.641372930954557,0.8688235786640606,-3.6173338714735177,0.19294573363346618,0.47058823529411764,0.8688235786640606,0.8054713150842071,17
link,3,0.011483234547147614,0.573273568647645,1.330151843026093,1.0997724215709546,2.319770389573673,0.19179000644806646,0.47058823529411764,1.0997724215709546,0.776084582137478,17
ada,3,-0.05974691106271546,-0.9064566195505699,-1.574668815186748,0.8626565271486293,-3.9274380345518933,0.1684637850609469,0.47058823529411764,0.8626565271486293,0.7299092561329422,17
trx,3,0.03997066494474932,2.128483452896548,4.181291527451194,1.5443447354202986,13.111080545007285,0.04736324329250815,0.47058823529411764,1.5443447354202986,0.291749177958506,17
sui,3,-0.0902388255743567,-1.3136406329174963,-2.365701525563349,0.7998349954103802,-5.38477574849118,0.20103064250321623,0.47058823529411764,0.7998349954103802,0.8240495165338768,17
sol,3,-0.0829283017661645,-1.3173269862789314,-3.3475478399733927,0.8059133947347508,-5.589265232128557,0.1807430523801634,0.4117647058823529,0.8059133947347508,0.7668717555622392,17
bnb,3,-0.015263546375463233,-0.2341768427369569,-0.4068361521235932,0.9568947399717594,-1.351874581013594,0.08536401483239743,0.4117647058823529,0.9568947399717594,0.4927961297813384,17
btc,3,-0.07804434510133751,-2.801920869989363,-4.471630697711926,0.6499249755384481,-9.48107892933923,0.11865031909511728,0.5294117647058824,0.6499249755384481,0.40148637043285346,17
xrp,4,-0.12632743419569248,-2.642917668056652,-4.61203886067491,0.648952130282231,-7.272790943636541,0.24496937783129297,0.35294117647058826,0.648952130282231,0.6741076705086055,17
eth,4,-0.07703410253828202,-1.4393519795949983,-2.4308542896416774,0.7944683308289825,-5.011824104899838,0.19313900235307027,0.6470588235294118,0.7944683308289825,0.6725100748892512,17
algo,4,0.09763325058103067,1.9887477814679797,3.1972982407732964,1.4337240151281443,12.630593985714848,0.1374922536356394,0.5294117647058824,1.4337240151281443,0.8732172314836336,17
vet,4,0.136081535664607,2.5728936539735328,2.4991125181635256,1.5891871228885706,14.07839685400598,0.16227086365983256,0.7058823529411765,1.5891871228885706,0.8879160679327949,17
atom,4,0.6765733273370895,9.060866353428997,5.0,9.221516329220385,281.66132601113304,0.028847614213890507,0.7647058823529411,9.221516329220385,0.8967417634040132,17
pol,4,0.49071546618058726,8.158923784627133,5.0,4.594599228011693,172.63699401731574,0.03622020128991216,0.6470588235294118,4.594599228011693,0.766393563471472,17
tao,4,-0.29763228343308057,-6.553563569572634,-5.0,0.32915679648336055,-16.333910090339856,0.30045408917624017,0.35294117647058826,0.32915679648336055,0.7488429808882879,17
ltc,4,0.12676669514825334,2.2308442258136476,3.837503266582909,1.4697707649280138,15.89695333480134,0.1409618760702022,0.5882352941176471,1.4697707649280138,1.004491635921711,17
xlm,4,-0.06783315404295209,-1.2291190018383258,-1.9116695973886786,0.8139078071410318,-6.152748136657965,0.1341024918557438,0.5882352941176471,0.8139078071410318,0.6712928981266765,17
avax,4,0.10225763389222942,2.195463584012911,2.9189185003533678,1.4281944752681324,11.664931558529181,0.15031824587787299,0.7058823529411765,1.4281944752681324,0.7986705235887155,17
link,4,-0.06615965819644354,-0.9271059452048453,-1.1328171366104647,0.8574284137370414,-3.740012411253388,0.19216776631433358,0.5882352941176471,0.8574284137370414,0.7752186627383221,17
ada,4,-0.1345309999732679,-2.61534546902904,-4.115053220037566,0.6527504135373334,-12.460621832463668,0.1512987697533065,0.5294117647058824,0.6527504135373334,0.7208519011879768,17
trx,4,0.06513224241071547,3.3903270728887906,5.0,2.011915772131327,29.763121990607566,0.03276460254755133,0.5294117647058824,2.011915772131327,0.28763503981508903,17
sui,4,-0.06532004499283162,-0.8136758571065209,-1.0819683823558877,0.8708378256139416,-3.8572381257011794,0.17421966645792575,0.5294117647058824,0.8708378256139416,0.8258899828958297,17
sol,4,-0.21073198110713542,-4.343321062171575,-5.0,0.4899936818469109,-13.77114764044855,0.23363541877816205,0.47058823529411764,0.4899936818469109,0.7407759638251207,17
bnb,4,-0.08072388229922689,-2.3179161729690416,-2.43317379784263,0.6452418340435467,-8.363458025210962,0.13507196155926168,0.5294117647058824,0.6452418340435467,0.48736390645084887,17
btc,4,-0.05284433408599576,-1.7892284776642908,-2.9581761460051985,0.7593337987678274,-6.974946675367866,0.1039814110543684,0.5882352941176471,0.7593337987678274,0.4053505778538174,17
xrp,5,-0.2248720133297949,-5.51159386422085,-5.0,0.4043800251279886,-12.536470814680499,0.2831156817335641,0.4117647058823529,0.4043800251279886,0.6439646259626832,17
eth,5,0.07454028139559399,1.9091575734769402,3.331418651802454,1.3568895141271957,12.811988454272473,0.09988513903437107,0.6470588235294118,1.3568895141271957,0.6703099135662938,17
algo,5,0.13216898378544917,2.52724577150309,3.8331512582612115,1.5817650582823004,15.97028062285364,0.1374922536356394,0.5882352941176471,1.5817650582823004,0.8688469870200929,17
vet,5,-0.13020666174567308,-1.860841751358438,-2.002999351472907,0.7157717452292439,-7.952772713675938,0.20911881481464664,0.5882352941176471,0.7157717452292439,0.8937215661461314,17
atom,5,0.513582280625059,6.974876272249717,5.0,4.7868524266682675,129.385204447836,0.05109187975195602,0.7058823529411765,4.7868524266682675,0.9477635228644539,17
pol,5,0.6238182680509203,10.49186728244953,5.0,7.800321163134325,207.6267337016914,0.03622020128991214,0.7058823529411765,7.800321163134325,0.7167725139281873,17
tao,5,-0.24408301030370416,-4.926328568328286,-5.0,0.4360446348045799,-12.70931508641863,0.30045408917624017,0.47058823529411764,0.4360446348045799,0.7751341867234731,17
ltc,5,0.4922418650603859,6.893876758184288,5.0,3.3676943022183545,55.725834194372865,0.11460486303138649,0.5882352941176471,3.3676943022183545,0.9263948021081134,17
xlm,5,-0.06783315404295209,-1.2291190018383258,-1.9116695973886786,0.8139078071410318,-6.152748136657965,0.1341024918557438,0.5882352941176471,0.8139078071410318,0.6712928981266765,17
avax,5,0.022206672957838514,0.7891085584533907,1.1330801316152546,1.1366134557147831,4.229530101609951,0.15031824587787299,0.5882352941176471,1.1366134557147831,0.8056883162029757,17
link,5,0.013901666775623989,0.6418706226058929,0.7865309293520655,1.1123610584798267,3.032035543143064,0.1642653902513856,0.5294117647058824,1.1123610584798267,0.7759484298072854,17
ada,5,0.06814587067806843,1.6911872453539498,2.5327560676793595,1.3174525526897436,8.295974085308469,0.1481635023505397,0.5882352941176471,1.3174525526897436,0.7268033621146226,17
trx,5,0.06211700681278276,3.237620599727245,5.0,1.9476483123100934,26.284027551237834,0.03550270631143547,0.47058823529411764,1.9476483123100934,0.28822219345648137,17
sui,5,-0.06532004499283162,-0.8136758571065209,-1.0819683823558877,0.8708378256139416,-3.8572381257011794,0.17421966645792575,0.5294117647058824,0.8708378256139416,0.8258899828958297,17
sol,5,-0.12015615849286798,-2.1131667226348894,-3.0251462197329455,0.7073238205559284,-7.8077888934812565,0.20637690819796353,0.47058823529411764,0.7073238205559284,0.7625273076844052,17
bnb,5,0.0547528073799477,1.8436001710355985,3.3600637512616403,1.4160574576205311,16.387499951966145,0.055053100229373354,0.4117647058823529,1.4160574576205311,0.48935918510880994,17
btc,5,0.10730299268034083,4.022662309788231,5.0,1.8553774301089365,42.94259617702523,0.03698585893164403,0.6470588235294118,1.8553774301089365,0.3948302596758673,17
xrp,6,-0.1707309991769429,-3.84150275764416,-5.0,0.5330027997963254,-11.176007796523926,0.2281073304836301,0.5294117647058824,0.5330027997963254,0.6636281332497889,17
eth,6,0.05358577074821991,1.4752213041293774,1.934340541482541,1.265942076509747,6.2722610335040025,0.15813826900166458,0.6470588235294118,1.265942076509747,0.6723631903826723,17
