time,open,high,low,close,volume,market_cap,roc_1d,Dividends,Stock Splits
2020-07-13,4.6139678955078125,4.915114879608154,4.481499195098877,4.896294116973877,28340,2091066041.872659,,,
2020-07-14,4.909864902496338,5.229564189910889,4.762067794799805,4.986753940582275,3957,2129698824.2959137,1.847516130511928,,
2020-09-22,4.986753940582275,11.4634428024292,4.125380039215088,5.234632015228272,288098840,2235560402.876362,4.970730009932156,,
2020-09-23,5.321653842926025,5.329309940338135,3.9826040267944336,4.11846923828125,173091214,1758879463.3092148,-21.32265981066004,,
2020-09-24,3.817924976348877,4.751877784729004,3.539886951446533,4.566561222076416,96110964,1950246629.6935184,10.880061446863376,,
2020-09-25,4.614027976989746,4.958673000335693,4.240797996520996,4.712278842926025,55854397,2012478424.063219,3.190970486613809,,
2020-09-26,4.713736057281494,4.817751884460449,4.376773834228516,4.539248943328857,27304546,1938582342.938932,-3.671894328938463,,
2020-09-27,4.5352888107299805,4.69547176361084,4.138011932373047,4.62553596496582,23243192,1975433041.955129,1.9009096595985486,,
2020-09-28,4.636009216308594,4.642366886138916,4.204802989959717,4.204802989959717,20624310,1795750119.3787656,-9.09587512004595,,
2020-09-29,4.205905914306641,4.280641078948975,3.9706621170043945,4.142951011657715,16706917,1769334922.832138,-1.4709839783146328,,
2020-09-30,4.1432929039001465,4.39227819442749,4.015056133270264,4.322546005249023,16932876,1846034766.309112,4.334953348131609,,
2020-10-01,4.324278831481934,4.493291854858398,4.0592942237854,4.151090145111084,23903201,1772810912.0533755,-3.966547954139399,,
2020-10-02,4.149603843688965,4.206491947174072,3.693851947784424,3.9271559715271,30467406,1677175083.23889,-5.394587102564385,,
2020-10-03,3.925748109817505,4.166155815124512,3.8802390098571777,4.021659851074219,11967394,1717534965.3507795,2.4064203263709505,,
2020-10-04,4.022983074188232,4.06501579284668,3.8558170795440674,3.9611101150512695,12949575,1691675918.933814,-1.5055906830801713,,
2020-10-05,3.960586071014404,4.036362171173096,3.886122941970825,3.978019952774048,8980051,1698897623.0616562,0.426896431344459,,
2020-10-06,3.982503890991211,3.982503890991211,3.519102096557617,3.5376579761505127,15048998,1510831719.8600514,-11.069878528800526,,
