total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,omega_ratio,calmar_ratio,num_trades,avg_return,std_return,asset,fast_period,slow_period,signal_period,my_type,macd_combination
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,12,9,0,2-12-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,13,9,0,2-13-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,13,9,0,2-13-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,13,9,0,2-13-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,14,9,0,2-14-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,14,9,0,2-14-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,14,9,0,2-14-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,15,9,0,2-15-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,15,9,0,2-15-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,15,9,0,2-15-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,16,9,0,2-16-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,16,9,0,2-16-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,16,9,0,2-16-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,17,9,0,2-17-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,17,9,0,2-17-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,17,9,0,2-17-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,18,9,0,2-18-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,18,9,0,2-18-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,18,9,0,2-18-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,19,9,0,2-19-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,19,9,0,2-19-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,19,9,0,2-19-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,20,9,0,2-20-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,20,9,0,2-20-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,20,9,0,2-20-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,21,9,0,2-21-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,21,9,0,2-21-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,21,9,0,2-21-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,22,9,0,2-22-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,22,9,0,2-22-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,22,9,0,2-22-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,23,9,0,2-23-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,23,9,0,2-23-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,23,9,0,2-23-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,24,9,0,2-24-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,24,9,0,2-24-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,24,9,0,2-24-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,25,9,0,2-25-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,25,9,0,2-25-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,25,9,0,2-25-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,26,9,0,2-26-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,26,9,0,2-26-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,26,9,0,2-26-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,27,9,0,2-27-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,27,9,0,2-27-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,27,9,0,2-27-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,28,9,0,2-28-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,28,9,0,2-28-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,28,9,0,2-28-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,29,9,0,2-29-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,29,9,0,2-29-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,29,9,0,2-29-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,30,9,0,2-30-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,30,9,0,2-30-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,30,9,0,2-30-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,31,9,0,2-31-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,31,9,0,2-31-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,31,9,0,2-31-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,32,9,0,2-32-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,32,9,0,2-32-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,32,9,0,2-32-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,33,9,0,2-33-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,33,9,0,2-33-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,33,9,0,2-33-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,34,9,0,2-34-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,34,9,0,2-34-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,34,9,0,2-34-9
-0.17583766288494196,-0.17583766288494196,0.6286467921239145,-0.2797082003566194,-0.3073618906867946,0.20778312820356049,0.1,0.20047057701770707,-0.846255730218277,10,-0.01841865511108821,0.039601025582342755,doge,2,35,9,0,2-35-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,35,9,0,2-35-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,35,9,0,2-35-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,36,9,0,2-36-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,36,9,0,2-36-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,36,9,0,2-36-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,37,9,0,2-37-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,37,9,0,2-37-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,37,9,0,2-37-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,38,9,0,2-38-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,38,9,0,2-38-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,38,9,0,2-38-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,39,9,0,2-39-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,39,9,0,2-39-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,39,9,0,2-39-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,40,9,0,2-40-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,40,9,0,2-40-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,40,9,0,2-40-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,41,9,0,2-41-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,41,9,0,2-41-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,41,9,0,2-41-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,42,9,0,2-42-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,42,9,0,2-42-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,42,9,0,2-42-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,43,9,0,2-43-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,43,9,0,2-43-9
-0.2939810667207302,-0.2939810667207302,1.0754511853531585,-0.273356030217394,-0.7828602536143429,0.2939810667207302,0.0,0.0,-1.0,10,-0.031916838664022465,0.06774705675319255,pepe,2,43,9,0,2-43-9
-0.17271016850616439,-0.17271016850616439,0.6313920291711946,-0.27353872162889786,-0.2949632212886641,0.20477685904791207,0.1,0.20381523747358446,-0.8434066686497766,10,-0.018040614156187296,0.03977395926131953,doge,2,44,9,0,2-44-9
-0.07891412878227011,-0.07891412878227011,0.8198309828950936,-0.09625658267219701,-0.5860970346028946,0.1626492356771948,0.1,0.5888477374134673,-0.4851798316402094,10,-0.006982321337751229,0.05164449756776347,shib,2,44,9,0,2-44-9
