avg_total_return,avg_sharpe_ratio,avg_sortino_ratio,avg_omega_ratio,avg_calmar_ratio,avg_max_drawdown,avg_win_rate,avg_profit_factor,avg_volatility,avg_num_trades,atr_period,factor,num_assets
-1.4194490941519442,0.38771406976703254,0.6619644547159435,1.0327184206000926,0.4195374798090191,0.8663949816530206,0.4894858985523181,1.0327184206000926,21.62589025368747,2499.9411764705883,2,0.5,17
-76.50968721255587,0.3532407066916386,0.5834466599497099,1.024328673230768,0.3936343658655765,0.8489088419808537,0.49333815380483304,1.024328673230768,21.626075499568664,2499.9411764705883,2,1.0,17
-95.1658311339449,0.40191439299750437,0.6348176507390307,1.033126226187866,0.46950779801585607,0.8359992092862223,0.4970332979588451,1.033126226187866,21.625954092295135,2499.9411764705883,2,1.5,17
-95.47050046854429,0.446646529711988,0.7078358201922147,1.0416021908627626,0.5028365272649549,0.8436180730557793,0.498749990210606,1.0416021908627626,21.625878869154086,2499.9411764705883,2,2.0,17
-123.24990534801539,0.5095485742009699,0.8146482048972319,1.0555544992847887,0.5590149694999312,0.8312440818037138,0.5001836582841405,1.0555544992847887,21.625826116919566,2499.9411764705883,2,2.5,17
-40.849712323021215,0.5269396843939289,0.834135341940361,1.059906880369951,0.555361533850865,0.8445618368317375,0.4993895816953382,1.059906880369951,21.62577326895327,2499.9411764705883,2,3.0,17
-6.950592005622127,0.48924288018588463,0.7803340423977062,1.0521551375279263,0.51983569809537,0.8478823346742544,0.49849998506029963,1.0521551375279263,21.625773205287175,2499.9411764705883,2,3.5,17
-19.838842388921847,0.472831478988299,0.7575667956548784,1.0485432869354732,0.5154506263320598,0.8440169450587792,0.49927727477803024,1.0485432869354732,21.62582196029448,2499.9411764705883,2,4.0,17
-3.0040208434419813,0.4810107527049128,0.7681462060551265,1.0484615011402356,0.5459995352725165,0.8304621796259317,0.49944582446595037,1.0484615011402356,21.625760013567405,2499.9411764705883,2,4.5,17
-71.50492487040954,0.45981969755636715,0.73207258151353,1.0442916031019809,0.491817151736821,0.8556775524774209,0.5000215417856247,1.0442916031019809,21.625899851297238,2499.9411764705883,2,5.0,17
-41.15117289039934,0.428490142570127,0.6764454340414687,1.0378349424862987,0.44910484778952964,0.8684263316740143,0.5006916850337667,1.0378349424862987,21.62596082018385,2499.9411764705883,2,5.5,17
-25.987604612685246,0.41909509126012656,0.6610871141702077,1.0366376389996688,0.4358064918455966,0.8647281613692834,0.5001161646236296,1.0366376389996688,21.625981840572322,2499.9411764705883,2,6.0,17
-22.009898549175045,0.4130388489243242,0.6467883643588435,1.035118658146639,0.4381746939996478,0.8730251869725223,0.5005974985895535,1.035118658146639,21.625925767333168,2499.9411764705883,2,6.5,17
-29.078358015819454,0.41650407260894995,0.6537527281820041,1.0353560766717769,0.44992386313860083,0.8671797043334606,0.5013836501545796,1.0353560766717769,21.62591182572751,2499.9411764705883,2,7.0,17
-17.631856033543134,0.350182351504297,0.5531300337369971,1.0223122029124536,0.3872346429544438,0.8788080119179561,0.5007975051239207,1.0223122029124536,21.625971109643185,2499.9411764705883,2,7.5,17
-17.133798527704503,0.3258721849213343,0.5176219500208552,1.017387443735023,0.36304389802835546,0.8839396086139751,0.500358906233159,1.017387443735023,21.625987996002504,2499.9411764705883,2,8.0,17
-38.67404716511422,0.31684133252831165,0.5007021900487422,1.015585777563799,0.347050305964706,0.8929357953057329,0.5003756939272038,1.015585777563799,21.626022940139915,2499.9411764705883,2,8.5,17
-27.11736895296366,0.2994917311586701,0.47354320378662995,1.012087462676161,0.3248867378344866,0.8917988179899506,0.49905717083221585,1.012087462676161,21.626061476993378,2499.9411764705883,2,9.0,17
-20.94424237692557,0.26928221024986243,0.4323436771917121,1.0059081729902963,0.3009089943880592,0.8949182952723541,0.4985232635633866,1.0059081729902963,21.626060129915402,2499.9411764705883,2,9.5,17
-11.11401907524614,0.24384485081124485,0.39389891557006224,1.001830959303717,0.2700790400497918,0.8936692534758227,0.4984927955562148,1.001830959303717,21.62606611516274,2499.9411764705883,2,10.0,17
-2.1677074789181647,0.3441843622766477,0.5906769018021057,1.0236643466177802,0.3741714465824804,0.8669040955522233,0.48734862942663854,1.0236643466177802,21.62596937501989,2499.9411764705883,3,0.5,17
-91.85097726393819,0.3474863462152034,0.567846538504945,1.0231888983294488,0.37915845938674886,0.8646496664819174,0.49434899561475626,1.0231888983294488,21.62607622779804,2499.9411764705883,3,1.0,17
-284.39927000564927,0.45085436930676037,0.7159861194562396,1.044086381460085,0.524393172498994,0.8259758461178262,0.4999005071193725,1.044086381460085,21.625910335085507,2499.9411764705883,3,1.5,17
-52.30747937382313,0.5184760535734327,0.8187780990214725,1.0560606996940898,0.5729260719536183,0.8371389016236775,0.501528058197884,1.0560606996940898,21.62575852309655,2499.9411764705883,3,2.0,17
-66.91007725611058,0.5293909515858077,0.8443053710076194,1.0602776619524996,0.5825201916400081,0.8296134988503356,0.5006464565518067,1.0602776619524996,21.6257240374832,2499.9411764705883,3,2.5,17
