time,open,high,low,close,volume,market_cap,roc_1d
2023-05-10 00:00:00+00:00,,,,0.0,505470,,
2023-05-11 00:00:00+00:00,,,,0.0,389006,,
2023-05-12 00:00:00+00:00,,,,0.0,52834,,
2023-05-13 00:00:00+00:00,,,,0.0,23381,,
2023-05-14 00:00:00+00:00,,,,0.0,22539,,
2023-05-15 00:00:00+00:00,,,,0.0,21291,,
2023-05-16 00:00:00+00:00,,,,0.0,6897,,
2023-05-17 00:00:00+00:00,,,,0.0,5533,,
2023-05-18 00:00:00+00:00,,,,0.0,5885,,
2023-05-19 00:00:00+00:00,,,,0.0,12696,,
2023-05-20 00:00:00+00:00,,,,0.0,3791,,
2023-05-21 00:00:00+00:00,,,,0.0,938,,
2023-05-22 00:00:00+00:00,,,,0.0,371,,
2023-05-23 00:00:00+00:00,,,,0.0,2279,,
2023-05-24 00:00:00+00:00,,,,0.0,630,,
2023-05-25 00:00:00+00:00,,,,0.0,5850,,
2023-05-26 00:00:00+00:00,,,,0.0,2676,,
2023-05-27 00:00:00+00:00,,,,0.0,628,,
2023-05-28 00:00:00+00:00,,,,0.0,2429,,
2023-05-29 00:00:00+00:00,,,,0.0,617,,
2023-05-30 00:00:00+00:00,,,,0.0,2745,,
2023-05-31 00:00:00+00:00,,,,0.0,1641,,
2023-06-01 00:00:00+00:00,,,,0.0,459,,
2023-06-02 00:00:00+00:00,,,,0.0,3025,,
2023-06-03 00:00:00+00:00,,,,0.0,115,,
2023-06-04 00:00:00+00:00,,,,0.0,739,,
2023-06-05 00:00:00+00:00,,,,0.0,710,,
2023-06-06 00:00:00+00:00,,,,0.0,2006,,
2023-06-07 00:00:00+00:00,,,,0.0,1774,,
2023-06-08 00:00:00+00:00,,,,0.0,514,,
2023-06-09 00:00:00+00:00,,,,0.0,73,,
2023-06-10 00:00:00+00:00,,,,0.0,123,,
2023-06-11 00:00:00+00:00,,,,0.0,196,,
2023-06-12 00:00:00+00:00,,,,0.0,105,,
2023-06-13 00:00:00+00:00,,,,0.0,243,,
2023-06-14 00:00:00+00:00,,,,0.0,48,,
2023-06-15 00:00:00+00:00,,,,0.0,28,,
2023-06-16 00:00:00+00:00,,,,0.0,277,,
2023-06-17 00:00:00+00:00,,,,0.0,139,,
2023-06-18 00:00:00+00:00,,,,0.0,195,,
2023-06-19 00:00:00+00:00,,,,0.0,57,,
2023-06-20 00:00:00+00:00,,,,0.0,184,,
2023-06-21 00:00:00+00:00,,,,0.0,14,,
2023-06-22 00:00:00+00:00,,,,0.0,180,,
2023-06-23 00:00:00+00:00,,,,0.0,186,,
2023-06-24 00:00:00+00:00,,,,0.0,177,,
2023-06-25 00:00:00+00:00,,,,0.0,154,,
2023-06-26 00:00:00+00:00,,,,0.0,72,,
2023-06-27 00:00:00+00:00,,,,0.0,570,,
2023-06-29 00:00:00+00:00,,,,0.0,10,,
2023-06-30 00:00:00+00:00,,,,0.0,158,,
2023-07-01 00:00:00+00:00,,,,0.0,29,,
2023-07-02 00:00:00+00:00,,,,0.0,30,,
2023-07-03 00:00:00+00:00,,,,0.0,114,,
2023-07-04 00:00:00+00:00,,,,0.0,30,,
2023-07-05 00:00:00+00:00,,,,0.0,31,,
2023-07-06 00:00:00+00:00,,,,0.0,24,,
2023-07-07 00:00:00+00:00,,,,0.0,134,,
2023-07-08 00:00:00+00:00,,,,0.0,149,,
2023-07-09 00:00:00+00:00,,,,0.0,16,,
2023-07-10 00:00:00+00:00,,,,0.0,441,,
2023-07-11 00:00:00+00:00,,,,0.0,26,,
2023-07-12 00:00:00+00:00,,,,0.0,267095,,
2023-07-13 00:00:00+00:00,,,,0.0,151784,,
2023-07-14 00:00:00+00:00,,,,0.0,81502,,
2023-07-15 00:00:00+00:00,,,,0.0,42233,,
2023-07-16 00:00:00+00:00,,,,0.0,170940,,
2023-07-17 00:00:00+00:00,,,,0.0,371897,,
2023-07-18 00:00:00+00:00,,,,0.0,642823,,
2023-07-19 00:00:00+00:00,,,,0.0,359512,,
2023-07-20 00:00:00+00:00,,,,0.0,140050,,
2023-07-21 00:00:00+00:00,,,,0.0,132675,,
2023-07-22 00:00:00+00:00,,,,0.0,46782,,
2023-07-23 00:00:00+00:00,,,,0.0,53420,,
2023-07-24 00:00:00+00:00,,,,0.0,100082,,
2023-07-25 00:00:00+00:00,,,,0.0,42048,,
2023-07-26 00:00:00+00:00,,,,0.0,36313,,
2023-07-27 00:00:00+00:00,,,,0.0,23374,,
2023-07-28 00:00:00+00:00,,,,0.0,24406,,
2023-07-29 00:00:00+00:00,,,,0.0,36569,,
2023-07-30 00:00:00+00:00,,,,0.0,13927,,
2023-07-31 00:00:00+00:00,,,,0.0,15796,,
2023-08-01 00:00:00+00:00,,,,0.0,21291,,
2023-08-02 00:00:00+00:00,,,,0.0,8882,,
2023-08-03 00:00:00+00:00,,,,0.0,12584,,
2023-08-04 00:00:00+00:00,,,,0.0,8652,,
2023-08-05 00:00:00+00:00,,,,0.0,26691,,
2023-08-06 00:00:00+00:00,,,,0.0,10355,,
2023-08-07 00:00:00+00:00,,,,0.0,19052,,
2023-08-08 00:00:00+00:00,,,,0.0,8194,,
2023-08-09 00:00:00+00:00,,,,0.0,6217,,
2023-08-10 00:00:00+00:00,,,,0.0,3165,,
2023-08-11 00:00:00+00:00,,,,0.0,4628,,
2023-08-12 00:00:00+00:00,,,,0.0,14881,,
2023-08-13 00:00:00+00:00,,,,0.0,67487,,
2023-08-14 00:00:00+00:00,,,,0.0,30293,,
2023-08-15 00:00:00+00:00,,,,0.0,29103,,
2023-08-16 00:00:00+00:00,,,,0.0,18406,,
2023-08-17 00:00:00+00:00,,,,0.0,14006,,
2023-08-18 00:00:00+00:00,,,,0.0,5860,,
2023-08-19 00:00:00+00:00,,,,0.0,11892,,
2023-08-20 00:00:00+00:00,,,,0.0,7213,,
2023-08-21 00:00:00+00:00,,,,0.0,16248,,
2023-08-22 00:00:00+00:00,,,,0.0,14804,,
2023-08-23 00:00:00+00:00,,,,0.0,6708,,
2023-08-24 00:00:00+00:00,,,,0.0,2787,,
2023-08-25 00:00:00+00:00,,,,0.0,2368,,
2023-08-26 00:00:00+00:00,,,,0.0,2458,,
2023-08-27 00:00:00+00:00,,,,0.0,2150,,
2023-08-28 00:00:00+00:00,,,,0.0,34254,,
2023-08-29 00:00:00+00:00,,,,0.0,19160,,
2023-08-30 00:00:00+00:00,,,,0.0,13946,,
2023-08-31 00:00:00+00:00,,,,0.0,15835,,
2023-09-01 00:00:00+00:00,,,,0.0,10095,,
2023-09-02 00:00:00+00:00,,,,0.0,3632,,
2023-09-03 00:00:00+00:00,,,,0.0,4560,,
2023-09-04 00:00:00+00:00,,,,0.0,7085,,
2023-09-05 00:00:00+00:00,,,,0.0,5527,,
2023-09-06 00:00:00+00:00,,,,0.0,5593,,
2023-09-07 00:00:00+00:00,,,,0.0,8382,,
2023-09-08 00:00:00+00:00,,,,0.0,3373,,
