time,open,high,low,close,volume,market_cap,roc_1d,Dividends,Stock Splits
2018-01-17,0.1539870053529739,0.1960660070180893,0.1506810039281845,0.1832360029220581,10023000,183236008.95896408,,,
2018-01-18,0.1834930032491684,0.2374079972505569,0.1712339967489242,0.1955499947071075,8838400,195550001.1497111,6.7202905480793,,
2018-01-19,0.1942339986562729,0.1998949944972992,0.1522379964590072,0.180430993437767,6949030,180430999.3822589,-7.731527322199905,,
2018-01-20,0.181327998638153,0.1918410062789917,0.1745910048484802,0.1898880004882812,8285020,189888006.7443444,5.241342892553558,,
2018-01-21,0.1892849951982498,0.1900320053100586,0.1538680046796798,0.1650599986314773,5526050,165060004.06955543,-13.075076778396078,,
2018-01-22,0.1641529947519302,0.1749500036239624,0.1424549967050552,0.1536410003900528,6522240,153641005.45191976,-6.91808938331524,,
2018-01-23,0.1530729979276657,0.1617210060358047,0.1406880021095276,0.1471700072288513,6450150,147170012.07752448,-4.21176192863455,,
2018-01-24,0.1460900008678436,0.2329050004482269,0.1404449939727783,0.2131959944963455,20395700,213196001.5203154,44.86375213994718,,
2018-01-25,0.2145279943943023,0.3136830031871795,0.2097519934177398,0.2943449914455414,29532100,294345001.1430517,38.063096420222344,,
2018-01-26,0.292057991027832,0.3109970092773437,0.2266889959573745,0.2999849915504455,44487700,299985001.4337717,1.9161189314639948,,
2018-01-27,0.2998049855232239,0.314424991607666,0.2484209984540939,0.2761729955673218,85674000,276173004.66613626,-7.9377291043973734,,
2018-01-28,0.2730840146541595,0.3024590015411377,0.2473379969596862,0.2952030003070831,324792992,295203010.0328615,6.89061024980715,,
2018-01-29,0.2942439913749695,0.2943040132522583,0.2569490075111389,0.2805489897727966,203568992,280548999.0157829,-4.964045256668381,,
2018-01-30,0.2806150019168854,0.2806150019168854,0.2083619982004165,0.2155449986457824,17125000,215545005.7471428,-23.170281660845703,,
2018-01-31,0.2141720056533813,0.2407259941101074,0.1979860067367553,0.2169229984283447,26505600,216923005.5751048,0.6393095600547127,,
2018-02-01,0.2172120064496994,0.2388990074396133,0.1715189963579177,0.1917330026626587,29135600,191733008.9795074,-11.61241359754066,,
2018-02-02,0.191330000758171,0.191330000758171,0.1346500068902969,0.1711950004100799,14172600,171195006.05028224,-10.711772082719651,,
2018-02-03,0.1722089946269989,0.1951709985733032,0.1594589948654174,0.1873780041933059,22331900,187378010.3666746,9.452965182663808,,
