asset,mfi_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
bonk,14,-0.1999999514936146,-4.328651294428794,-5.0,0.27851471723135646,-20.923075950027638,0.1999999514936146,0.3333333333333333,0.27851471723135646,0.9667247118030885,3
doge,14,0.04110534258468568,4.000565283478784,5.0,5.408490514355552,229.70205962735602,0.0037804095490091244,0.5,5.408490514355552,0.21706128962035348,4
shib,14,0.10000003637978905,4.58257569495584,5.0,10.0,0.0,0.0,1.0,10.0,0.4582577362087211,1
pepe,14,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,15,-0.21428571892599313,-6.5310985278077265,-5.0,0.0,-22.1666668435128,0.21428571892599313,0.0,0.0,0.7272896160624196,2
doge,15,-0.08977387279303561,-3.355834778637486,-2.1916373754094187,0.34698096804925194,-14.045022898749226,0.1299544433227442,0.25,0.34698096804925194,0.5438924299494898,4
shib,15,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,15,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,16,-0.26666664241347393,-8.183954781716244,-5.0,0.0,-23.0624997604455,0.26666664241347393,0.0,0.0,0.7514703515370404,3
doge,16,-0.15552729428407552,-7.022869487059862,-4.994603662844663,0.0,-21.925078573071367,0.15552729428407552,0.0,0.0,0.48554912685172663,3
shib,16,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,16,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,17,-0.21052583710803952,-5.165119398074879,-5.0,0.2614095325708631,-17.033742478151805,0.26666664241347393,0.25,0.2614095325708631,0.8794241844781956,4
doge,17,-0.06456947692700044,-7.603660040883916,-5.0,0.0,-21.409373794253195,0.06456947692700044,0.0,0.0,0.18180613806990484,3
shib,17,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,18,-0.21455381675119412,-4.055928616415769,-5.0,0.41161160692268517,-13.923728347026998,0.3190476135411543,0.4,0.41161160692268517,1.0952688572315115,5
doge,18,-0.039883819989696256,-5.5418358983805485,-2.8858906253964016,0.0,-21.122817852947865,0.039883819989696256,0.0,0.0,0.15201797389350716,2
shib,18,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,19,-0.13333332120673713,-4.582575694955839,0.0,0.0,-21.0,0.13333332120673713,0.0,0.0,0.6110100370897338,1
doge,19,-0.050314404518168154,-4.582575694955839,0.0,0.0,-21.000000000000004,0.050314404518168154,0.0,0.0,0.23056956725113376,1
shib,19,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,19,-0.1428571242960267,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502576,1
bonk,20,0.0769231038312046,4.582575694955839,5.0,10.0,0.0,0.0,1.0,10.0,0.3525059459974427,1
doge,20,0.02037652772373577,4.58257569495584,5.0,10.0,0.0,0.0,1.0,10.0,0.0933769806943854,1
shib,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pepe,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,21,0.004548525585696295,4.58257569495584,5.0,10.0,0.0,0.0,1.0,10.0,0.02084396279689662,1
shib,21,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,22,-0.1428571242960266,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960266,0.0,0.0,0.654653585650257,1
doge,22,-0.003780409549009156,-4.58257569495584,0.0,0.0,-21.0,0.003780409549009156,0.0,0.0,0.01732401291626833,1
shib,22,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,23,-0.1428571242960266,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960266,0.0,0.0,0.654653585650257,1
doge,23,-0.10360553266102823,-4.582575694955839,0.0,0.0,-21.0,0.10360553266102823,0.0,0.0,0.4747801958353815,1
shib,23,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,23,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,24,-0.21428571892599313,-6.5310985278077265,-5.0,0.0,-22.1666668435128,0.21428571892599313,0.0,0.0,0.7272896160624196,2
doge,24,0.012033616270535896,1.0929592113080375,1.1599281889354893,1.4082771752448957,10.339225941246236,0.027193952539531014,0.3333333333333333,1.4082771752448957,0.25725060609100364,3
shib,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pepe,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,25,0.07655564106643054,4.58257569495584,5.0,10.0,0.0,0.0,1.0,10.0,0.3508220200627878,1
doge,25,0.013576248589764806,1.231600485457872,1.3833862346918029,1.474971907386879,12.146654390755636,0.02571111439559263,0.3333333333333333,1.474971907386879,0.2535757530562684,3
shib,25,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,26,-0.019934443271299895,-1.2794944910286594,-1.6926068228687434,0.7174219547816,-6.594880071948716,0.05792289389868931,0.25,0.7174219547816,0.2985511398137858,4
shib,26,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,27,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,27,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
