asset,vzo_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
xrp,5,0.6544637717157049,0.9883700007330194,1.4111060872745453,1.400001091733082,1.1621128163621477,0.6579811939892696,0.48187633262260127,1.400001091733082,0.7736458794713531,1407
eth,5,0.3264527013575287,0.8152189245078557,0.9385289629082822,1.2280305658243118,0.7021035615508902,0.5746966694147974,0.49342969776609724,1.2280305658243118,0.4949548719703152,1522
algo,5,1.1265519980368008,0.4386912088302475,0.5505786348592084,1.1238208664358231,0.3497593196847602,0.8263609908104314,0.49121184088806663,1.1238208664358231,0.6588403235400156,1081
vet,5,0.3374585517238069,0.756552837806882,0.9632036601350238,1.2167986769126573,0.7094463722527947,0.7143945608792069,0.49113338473400153,1.2167986769126573,0.6699130638939642,1297
atom,5,-0.6291794925223142,0.14819019097386546,0.16647241376220298,1.0387181910384025,0.10168234445187081,0.9201686003886209,0.4853951890034364,1.0387181910384025,0.6313838990531603,1164
pol,5,-0.3411331015176664,-0.0482246972896643,-0.052646681717320364,0.9880481812182526,-0.03894608376478086,0.6067453014116789,0.4923547400611621,0.9880481812182526,0.490005218503072,327
tao,5,0.9105118663760869,0.5819870688840132,0.7402155097959876,1.148756557848996,0.6302290540145606,0.6401603455416603,0.48218029350104824,1.148756557848996,0.6932244212263757,477
ltc,5,0.16262292993333372,0.5363610880886487,0.6357094159874328,1.169792550038455,0.4424399015945093,0.7520728444459333,0.47962226640159045,1.169792550038455,0.6203787759367915,2012
xlm,5,0.6331385075727047,1.0091965870356003,1.4960585259705015,1.3675446358095287,0.9964019370097553,0.7170672843432401,0.49891696750902526,1.3675446358095287,0.707976265738922,1385
avax,5,0.5247562137564528,0.9089309060452339,1.1927040460588219,1.283919685950016,0.9948608911168041,0.6956448593488053,0.4956043956043956,1.283919685950016,0.7614108620024576,910
link,5,0.6685175765786144,1.0527406492433635,1.475957683590992,1.3080277845774795,1.1626906876711893,0.6506354222937107,0.4973190348525469,1.3080277845774795,0.7185889013724508,1492
ada,5,0.4662525622655087,0.7978173183116074,1.2452822257932894,1.3046527779765023,0.7764636825758112,0.847926408595353,0.4875974486180014,1.3046527779765023,0.8252315995904234,1411
trx,5,0.5641193605943509,0.8453611432861718,1.4106621541374873,1.402648338367378,1.0261371334900453,0.7187595420905858,0.5144927536231884,1.402648338367378,0.8724624523459756,1518
sui,5,0.21040560991196067,0.38797517136370585,0.5517612557455177,1.1028371045810834,0.3750606420922181,0.6582637344884515,0.4719626168224299,1.1028371045810834,0.6363521099957581,428
sol,5,1.0877552950805813,1.3604457979810674,1.673337138108925,1.4111526218063037,1.3466779114436749,0.7448794924211106,0.5154142581888247,1.4111526218063037,0.7373412161069027,1038
bnb,5,0.6889859808723497,1.1239437351409902,1.5377629290088102,1.3961081413328966,0.9605265220147696,0.7285955822564575,0.5236572890025576,1.3961081413328966,0.6226605111085316,1564
btc,5,0.42550695181133524,1.1127205062610424,1.2604218067372321,1.3358796971331546,0.6491789559961827,0.6578971974708581,0.521497919556172,1.3358796971331546,0.3838277567491425,2163
xrp,6,0.6774723283781483,1.006277238981689,1.4249209746184985,1.4102038500060563,1.248852141680273,0.6235425682671945,0.4835243553008596,1.4102038500060563,0.7738548002907514,1396
