asset,adx_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
uni,20,-0.155677268197424,-4.360455200233545,-5.0,0.44817475625239933,-13.761416134262435,0.23714428893428274,0.4166666666666667,0.44817475625239933,0.7484175605596503,12
xmr,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,20,-0.13466286002742456,-2.809469625284625,-3.8798238736282773,0.6338889756612786,-12.047358888435781,0.21664294285795446,0.3333333333333333,0.6338889756612786,0.9289921698271603,12
uni,21,-0.155677268197424,-4.360455200233545,-5.0,0.44817475625239933,-13.761416134262435,0.23714428893428274,0.4166666666666667,0.44817475625239933,0.7484175605596503,12
xmr,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,21,-0.13466286002742456,-2.809469625284625,-3.8798238736282773,0.6338889756612786,-12.047358888435781,0.21664294285795446,0.3333333333333333,0.6338889756612786,0.9289921698271603,12
uni,22,-0.155677268197424,-4.360455200233545,-5.0,0.44817475625239933,-13.761416134262435,0.23714428893428274,0.4166666666666667,0.44817475625239933,0.7484175605596503,12
xmr,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,22,-0.13466286002742456,-2.809469625284625,-3.8798238736282773,0.6338889756612786,-12.047358888435781,0.21664294285795446,0.3333333333333333,0.6338889756612786,0.9289921698271603,12
uni,23,-0.155677268197424,-4.360455200233545,-5.0,0.44817475625239933,-13.761416134262435,0.23714428893428274,0.4166666666666667,0.44817475625239933,0.7484175605596503,12
xmr,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,23,-0.13466286002742456,-2.809469625284625,-3.8798238736282773,0.6338889756612786,-12.047358888435781,0.21664294285795446,0.3333333333333333,0.6338889756612786,0.9289921698271603,12
uni,24,-0.155677268197424,-4.360455200233545,-5.0,0.44817475625239933,-13.761416134262435,0.23714428893428274,0.4166666666666667,0.44817475625239933,0.7484175605596503,12
xmr,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,24,-0.13466286002742456,-2.809469625284625,-3.8798238736282773,0.6338889756612786,-12.047358888435781,0.21664294285795446,0.3333333333333333,0.6338889756612786,0.9289921698271603,12
uni,25,-0.155677268197424,-4.360455200233545,-5.0,0.44817475625239933,-13.761416134262435,0.23714428893428274,0.4166666666666667,0.44817475625239933,0.7484175605596503,12
xmr,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,25,-0.13466286002742456,-2.809469625284625,-3.8798238736282773,0.6338889756612786,-12.047358888435781,0.21664294285795446,0.3333333333333333,0.6338889756612786,0.9289921698271603,12
uni,26,-0.155677268197424,-4.360455200233545,-5.0,0.44817475625239933,-13.761416134262435,0.23714428893428274,0.4166666666666667,0.44817475625239933,0.7484175605596503,12
xmr,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,26,-0.13466286002742456,-2.809469625284625,-3.8798238736282773,0.6338889756612786,-12.047358888435781,0.21664294285795446,0.3333333333333333,0.6338889756612786,0.9289921698271603,12
uni,27,-0.155677268197424,-4.360455200233545,-5.0,0.44817475625239933,-13.761416134262435,0.23714428893428274,0.4166666666666667,0.44817475625239933,0.7484175605596503,12
xmr,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,27,-0.13466286002742456,-2.809469625284625,-3.8798238736282773,0.6338889756612786,-12.047358888435781,0.21664294285795446,0.3333333333333333,0.6338889756612786,0.9289921698271603,12
uni,28,-0.155677268197424,-4.360455200233545,-5.0,0.44817475625239933,-13.761416134262435,0.23714428893428274,0.4166666666666667,0.44817475625239933,0.7484175605596503,12
xmr,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,28,-0.12420336873736992,-2.536375843635009,-3.393436519649489,0.6570027123502216,-10.889696188377636,0.21664294285795443,0.36363636363636365,0.6570027123502216,0.9301365312240656,11
uni,29,-0.155677268197424,-4.360455200233545,-5.0,0.44817475625239933,-13.761416134262435,0.23714428893428274,0.4166666666666667,0.44817475625239933,0.7484175605596503,12
xmr,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,29,-0.1571417080837605,-3.7272900023072797,-4.345349376412177,0.4987002680465076,-16.16959949252509,0.19851047654631382,0.3333333333333333,0.4987002680465076,0.861171225967721,9
uni,30,-0.20882646248282166,-7.277963682839712,-5.0,0.20990890581821373,-19.70328913764479,0.23714428893428285,0.3,0.20990890581821373,0.6420095916705965,10
xmr,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,30,-0.07823292821699168,-1.651979944815938,-1.4910832487637766,0.6994321386730903,-7.419698670796772,0.18494198434005946,0.5,0.6994321386730903,0.8306479746855204,6
uni,31,-0.08211541587987559,-2.7797330945479057,-1.560403820371218,0.43292461204123633,-12.131273527904687,0.13403777994676686,0.6,0.43292461204123633,0.5849658640955909,5
xmr,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,31,-0.14287288007018617,-4.089126084276954,-3.2355069912096783,0.2680585280702842,-16.00314169262701,0.18494198434005948,0.3333333333333333,0.2680585280702842,0.7237861389722612,3
uni,32,0.014454867139695127,1.5631079361566116,0.0,1.6985289804210197,14.669108588841416,0.021854685073909197,0.5,1.6985289804210197,0.2050970000909682,2
xmr,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,32,0.051614858650044226,4.582575694955839,5.0,10.0,0.0,0.0,1.0,10.0,0.2365289967482739,1
uni,33,0.03712081595600947,4.58257569495584,5.0,10.0,0.0,0.0,1.0,10.0,0.17010894897693793,1
xmr,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aave,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
uni,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
