asset,frama_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
algo,6,-0.3585905903054295,0.22454361211154436,0.21036908687405623,1.0821304933146012,0.1614721340629655,0.8969866807794551,0.4856175972927242,1.0821304933146012,0.6450343975920574,591
vet,6,-0.7123609403858671,0.131459797570342,0.1267494687131872,1.0416925442981597,0.0976587809838848,0.8940230207829002,0.47730061349693254,1.0416925442981597,0.6641513222661901,815
atom,6,-0.9936051722654958,-0.6643332248049603,-0.5699600930817401,0.7943099510813123,-0.3983992881366695,0.9940776849916516,0.4250814332247557,0.7943099510813123,0.5961463724315379,614
pol,6,0.23662980800758815,0.4516567557443624,0.36889687725268494,1.1534709543639945,0.5668488755814794,0.3009597960903697,0.5100671140939598,1.1534709543639945,0.3777176358801466,149
tao,6,0.5353465618328077,0.5424499892950814,0.5162951388058348,1.160067393625827,0.4896128833760897,0.7458595307885613,0.5257731958762887,1.160067393625827,0.6732094067095157,291
ltc,6,-0.7924093064007615,0.14726251521619912,0.13733655694642727,1.048180990720749,0.09607925192444779,0.9698628340251039,0.4745519713261649,1.048180990720749,0.6327726741978564,1395
xlm,6,-0.5373004181916223,0.1769260408794552,0.17250258402248403,1.069518589023112,0.12581655411802678,0.8891574447789792,0.4638922888616891,1.069518589023112,0.6323022050027197,817
avax,6,-0.5707265513432376,0.08109587775657309,0.07448091447802925,1.0238862450806885,0.06352930831510714,0.7564324745196689,0.49740932642487046,1.0238862450806885,0.592577985746315,579
link,6,-0.9921616804516507,-0.37758609016327993,-0.3591236483603535,0.8905829291522911,-0.24430411562629914,0.9971314454616194,0.44700944386149005,0.8905829291522911,0.645159666346111,953
ada,6,-0.9245071421788499,-0.06463083837716976,-0.04650969219009719,0.9785141914826531,-0.039125098103470604,0.9802259425439979,0.48296122209165687,0.9785141914826531,0.5933922122716597,851
trx,6,-0.7899238664887522,0.008838640382479394,0.008614496102151177,1.0034585789468295,0.005569674428024835,0.9187627411776852,0.4759299781181619,1.0034585789468295,0.5789588809499552,914
sui,6,-0.5522208424256273,-0.1426781938813604,-0.16183203679290337,0.9636592156251382,-0.1182148820883313,0.7530070889983217,0.479020979020979,0.9636592156251382,0.623898031058854,286
sol,6,0.6736142175261992,0.4632351934239518,0.44688763979999224,1.139549864232407,0.40445229860052234,0.8376645752934138,0.5,1.139549864232407,0.7313679265806274,750
bnb,6,0.46293386095331024,0.33235363486853575,0.32632418426167736,1.1185808939520798,0.25592213638162814,0.7456173783276073,0.4845771144278607,1.1185808939520798,0.5741474512843822,1005
btc,6,0.13655532776150103,0.5095889745217475,0.49092179476506015,1.1610589521212245,0.3231922115744414,0.6739082364520823,0.5132075471698113,1.1610589521212245,0.42740699706383667,1590
xrp,7,-0.9084845308161126,0.05368109216384403,0.05041740185010418,1.015605634065936,0.040851218260399766,0.9311115942637687,0.4858156028368794,1.015605634065936,0.7085743122729756,1410
eth,7,0.1882721937004488,0.5856339583742854,0.6902316751083762,1.1421947696229322,0.42667245411498705,0.7972152432295553,0.5036827195467423,1.1421947696229322,0.5808231907024028,1765
algo,7,1.3194724145113899,0.4966852038357162,0.6286182668731938,1.1305397538716042,0.4594060832161111,0.8255268940108359,0.49226804123711343,1.1305397538716042,0.763566287133694,1164
vet,7,0.3628654494738237,0.7770720938572134,1.0223544203287742,1.1913993688902516,0.8769614668799295,0.7004225802926035,0.5117162761241292,1.1913993688902516,0.7904589783944727,1579
atom,7,-0.9168422179970441,-0.013292920329688781,-0.01608485028856474,0.9967292906391474,-0.010419428274594668,0.9501164377585279,0.46486928104575165,0.9967292906391474,0.744732521538414,1224
pol,7,-0.05711244155308737,0.2240835135229529,0.2819396685277185,1.048693080577712,0.23972117410278498,0.513657297773387,0.48024316109422494,1.048693080577712,0.5495028553097348,329
tao,7,-0.4286610681338078,0.18740250611394815,0.2284031128570426,1.0414800167961777,0.16775616974171625,0.913912527287407,0.5042372881355932,1.0414800167961777,0.8181025336101209,472
ltc,7,0.7563225113298209,0.39980996902407434,0.45789254073475777,1.1127258646870353,0.3221408694842991,0.8955849972663668,0.4872152487215249,1.1127258646870353,0.7216041421396094,2151
xlm,7,-0.9151370766919517,0.011723643467415659,0.013786947568704683,1.0032297536014672,0.00860424884157785,0.9657067070733333,0.4832347140039448,1.0032297536014672,0.708754137630846,1521
avax,7,2.518125990412241,0.6296309371185086,0.76138415291945,1.1537462939960008,0.6124133559447412,0.7925732152849055,0.5069582504970179,1.1537462939960008,0.7708998938741548,1006
link,7,-0.603612927614953,0.2628467206813697,0.33319236974119854,1.0622336040392655,0.20844516197341165,0.9653686199708228,0.47610513739545995,1.0622336040392655,0.7655656415732858,1674
ada,7,0.9909244746299881,0.47158954380171386,0.48280125986849004,1.122946954035527,0.33957226493874093,0.9612128071713665,0.5012562814070352,1.122946954035527,0.6921298707940521,1592
trx,7,0.3003048629895746,0.33060679559810713,0.38663961149051673,1.1038985053602597,0.2850246570490566,0.7447564008099254,0.4983142279163857,1.1038985053602597,0.6420737279217442,1483
sui,7,1.2279409269548545,0.7557879108961827,1.049342141420779,1.1660459711659723,0.8645675619972785,0.7361906651192537,0.5142857142857142,1.1660459711659723,0.8421497080478411,525
sol,7,0.4283500332265542,0.8381255546446552,1.0368371969694832,1.2186142530450776,0.7820071173382168,0.8802993473748625,0.5032198712051518,1.2186142530450776,0.8213570761807815,1087
bnb,7,0.16397746411744873,0.5397208465515835,0.6534998357787143,1.155421752216379,0.41353412962514124,0.8233427056259958,0.513251454427925,1.155421752216379,0.630845206980001,1547
btc,7,0.11287472489186334,0.46179792824941873,0.5041894185231586,1.1169056835192295,0.326072026169091,0.6905711516007976,0.5200828157349896,1.1169056835192295,0.4876070697631546,2415
xrp,8,-0.5257241395464192,0.18955083546797358,0.1671706726615407,1.0680006144417216,0.14293777463514773,0.8187394967747873,0.4703296703296703,1.0680006144417216,0.6174006112184187,910
eth,8,-0.5963316416107427,0.060942298641366285,0.05635561696821912,1.0186310913912684,0.03643097257419455,0.8012639611144188,0.4817374136229023,1.0186310913912684,0.47899121042073384,1013
algo,8,-0.3007231152852037,0.24595462081723005,0.24116602740701976,1.0865751590823698,0.18630991902714863,0.8640302068330986,0.4912,1.0865751590823698,0.654500400672318,625
vet,8,-0.6976242959870582,0.1408591727044163,0.1407242585136043,1.0434430444469347,0.11354758112101132,0.8272834331677841,0.4838337182448037,1.0434430444469347,0.6668790603705042,866
atom,8,-0.9848850655605113,-0.49838420554847707,-0.42840893528139434,0.8452768136522929,-0.30189670958023107,0.9862220412406065,0.4423676012461059,0.8452768136522929,0.5974049455246584,642
pol,8,0.09072520109084814,0.2931084037459038,0.22192623786028706,1.105110454317367,0.3763896168535251,0.2812634561306332,0.512,1.105110454317367,0.3611791512456311,125
tao,8,-0.2952879143405417,0.16918534041321884,0.166686496299521,1.0453884382410779,0.13665092151653682,0.833500236736585,0.5,1.0453884382410779,0.6732177572602903,316
ltc,8,-0.9056442862019067,0.07472458219312299,0.07111441735021815,1.0235061987952618,0.04930366818517539,0.973232543638435,0.47472677595628415,1.0235061987952618,0.642143896831044,1464
xlm,8,-0.6647950523149753,0.17471258903636555,0.15248664607855061,1.0676828703361312,0.12558372055059577,0.924381024170297,0.4724137931034483,1.0676828703361312,0.6644467285497848,870
avax,8,-0.6370397765205094,0.06291064789374755,0.06057179628913036,1.0180742295839735,0.04889912616256113,0.7995248002640252,0.48417721518987344,1.0180742295839735,0.621453845845588,632
link,8,-0.9561670908989799,-0.09254861340276296,-0.09848165837888073,0.9729965318389256,-0.06423901707347832,0.9871355573573285,0.44888475836431224,0.9729965318389256,0.6851817179253582,1076
ada,8,-0.9446261368811459,-0.1033322369293243,-0.07638712253518169,0.9671201851316079,-0.06301869465537019,0.98532488825345,0.4908700322234157,0.9671201851316079,0.6009149720783747,931
trx,8,-0.7950557120805322,-0.00011519660539201268,-0.00011504819995112609,0.9999551555223098,-7.339694435056281e-05,0.9019107862401352,0.4656319290465632,0.9999551555223098,0.5746479730159605,902
sui,8,-0.7546753792169094,-0.44852597240168873,-0.5277766650856487,0.8974580956604092,-0.3480637467105899,0.8260064392160161,0.47416413373860183,0.8974580956604092,0.6409949785095596,329
sol,8,2.298095045437722,0.5856093738324724,0.6016936625582749,1.1785252648065385,0.5738760638314375,0.7522869933420919,0.5026041666666666,1.1785252648065385,0.7372141190046085,768
bnb,8,-0.6178238735042338,0.11129333441027683,0.10744645048045776,1.0376969236122755,0.07501167341091526,0.8404788683536561,0.4792079207920792,1.0376969236122755,0.5664825006437982,1010
btc,8,0.12271037331454049,0.4805760791650394,0.46902028590609873,1.149244679219451,0.32621477740697646,0.6330111206756524,0.5165036674816625,1.149244679219451,0.42968759948710067,1636
xrp,9,-0.5135980229040638,0.22995976452807287,0.22773059214541735,1.0695418813895794,0.17298735459073086,0.8878872611434101,0.48547400611620795,1.0695418813895794,0.6679136621800535,1308
eth,9,0.9291016524855695,0.38502436592252987,0.4414027647409225,1.0961037123845412,0.2752579155306474,0.7794912281868899,0.4981527093596059,1.0961037123845412,0.5572663697037787,1624
algo,9,0.5947984238269481,0.42642051950329646,0.4938251618462397,1.1237145628990906,0.3583800428851204,0.8732391639879676,0.49109947643979057,1.1237145628990906,0.7339034467748103,955
vet,9,0.2677764372069109,0.6829675746748616,0.825631346120579,1.1798587869929476,0.772942803396722,0.6694818899232658,0.5102639296187683,1.1798587869929476,0.7576804932020026,1364
atom,9,-0.951894072856907,-0.11837323489813642,-0.13585709941898363,0.9694046397971856,-0.08864430762509051,0.9696216370164195,0.4604651162790698,0.9694046397971856,0.7261053459051874,1075
pol,9,-0.16184826296214416,0.09519040418731216,0.11545993381106873,1.0206403344523034,0.08761647619042305,0.5564071874362244,0.4872611464968153,1.0206403344523034,0.5121360446611499,314
tao,9,-0.5144787557789647,0.09804454752901226,0.11417526217548285,1.0223315083878353,0.08244042605769292,0.9376382480441158,0.4897025171624714,1.0223315083878353,0.7884099483846576,437
ltc,9,-0.6928385918763582,0.22831150652068988,0.23813964713846505,1.0660129247559382,0.17346905446758376,0.9093626345786336,0.48012718600953896,1.0660129247559382,0.6909256515032951,1887
xlm,9,-0.8403338848715867,0.1145481949037212,0.119590528071248,1.0346468378327642,0.08403073842240281,0.972235184836455,0.48240469208211145,1.0346468378327642,0.713216306644694,1364
avax,9,1.9582048282008095,0.5837760835660989,0.7116788067613344,1.1490794667098683,0.5385889243188406,0.7989976817197515,0.5016835016835017,1.1490794667098683,0.7371513051749806,891
link,9,-0.7267299930215539,0.21694921920758886,0.27302299011057835,1.0540631295633889,0.16953585022907044,0.985760749803229,0.47145606157793457,1.0540631295633889,0.770326749507336,1559
ada,9,-0.3626817252060245,0.3139610855268005,0.30430681396791204,1.084295474458426,0.218487957261395,0.979179518811856,0.5020604395604396,1.084295474458426,0.6814186302688642,1456
trx,9,-0.763613870923445,0.05973358518756233,0.06445968322223526,1.019790496417496,0.04246546305129205,0.86170173022166,0.4867601246105919,1.019790496417496,0.6125961278075369,1284
sui,9,0.6337497843516184,0.6199847314428476,0.7984563109571987,1.1420670737335454,0.7157542926273428,0.6998583561522977,0.5087719298245614,1.1420670737335454,0.8079660631018298,456
sol,9,0.742460125896542,1.0885346296415817,1.3290955333254881,1.3011354331912626,1.0619322292081694,0.8168719216043683,0.5134357005758158,1.3011354331912626,0.7969086118762382,1042
bnb,9,0.3521996574334989,0.3374346103612767,0.3742354458360822,1.1024397703075641,0.23796314829080573,0.8718759630175212,0.5018450184501845,1.1024397703075641,0.6148579390140021,1355
btc,9,0.10480626398116222,0.4448372487750112,0.46833874685378457,1.1201330401048248,0.3085331251155761,0.6694354637805029,0.51552210724365,1.1201330401048248,0.46431142237339595,2126
xrp,10,-0.08594713133429965,0.2896819663363374,0.25557474642155037,1.104402982262451,0.21304487274349415,0.8435083711168518,0.4777415852334419,1.104402982262451,0.6203531958009901,921
eth,10,-0.6795781449859325,0.037565370652934194,0.03584990812077647,1.0108032601334027,0.02527609316392538,0.7444890582217842,0.4844167408726625,1.0108032601334027,0.5009340908411095,1123
algo,10,-0.5266593106963728,0.17812801322465405,0.1752286978533021,1.0613204797494962,0.13099597086914697,0.8944926948874939,0.48598130841121495,1.0613204797494962,0.6578130911636372,642
vet,10,-0.7086318383316503,0.14362582154723008,0.14255283807982402,1.0436808862919897,0.11185223598126298,0.8688450810166362,0.4785005512679162,1.0436808862919897,0.6766350506205795,907
atom,10,-0.9858755313977181,-0.4739640413503433,-0.4287988762321951,0.8580388221739659,-0.2967114150544962,0.9882962053946633,0.4505649717514124,0.8580388221739659,0.6186941202547563,708
pol,10,0.007573231288307891,0.19900205219760897,0.17012419795414027,1.0636918166423655,0.19416658346046708,0.3891395175978238,0.4899328859060403,1.0636918166423655,0.37968397705966767,149
tao,10,-0.3576776279638917,0.12680475788126966,0.12383688015196784,1.034015924128066,0.09862709506834212,0.8685297254506299,0.4935897435897436,1.034015924128066,0.6755311490906863,312
ltc,10,-0.17668103394263523,0.29785914790875656,0.29150522520767946,1.095338340088358,0.22822595464128936,0.8484694799706658,0.4763140817650876,1.095338340088358,0.6501151917268705,1541
xlm,10,-0.42592933608309136,0.24524033716504304,0.22354245543939635,1.0941037256564672,0.18220771634856128,0.8884467559613947,0.47519294377067256,1.0941037256564672,0.6600947314473361,907
avax,10,-0.7791219830280341,-0.05075922262074561,-0.04974353953378029,0.9859962975427494,-0.03680480736158259,0.8649813669016494,0.4872944693572496,0.9859962975427494,0.6271859759956656,669
link,10,-0.9510472774669957,-0.062263697097137194,-0.06889800521009982,0.9826178158016573,-0.04388506046642221,0.9918646081956158,0.45650301464254955,0.9826178158016573,0.6990917715223521,1161
ada,10,-0.9407702066680793,-0.0833031074286281,-0.06374333052906578,0.9740655457516738,-0.05163559000897124,0.9837432876556086,0.49183673469387756,0.9740655457516738,0.6097751529735344,980
trx,10,-0.9251407845642297,-0.16253155173487768,-0.1619419159575134,0.9385176644348878,-0.09802986830192796,0.9522459564420677,0.453318335208099,0.9385176644348878,0.5743410722696475,889
sui,10,-0.8222127273952923,-0.5480612660703049,-0.5686756217316635,0.8725306366660758,-0.42893186534730965,0.8622513141806732,0.4594594594594595,0.8725306366660758,0.6748279571763087,333
sol,10,2.889628863280447,0.6204827983040032,0.6432235408720357,1.1847647718107823,0.6512982508909703,0.7190908465599182,0.5031133250311333,1.1847647718107823,0.7548035366593985,803
bnb,10,-0.2282164072255226,0.2292515414628381,0.23404249108167438,1.0767801088777358,0.1607098287059461,0.8187105935888285,0.4843601895734597,1.0767801088777358,0.5739321900120462,1055
btc,10,0.15120892228628047,0.5368675361761821,0.5570987383255592,1.1635908339597076,0.3655152322059815,0.6373938866278615,0.5136707388016288,1.1635908339597076,0.433956532624093,1719
xrp,11,-0.745291591661192,0.20670788955307,0.17758627478453473,1.0662406290548014,0.15097964308659423,0.9583623992545262,0.4907778668805132,1.0662406290548014,0.6999888262606061,1247
eth,11,-0.23154494196853426,0.2197830802388348,0.23960130882417588,1.0568645049153127,0.1684550717559342,0.6995471097400746,0.4887525562372188,1.0568645049153127,0.5361752981160485,1467
algo,11,-0.1097817309005501,0.3215126056893264,0.36153801969235416,1.09608357429581,0.25511040816814584,0.8994364955025937,0.484375,1.09608357429581,0.7136753191901702,896
