asset,frama_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
xrp,2,0.778945577774649,0.39303917043783687,0.3368645926204513,1.145182695140141,0.33035099666337264,0.7464044061583723,0.48839779005524864,1.145182695140141,0.6273558923240947,905
eth,2,-0.40073958859952874,0.14495490932301122,0.13820075827504855,1.0416857282726795,0.08742171879641544,0.8089920476086373,0.49398625429553267,1.0416857282726795,0.4878998277801099,1164
algo,2,-0.22708161458295595,0.2696481254446124,0.2741938794205855,1.0928892683210238,0.19621349795869347,0.9152078178012705,0.47976011994003,1.0928892683210238,0.6659646789453245,667
vet,2,0.40896623291069134,0.3760642954888455,0.37790824803283274,1.1206557754159856,0.292509838224381,0.8571101119729054,0.48891481913652274,1.1206557754159856,0.6666762657374158,857
atom,2,-0.9107167744447148,-0.11028605134962371,-0.10527042007860164,0.9654056505145486,-0.07729821246057814,0.9198417745004903,0.4626038781163435,0.9654056505145486,0.6447064161364292,722
pol,2,0.02861257373322834,0.2370268579178209,0.2197936704917264,1.070119941062216,0.2418940796331462,0.4021886522266785,0.4918918918918919,1.070119941062216,0.41044738441834344,185
tao,2,1.6789066938964758,0.8004903584866383,0.8162087139893993,1.2329825376777457,0.7694556398355149,0.7624896622119393,0.5304878048780488,1.2329825376777457,0.7329282166676421,328
ltc,2,0.05370397604839905,0.31335863640277856,0.30492797592909915,1.1037966301009994,0.22487652523268564,0.884327335023359,0.48163548163548164,1.1037966301009994,0.6346225543716041,1443
xlm,2,-0.4485149205738099,0.23929514599157004,0.21520076812170297,1.092578959832056,0.17294208506044226,0.9118288185565555,0.4717391304347826,1.092578959832056,0.6589919592640867,920
avax,2,0.16931250494708405,0.33727075714014393,0.3189562081810482,1.1065082729380988,0.32031415955679543,0.6361354100766478,0.4990990990990991,1.1065082729380988,0.6041531171300168,555
link,2,-0.9218050752389082,-0.039907399774784164,-0.040035369690887695,0.988241344217568,-0.026358397046539823,0.9906024191383652,0.45742574257425744,0.988241344217568,0.6542819634019392,1010
ada,2,-0.712416554122324,0.1512595848183127,0.1126328057843342,1.0514557647819323,0.09482635226906268,0.9653208254744925,0.49888392857142855,1.0514557647819323,0.6051705930507374,896
trx,2,-0.813164268446342,-0.025500336589043018,-0.024715991184399013,0.9897046319118009,-0.015836678771850365,0.9087668316971189,0.46490218642117376,0.9897046319118009,0.5643787618977297,869
sui,2,-0.8570175505925917,-0.8183626986154132,-0.7042374687580208,0.7814554589542438,-0.5620053695141394,0.8762786857212652,0.44308943089430897,0.7814554589542438,0.6017788046783645,246
sol,2,0.29619039037196426,0.7181699492248778,0.7319189655940511,1.2244409197282444,0.711562538683771,0.7529337730118763,0.4890038809831824,1.2244409197282444,0.7460065233352176,773
bnb,2,-0.6036731471126818,0.12584523655069435,0.12366337798101752,1.0427684554682386,0.07645717452927543,0.9533415967593744,0.4841897233201581,1.0427684554682386,0.5792019376123732,1012
btc,2,0.14762429094873686,0.5325298911088678,0.5231434988761099,1.1641213358732636,0.3620579009900063,0.6277426920188786,0.5206310679611651,1.1641213358732636,0.4267914444406413,1648
xrp,3,-0.9923693769529146,-0.15259500140736465,-0.17589568670347494,0.9641659397057784,-0.12290288060020961,0.9978450460875605,0.49863138686131386,0.9641659397057784,0.8036831444394302,2192
eth,3,1.0292492040104144,0.42483955000314466,0.5418063343782777,1.0849368040058145,0.3061434768355568,0.8837321669901078,0.5156822810590631,1.0849368040058145,0.6368259221434772,2455
algo,3,-0.2552165198625579,0.3736421701898962,0.5595167707876562,1.0769356557092735,0.41236391454270144,0.773323431684105,0.4911209766925638,1.0769356557092735,0.853465435485462,1802
vet,3,-0.23376256835249998,0.3768376444549455,0.5303796776037792,1.0793036537660199,0.330397855412428,0.9497633407406436,0.505332656170645,1.0793036537660199,0.8327187465146398,1969
atom,3,-0.9179068328060219,0.06064262253342256,0.08331652833214377,1.0125349797904886,0.05226603833376806,0.9510532752594582,0.4807909604519774,1.0125349797904886,0.8196839923070703,1770
pol,3,-0.16020350135353856,0.184416208094612,0.2381435003161803,1.0355432916997689,0.167429193149839,0.6884485308847307,0.48878923766816146,1.0355432916997689,0.6250339015325961,446
tao,3,-0.8371807869959079,-0.18496046911324998,-0.2512144435390889,0.9641772932429189,-0.1725234626869789,0.9778866458325121,0.474036850921273,0.9641772932429189,0.9121321494436815,597
ltc,3,-0.40704884195865965,0.34305693732504605,0.4454660225817046,1.0797708563044421,0.2808108153843905,0.962763546348074,0.4955194158645868,1.0797708563044421,0.7880744770253972,3013
xlm,3,-0.9165100909821637,0.07402770066366977,0.10783152627097092,1.0176166527021637,0.06151035392863727,0.94778878142983,0.48203162434115954,1.0176166527021637,0.787527140147306,2087
avax,3,0.17252203316730852,0.4533092326281691,0.6100441778806079,1.0929606972011854,0.431974086679432,0.8899210298436409,0.512087912087912,1.0929606972011854,0.8480366081554146,1365
link,3,-0.9607061390730294,0.10144079899614775,0.13721156548875252,1.0203153329239152,0.09107166837928955,0.9805287198999248,0.48194382523406154,1.0203153329239152,0.8803005033358066,2243
ada,3,0.14220063186995602,0.5964245305619528,0.7674179363190003,1.125499918583375,0.5049264764228344,0.9527209509606551,0.5108333333333334,1.125499918583375,0.8065631243059792,2400
trx,3,-0.7203658480018783,0.16233396324626223,0.21070559200282374,1.039815698604567,0.12075541043053396,0.9459440860603051,0.5024564537740063,1.039815698604567,0.7036596906296415,2239
sui,3,0.4736440729181508,0.590295525067199,0.8435785869521834,1.118922218959744,0.611394139464411,0.8273850860625017,0.5076400679117148,1.118922218959744,0.8569578646920697,589
sol,3,0.33071178662571343,0.76469984040903,1.0607664833831474,1.1662482249381951,0.7643609471961589,0.895015631340567,0.4945429740791269,1.1662482249381951,0.8946189858767565,1466
bnb,3,0.14250955657115183,0.5228917793515091,0.7301359252772915,1.12352476824598,0.379172363803883,0.9371592720886412,0.5,1.12352476824598,0.6795763683630206,2224
btc,3,0.2987559158948989,0.7583668980340381,0.9791911076881801,1.167803766936147,0.5382456058452253,0.7413717565595093,0.5228985507246376,1.167803766936147,0.5261834229584236,3450
xrp,4,-0.470098356744053,0.1952791910864231,0.16068937269786707,1.0755360335911648,0.14557669299461765,0.805904232658056,0.4595300261096606,1.0755360335911648,0.6007853289847098,766
eth,4,-0.6563400863706903,0.017323593289128126,0.015485664145548982,1.005421002789075,0.010087355425850377,0.7995701622294527,0.48945147679324896,1.005421002789075,0.46558172312756163,948
algo,4,1.1236339272027478,0.4434967934273879,0.42742481270673016,1.1683173991103006,0.33924685978416935,0.8471962488511146,0.48713550600343053,1.1683173991103006,0.6480512853825733,583
vet,4,-0.4244021491483162,0.23984554236866865,0.23226549557294682,1.077224360059075,0.17566733603878376,0.9100449517622073,0.4841463414634146,1.077224360059075,0.6665338482959183,820
atom,4,-0.9717620209313057,-0.345929404709263,-0.3078140662880139,0.8851287311994115,-0.22097482398751048,0.9739223782150264,0.4450084602368866,0.8851287311994115,0.6221278768841252,591
pol,4,0.14878429447358021,0.36011382297368166,0.2845947528841254,1.1268512424351729,0.3862346029918104,0.34679372380097784,0.5111111111111111,1.1268512424351729,0.37194833324160204,135
tao,4,1.205531685554928,0.7149705058610794,0.7063269460037647,1.2114384477327433,0.674859664562085,0.7289538324179082,0.5294117647058824,1.2114384477327433,0.6880585070209615,306
ltc,4,-0.35516126575008733,0.2590836143047239,0.2457810066168719,1.087274944612394,0.1695927514648437,0.9584382611835177,0.47643219724437996,1.087274944612394,0.6273811729062698,1379
xlm,4,-0.7665987341422343,0.11189725681150373,0.09391215817902847,1.0459147150483974,0.0777475644296951,0.9371993410060726,0.4572192513368984,1.0459147150483974,0.6511774124282773,748
avax,4,-0.5299557271876225,0.10148443924267227,0.09239181553278072,1.0320830204807083,0.07950249520630549,0.7564766013600064,0.4806949806949807,1.0320830204807083,0.5926206798018914,518
link,4,-0.947260700761315,-0.10873537740397003,-0.10467954381038877,0.9673784552213832,-0.07053323725299782,0.989825062379428,0.4593453009503696,0.9673784552213832,0.6420685487152457,947
ada,4,-0.7813471300721518,0.1052995557178058,0.0755327794472499,1.0364428983843996,0.06614190635821411,0.9544273738177648,0.49761336515513127,1.0364428983843996,0.5995053403069216,838
trx,4,-0.7747464742082716,0.007049948173027397,0.006834511673335773,1.002871163810304,0.00450515745293225,0.8862505898414841,0.46386946386946387,1.002871163810304,0.5663443690644062,858
sui,4,0.28001595517392563,0.43044506922770176,0.4918133039270593,1.128221334834362,0.47341221034118314,0.5195563257234653,0.4838709677419355,1.128221334834362,0.5714185761235342,248
sol,4,2.403327834416419,0.5952817536143677,0.5710933338181297,1.1848853876420593,0.592506432420632,0.7313892146492151,0.5061391541609823,1.1848853876420593,0.7279793335702787,733
bnb,4,-0.7665622376885309,0.037152680414976734,0.03558237270343596,1.0127510901255083,0.02256716305550604,0.9452222655492108,0.4709480122324159,1.0127510901255083,0.5741439043451915,981
btc,4,0.14870099626578392,0.5364247158471328,0.5191201139217102,1.170705238121569,0.3637178367075119,0.6189108804134029,0.5131663455362877,1.170705238121569,0.419646820678663,1557
xrp,5,-0.9029076054750028,0.0744730316719783,0.07645872950585093,1.0199750497757318,0.056988923797017366,0.9475268784949795,0.4908869987849332,1.0199750497757318,0.7250750488044648,1646
eth,5,0.2046772581354943,0.34379248013817937,0.41076999044639073,1.0754925917395328,0.268788259556337,0.8056924291562859,0.5036390101892285,1.0754925917395328,0.6299168198315273,2061
algo,5,0.5799549930389336,0.4545926081887079,0.6251269943711403,1.10711066500726,0.48404058644524184,0.7548280542273741,0.4928977272727273,1.10711066500726,0.8037249340443955,1408
vet,5,2.5259898783831374,0.5559881591584918,0.7507965168404809,1.1269515586495078,0.4994281261829332,0.8991717359661013,0.5099415204678363,1.1269515586495078,0.807700034277513,1710
atom,5,-0.5242272558451686,0.270277099521033,0.354519818226885,1.063733881762855,0.24468993228524713,0.8574179390327891,0.474120082815735,1.063733881762855,0.7762460741730822,1449
pol,5,-0.38013384557564167,-0.08752571358343765,-0.11332036993006254,0.982487717795694,-0.0775362463221441,0.6622874587425552,0.47297297297297297,0.982487717795694,0.5866993987792718,370
tao,5,-0.4122489513084915,0.23025127109084342,0.2960082120195775,1.0490377116856933,0.21117081452546424,0.937360538267319,0.49616858237547895,1.0490377116856933,0.8596833686613646,522
ltc,5,0.17472175584626948,0.38272320883635624,0.45627992743063284,1.0996667910915894,0.3028128295716295,0.9527780378557134,0.48419773095623986,1.0996667910915894,0.7538435269551566,2468
xlm,5,-0.8686739264994727,0.09663425055971316,0.12554172266876598,1.0242017110894377,0.07456819088834005,0.9605528685904109,0.4888768312533912,1.0242017110894377,0.7412143132328856,1843
avax,5,1.8267954521243737,0.595366690738107,0.7527825301167363,1.1371554724385315,0.5865650310300266,0.8164074709784988,0.5058295964125561,1.1371554724385315,0.804338034017256,1115
link,5,-0.688433188061004,0.2846103443374011,0.36827521268184704,1.0624262783345695,0.2495192762851262,0.9487191939334703,0.4850669412976313,1.0624262783345695,0.8317467420911993,1942
ada,5,0.6529052558569919,0.46175765594550094,0.5107257941074765,1.1115927711699936,0.3571008380482134,0.9490363618240757,0.5027777777777778,1.1115927711699936,0.733938410726868,1800
trx,5,0.6561398220686427,0.3776435279275459,0.476800308434138,1.1057776448161172,0.33252668842634614,0.7585852324116854,0.4944382647385984,1.1057776448161172,0.6679575222890729,1798
sui,5,0.8048402107776493,1.1121087312480027,1.6679152511789113,1.235531623203238,1.3784114914984829,0.709422548576115,0.5152542372881356,1.235531623203238,0.8792990881279118,590
sol,5,0.4394080046616693,0.8478401109885454,1.1320050119562173,1.2011265301579044,0.831732317427116,0.8850812872131193,0.4957397366382649,1.2011265301579044,0.868265962631589,1291
bnb,5,0.3562226367072645,0.7779163668356106,1.033725021290564,1.2089282826751062,0.7018259413752137,0.7200902922833389,0.5161466885604816,1.2089282826751062,0.6496560154823219,1827
btc,5,0.23967928165644437,0.6793983522490067,0.7963543006020584,1.165073232854505,0.5290409363619358,0.6381813730657123,0.5223826714801444,1.165073232854505,0.49694567267906403,2770
xrp,6,-0.6734795530920166,0.12265554356070861,0.10372793992039384,1.0458610642063024,0.08501141365546484,0.8705031837883109,0.456441717791411,1.0458610642063024,0.6033376404940022,815
eth,6,-0.5086426891324172,0.10283303045899865,0.09418780480641192,1.0316590477914869,0.07090301352125214,0.7016302186216987,0.4885114885114885,1.0316590477914869,0.48377157276998356,1001
