asset,mfi_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
xrp,116,0.1732993057761485,0.3691589765515083,0.44723761089695957,1.1087024135598316,0.3182502836238484,0.8563966448934691,0.49553305539011316,1.1087024135598316,0.7382956732567232,1679
eth,116,0.306346693358706,0.7588178778073834,0.8350992294190133,1.1855362139332082,0.6079865130188823,0.7154146509688776,0.5250817884405671,1.1855362139332082,0.573210610511734,1834
algo,116,-0.009040573325543089,0.4084081937454861,0.5143678760699786,1.0950555124487138,0.37903312206301604,0.8862578863151278,0.5047945205479452,1.0950555124487138,0.8225131100389564,1460
vet,116,-0.3660080075194063,0.344334783852937,0.426463916758021,1.0786444525048464,0.2842305722660248,0.9690397316346685,0.5063953488372093,1.0786444525048464,0.7998922281074906,1720
atom,116,-0.59493466714409,0.2773572259856508,0.3294300621063753,1.064592597189966,0.23723642800752606,0.9312240999527636,0.494299128101945,1.064592597189966,0.796518923789447,1491
pol,116,-0.8571022401011016,-1.2183736799211429,-1.2581601430627947,0.7591900946856464,-0.7402766259158984,0.8966279852558972,0.4579710144927536,0.7591900946856464,0.5447858490097764,345
tao,116,-0.11362242221241403,0.3505210801950645,0.5574543279800743,1.0760818997214814,0.31214258180861393,0.912869230030624,0.45143884892086333,1.0760818997214814,0.8129193204495112,556
ltc,116,0.3799717383338377,0.792724959009875,1.0219130196839608,1.2082892637708975,0.7232904495868739,0.8351086529657099,0.5101829478771143,1.2082892637708975,0.761961770210811,2897
xlm,116,0.13519031254775826,0.5143444390532811,0.682690247397624,1.1499610147411332,0.45671486838413095,0.8420246760251678,0.503037667071689,1.1499610147411332,0.7476802700440741,1646
avax,116,0.3020547523518662,0.7224819708114888,1.02585039927083,1.1752001085155828,0.7878034171049134,0.8254818481634176,0.5099009900990099,1.1752001085155828,0.9001157772986166,1212
link,116,0.340011191574477,0.7643361614640135,1.1488334348161873,1.1590054879762461,0.790774347481681,0.8322624861570767,0.5039966344131258,1.1590054879762461,0.8610502258113166,2377
ada,116,0.29482080545012024,0.7068931581018753,0.9555021488121819,1.1753306651540727,0.6567771770837852,0.7927959402819283,0.5050397877984085,1.1753306651540727,0.7365897854493165,1885
trx,116,2.799694222675777,0.5055052636958285,0.619854527455411,1.1392993406090204,0.4214382285598207,0.8510600129605286,0.522289766970618,1.1392993406090204,0.7095261909597066,1974
sui,116,0.0007995244710019556,0.3864768285285592,0.6123959393722197,1.078353908315246,0.3857328527057824,0.7880470493457358,0.47130434782608693,1.078353908315246,0.7865300426104135,575
sol,116,1.1355447909940026,1.281788998925369,1.9003367492368688,1.308248480472526,1.4255133495142407,0.8102160152754554,0.5027739251040222,1.308248480472526,0.9010638620971991,1442
bnb,116,0.5744796420065497,1.0049368274440111,1.2909028876984359,1.2669662769589114,0.9305437626110996,0.7207809290136205,0.5248538011695907,1.2669662769589114,0.6674232443133611,2052
btc,116,0.40292607409130254,0.9627989612753584,1.0769238105317107,1.2529152093254972,0.5228617089895421,0.8520215529209308,0.5321920357275772,1.2529152093254972,0.4627024572877084,2687
xrp,117,-0.10658885516009964,0.33836006076996056,0.4102690755123846,1.0987012473743873,0.2814378211664406,0.8935994927688142,0.49584323040380046,1.0987012473743873,0.7432694439999905,1684
eth,117,0.279304709591524,0.7219188703727685,0.7994618410641859,1.1753448442143273,0.5736883951723217,0.7229476102993104,0.5209352909189777,1.1753448442143273,0.5745059055349513,1839
algo,117,0.19411720587169112,0.43420051807098886,0.5456807537746778,1.101268792903213,0.41281613787139776,0.8643206854747452,0.5071967100753941,1.101268792903213,0.8217528823899471,1459
