asset,ema_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
xrp,5,1.8846389967375061,0.5744735645779956,0.8672958164276712,1.1360786525914133,0.5529730590000829,0.9970005250858437,0.4738663897542402,1.1360786525914133,0.9596863357609844,2889
eth,5,-0.6976445028046814,0.21091394128988958,0.32169015425917663,1.0397323320108318,0.1548994162562099,0.9794374266162806,0.4717895465559017,1.0397323320108318,0.7193184325061915,2889
algo,5,-0.9220442176709145,0.18107669398113996,0.2652367497422103,1.0334607011929051,0.1719889578980497,0.9915819168793565,0.4934782608695652,1.0334607011929051,0.9418171759442093,2300
vet,5,0.3292975036760313,0.48730787450894725,0.7673007993302007,1.0934436619550651,0.5290561695765197,0.8546757919372849,0.48740458015267174,1.0934436619550651,0.9278969710221999,2620
atom,5,-0.797455443967873,0.2803733454594044,0.41946345619919384,1.0524236641373272,0.26653669744418085,0.9751519179419724,0.49145477282200917,1.0524236641373272,0.9270273937372031,2399
pol,5,0.0007223389316393103,0.35040768626758007,0.5465162171363669,1.0607722734857878,0.39378034756957725,0.6237939516301514,0.5028248587570622,1.0607722734857878,0.7010057390611744,708
tao,5,-0.6571109920079885,0.2054530137207946,0.28948030135729574,1.0354400023072077,0.2291560875538962,0.8757374584297224,0.5237592397043295,1.0354400023072077,0.9767711169760096,947
ltc,5,-0.8831618763735612,0.2472188947499145,0.37897697663986524,1.051179613967635,0.20874589121278742,0.9920135047803471,0.4692917285785042,1.051179613967635,0.8376331564784892,4038
xlm,5,0.4980793709896896,0.8893785238605996,1.3816293075022026,1.202064562771451,0.8894304816147113,0.9329475041937091,0.49601938386985117,1.202064562771451,0.9330020072604254,2889
avax,5,0.22760354006767436,0.6905623649042294,1.0980421277176058,1.1359993335607477,0.743620239520994,0.9281280174378562,0.5111231687466088,1.1359993335607477,0.9994387382072302,1843
link,5,-0.8077714849017528,0.3595220083174454,0.558706349927831,1.0675959833421442,0.3680971889613182,0.987362784159851,0.4897888542748356,1.0675959833421442,1.010912981475538,2889
ada,5,0.4163506327769446,0.819946858581632,1.34095740338521,1.1913181854504038,0.9828425929199741,0.876543074882196,0.4980962270681897,1.1913181854504038,1.0506825649817344,2889
trx,5,0.16690878939066978,0.5993939749122289,1.019707665713259,1.164166341276312,0.687659296406595,0.9227364918646215,0.48613998613998616,1.164166341276312,1.05861645816048,2886
sui,5,-0.6734084033307262,0.09097659348217219,0.14452286190951738,1.0159495193598918,0.09576301972925313,0.8535435400480513,0.4966216216216216,1.0159495193598918,0.8984498510753263,888
sol,5,-0.9321919647337528,0.19963715207446206,0.28779002696028694,1.0369464678122438,0.21212300167229145,0.973705233895016,0.48953140578265203,1.0369464678122438,1.0346034032823344,2006
bnb,5,0.17874057583995318,0.5859035627890503,0.9509099643108245,1.1300300071281313,0.5317932066106111,0.8984058316699475,0.490134994807892,1.1300300071281313,0.8154347377359266,2889
btc,5,0.3410777871463606,0.7993080944195781,1.21119279691129,1.166038707511085,0.6099978940487508,0.7360527453252738,0.4928217821782178,1.166038707511085,0.5617241057508063,4040
xrp,6,0.7068287769310917,0.5280164108897323,0.7884846634749287,1.1244154379330342,0.5086715226960292,0.9964120112376228,0.47195290858725764,1.1244154379330342,0.9599065569473393,2888
eth,6,-0.4841959508865713,0.27601326631986806,0.41781862912712653,1.052317479946116,0.207388207252917,0.9573814546506338,0.47645429362880887,1.052317479946116,0.7193481175179759,2888
algo,6,-0.3538341478714414,0.4219259244755745,0.6450986432146947,1.079733376621781,0.4015183994965329,0.9888627087145477,0.4954327968682036,1.079733376621781,0.941033838151504,2299
vet,6,1.743558924081916,0.5628272375008427,0.8806578673713805,1.1087048901578989,0.6253168502859728,0.8351264744332422,0.48988163421153114,1.1087048901578989,0.9278489415364196,2619
atom,6,-0.9527322121857915,0.11567517847819796,0.17311318180318333,1.0213081559255683,0.10799595849543055,0.9929835305087757,0.48623853211009177,1.0213081559255683,0.9270632607468483,2398
pol,6,0.5900145595855752,0.5857422674330685,0.9163138617181139,1.1036403412361355,0.7349881119299021,0.5587647884008846,0.5162659123055162,1.1036403412361355,0.7011368304347365,707
tao,6,-0.7102428236635223,0.15884144177932055,0.22604989510398907,1.0272991014818986,0.17857497296025734,0.8689912075604302,0.5179704016913319,1.0272991014818986,0.9769495898205073,946
ltc,6,-0.9129649644702857,0.2255645914839172,0.34430856818160216,1.0465905396676802,0.18987495731421053,0.9952174655396501,0.46866485013623976,1.0465905396676802,0.837750608570899,4037
xlm,6,0.49402724566362477,0.8862999768147121,1.3828758137935706,1.2013611468326821,0.9114509139651285,0.9070738505906192,0.4941135734072022,1.2013611468326821,0.9328142973962048,2888
avax,6,0.2449835734582324,0.704483249146224,1.12017863390701,1.1389690850770875,0.7625887861576881,0.9227540587061651,0.509771986970684,1.1389690850770875,0.9988624973036896,1842
link,6,-0.7579220959485837,0.37915088601068725,0.591064131247851,1.0714287265755775,0.3888500499231332,0.9856264701575792,0.485803324099723,1.0714287265755775,1.0108400540979696,2888
ada,6,0.25180826840723225,0.7022242987957982,1.1494982234260813,1.1617397412335975,0.815009856542814,0.9055532191855071,0.49445983379501385,1.1617397412335975,1.0509958150492296,2888
trx,6,2.6497265779137793,0.5601243708245712,0.944712581220083,1.1526753823050917,0.6771951679954347,0.8746776971922222,0.48942807625649914,1.1526753823050917,1.057492837206795,2885
