asset,rsi_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
xrp,5,0.5346897635093601,0.9094877123935359,1.2283232244085045,1.3680006028035896,0.8657375492411455,0.7666406978907235,0.48179059180576633,1.3680006028035896,0.7297620736334356,1318
eth,5,0.31425129389293227,0.7962130629278287,0.9133887265149072,1.2234521158469431,0.7071621315435612,0.5575905381987053,0.4933422103861518,1.2234521158469431,0.4952278879615156,1502
algo,5,1.182477430806534,0.44416404467765586,0.5426209691576108,1.1291809620830142,0.32738119555096173,0.8930730764806294,0.4914914914914915,1.1291809620830142,0.6582597916154832,999
vet,5,0.28104466536748096,0.694507192877282,0.867866223941457,1.2015313699446928,0.6073072386053665,0.7372486686336177,0.4889253486464315,1.2015313699446928,0.6446822404508622,1219
atom,5,0.5530251992116249,0.38618545672245186,0.4494364744311888,1.1063919626592364,0.3021223548660204,0.8218361099542876,0.47989276139410186,1.1063919626592364,0.642942546207188,1119
pol,5,-0.23250355304600312,0.04831322198707077,0.049480837201002596,1.012733843208503,0.04368668243263392,0.5357225169416723,0.5017421602787456,1.012733843208503,0.48442100334159816,287
tao,5,0.6134617660546198,1.0246727888377887,1.3192789730734213,1.2858862003008698,1.2091142709558773,0.5936458216583608,0.5044444444444445,1.2858862003008698,0.7005022897842182,450
ltc,5,0.3010654794667349,0.711755282206461,0.8736968695350059,1.2367441153151855,0.5884850093586518,0.7759842859552263,0.4781040700669758,1.2367441153151855,0.6415900678206203,1941
xlm,5,0.6872690575582414,1.0585413461460227,1.4963472167880212,1.4152721553190204,1.1833772958580357,0.627171350062287,0.4987951807228916,1.4152721553190204,0.7011349523365344,1245
avax,5,0.5853453549339398,0.9632972577522729,1.2164027754891897,1.3130262752330486,0.8563959172578924,0.8478234592558962,0.5153664302600472,1.3130262752330486,0.7537367548999435,846
link,5,0.621496520108104,1.0093432069338655,1.3884867425577212,1.2930013676532095,1.0543044520270468,0.6970342701687688,0.49696151249155973,1.2930013676532095,0.7280836976024824,1481
ada,5,0.6323228262744087,0.9268145398466552,1.4547456666644039,1.3770463062981977,1.2031411539980643,0.6341142469053674,0.4954682779456193,1.3770463062981977,0.8231732606553266,1324
trx,5,0.5468875062429259,0.8344058786142914,1.3586676702153193,1.3902859039314677,1.1236535704961703,0.6517307451349027,0.5103359173126615,1.3902859039314677,0.8776539062609859,1548
sui,5,0.38318498952115676,0.44636280790426786,0.642596898780208,1.1194533383932572,0.40765005188953174,0.6758779216072353,0.46,1.1194533383932572,0.6172594690578922,400
sol,5,0.9446629616611923,1.2520797590784762,1.5866003970126572,1.367458782544309,1.3606818098602933,0.6931087423171733,0.5028846153846154,1.367458782544309,0.75322714155226,1040
bnb,5,0.6548947443484421,1.0807692716337187,1.4583374914616127,1.373834057976063,0.9070663517257448,0.7597053731534773,0.5155951623169955,1.373834057976063,0.6376043428502589,1571
btc,5,0.479819153548229,1.2041131117247226,1.404086606884695,1.3588693280782387,0.8692057313812684,0.5356549246959437,0.5248419150858176,1.3588693280782387,0.3866699283104871,2214
xrp,6,0.5518165086999904,0.9271542299512908,1.225635665533444,1.3785304914802374,0.8486166379008384,0.7911988140989158,0.48967100229533284,1.3785304914802374,0.7241777644341076,1307
eth,6,0.34375989132234874,0.8423720094718268,0.9591463652502246,1.2407948566415998,0.8104949068957725,0.5126642381466026,0.49314128943758573,1.2407948566415998,0.49326396092618463,1458
algo,6,1.6979143407502875,0.48099833823543175,0.5785149396913212,1.14050914340751,0.36615704628550555,0.8705148874121206,0.4934934934934935,1.14050914340751,0.6626741395650456,999
