asset,max_pivot_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
bnb,11,0.24791595085632423,0.6530385866897302,0.9351226300010883,1.1607571308766707,0.5541867869356727,0.9136344843224362,0.5030181086519114,1.1607571308766707,0.7753357452686703,2485
btc,11,0.19216311156356958,0.5964731762378697,0.7362098143387946,1.1325591878048282,0.4557590515572793,0.6907685926372372,0.520639534883721,1.1325591878048282,0.527809214509177,3440
xrp,12,-0.8571591400321422,0.23406452512754933,0.28641912912671225,1.0582227159289095,0.20487833308112416,0.9894301312590783,0.5,1.0582227159289095,0.8660551866291275,2338
eth,12,0.17838233008967408,0.5772846770606342,0.7435810894411022,1.124192666468177,0.46852150676908016,0.8065949072225428,0.508552357113058,1.124192666468177,0.654628602318643,2397
algo,12,1.3392366823166362,0.5243792225975219,0.7670389706378093,1.1132657084021382,0.5936176353942415,0.7537615138388805,0.49279231179925254,1.1132657084021382,0.8532872932680048,1873
vet,12,-0.8641618914655752,0.19512961034897666,0.27058644124804226,1.0394964089447551,0.16630568953051836,0.991982591350215,0.4986449864498645,1.0394964089447551,0.8454501014055508,2214
atom,12,-0.968407001532291,0.00021247749501182177,0.0002775477256116808,1.0000442102466411,0.00018418667945904323,0.9775308506992674,0.47634069400630913,1.0000442102466411,0.8473752076616601,1902
pol,12,-0.33423761868997215,0.08279140114619617,0.11764046818495869,1.016535332011587,0.06969857903583378,0.736658926053876,0.47889908256880737,1.016535332011587,0.6201619935064657,545
tao,12,-0.7802314664130698,0.04173911316421206,0.054142748071768776,1.0079234170183096,0.042560890315113425,0.8993755974344354,0.49815043156596794,1.0079234170183096,0.917082881083279,811
ltc,12,1.481699194145465,0.45993050061923063,0.5917807485642601,1.1099872753874176,0.3791743904576171,0.9594505903831758,0.4892890406705992,1.1099872753874176,0.7909870997747227,3221
xlm,12,-0.9468703720991292,0.1357025592533522,0.1673300146794214,1.0332786395688107,0.11462717780888987,0.9968498566776584,0.49056603773584906,1.0332786395688107,0.8420333883079193,2173
avax,12,-0.4083733636071136,0.37639406361338745,0.6046626053606572,1.0784816886967323,0.36690885461372885,0.972320520114708,0.48753117206982544,1.0784816886967323,0.9478178399730313,1604
link,12,-0.972252083584137,0.14342281686433286,0.20182054226706733,1.0293422087910877,0.13669137260421324,0.9962805624868258,0.47849686847599165,1.0293422087910877,0.9495208681756727,2395
ada,12,0.23481518948364077,0.6679038473845348,0.9845660183197342,1.1759361771471408,0.6745297934864812,0.9750141308578244,0.4976505766766339,1.1759361771471408,0.9846867672784687,2341
trx,12,0.2703239040841199,0.660242462630941,1.0516623273270354,1.2008998873603474,0.6967838834445907,0.9615886578355515,0.5059476605868358,1.2008998873603474,1.0148082215327787,2522
sui,12,0.6147821026782683,0.990073069705567,1.460951853706573,1.205795850651436,1.1950699582701831,0.7007474663765768,0.5127226463104325,1.205795850651436,0.8458388284913507,786
sol,12,0.5180859942970899,0.9207298848565867,1.237557455502915,1.201442169907626,1.0155008287729161,0.8461854366486339,0.5029411764705882,1.201442169907626,0.9332835029527742,1700
bnb,12,0.3008549688937028,0.7036170139321596,1.0110676494877173,1.1787772029135815,0.6136775295392526,0.866551592194588,0.5054945054945055,1.1787772029135815,0.7557850787950864,2366
btc,12,0.17728057196598224,0.5730006145005586,0.6964814952986764,1.1290262078371827,0.434758506842451,0.6907685926372371,0.5199639747823477,1.1290262078371827,0.5241137868070013,3331
xrp,13,-0.9253468584882092,0.19136063288439598,0.2463842325152558,1.0451757043157284,0.17235230457656042,0.9940572462585929,0.4976507439310885,1.0451757043157284,0.895315063977657,2554
eth,13,0.15272901430422792,0.5473206082421811,0.7293165549665396,1.113343446116983,0.4638963557563267,0.7960825728858386,0.5056398288603656,1.113343446116983,0.6747412739106131,2571
algo,13,0.8902188508209596,0.5140256997246645,0.7525258963773808,1.1074487354488374,0.5981858032694327,0.7635675195402956,0.4957307885484681,1.1074487354488374,0.8885844623553235,1991
vet,13,-0.96925647620617,0.04495054945468027,0.06259354491098242,1.0087964248038834,0.03881656887699312,0.9977704913105035,0.49717759444203213,1.0087964248038834,0.8616140952500156,2303
atom,13,-0.9708104816760293,0.006223127054185352,0.008373689257736116,1.0012483607297211,0.005482389524316567,0.9792402216615139,0.4791359842906235,1.0012483607297211,0.862681460025132,2037
pol,13,-0.29443592151753895,0.11794966636801742,0.16925479715728142,1.0234403952431546,0.10211562865687189,0.7209154386287643,0.48007246376811596,1.0234403952431546,0.6241368499875835,552
tao,13,-0.8087711299335206,0.009864031289096627,0.013013364127261434,1.0018355599116675,0.009992206492176865,0.9124429212423347,0.49760765550239233,1.0018355599116675,0.9242993877621275,836
ltc,13,0.47612777259579664,0.42584862278279645,0.5676959322209886,1.097214062752835,0.35653845599860545,0.9614549154621266,0.4909248055315471,1.097214062752835,0.8049706696972901,3471
xlm,13,-0.9836365367023684,0.03849203006104104,0.049670764112105886,1.008809405518712,0.03336032322112367,0.9990979192082824,0.4893171344784248,1.008809405518712,0.8658994981944315,2387
avax,13,-0.5267119441596528,0.35230759716036947,0.5812497760363263,1.0713624984631598,0.3453435448230837,0.9796639216992238,0.4860368389780155,1.0713624984631598,0.9602989381489018,1683
link,13,-0.9814993910930826,0.12549739252721243,0.18151307329671287,1.0246012140459606,0.12205901217083835,0.9976250785673555,0.4811796662786185,1.0246012140459606,0.9702921244390191,2577
ada,13,0.20090834752901254,0.6457130854745029,0.9702822290648805,1.1639172090976622,0.670604523966094,0.9648939308594852,0.4989816700610998,1.1639172090976622,1.0020893950233392,2455
trx,13,0.28664777769173666,0.6753341654519093,1.0968070415504017,1.1999293464613763,0.72379587250798,0.953948314178826,0.5071969696969697,1.1999293464613763,1.0224032600609603,2640
sui,13,0.7391561171917456,1.0759152902066311,1.604722340428404,1.2234512722705642,1.4813966074144393,0.619330103620895,0.5156838143036386,1.2234512722705642,0.8527376855081452,797
