asset,bbpct_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
eth,93,0.20203849668439755,0.6255925845943894,0.6161357101905228,1.1668671479381336,0.4713177392931309,0.663052038474495,0.5167095115681234,1.1668671479381336,0.49953946946177374,1556
algo,93,2.540726262301828,0.5363492716173869,0.5862422526951389,1.168080882070074,0.49015723186385235,0.7392830574710876,0.49236192714453586,1.168080882070074,0.6756137393850555,851
vet,93,0.26727337806286844,0.6806310720630633,0.7844117977030511,1.196897034688008,0.5171261716277745,0.8979180293102618,0.5065847234416154,1.196897034688008,0.6822152734304625,1139
atom,93,1.5305960234549096,0.4781250898793885,0.5222081001938162,1.1373398214918522,0.47965423755813835,0.6607652597385787,0.48446601941747575,1.1373398214918522,0.6628785302707373,1030
tao,93,0.6927235568060732,1.078942644311692,1.49598676202591,1.2982102552404515,1.716897522706928,0.45507718599998415,0.47706422018348627,1.2982102552404515,0.7241542424919666,436
ltc,93,0.19300516756399166,0.586809750877497,0.6320220175651705,1.1844389035622358,0.4596823195878876,0.8532191196068403,0.49581151832460735,1.1844389035622358,0.6683763237252097,1910
xlm,93,0.3258019097754903,0.3403494565435389,0.43121233722193536,1.1163082084188032,0.26895322578344744,0.8531641758774643,0.49027552674230146,1.1163082084188032,0.6741931059783165,1234
avax,93,0.5445407643191611,0.9193039644670028,1.1271283990498633,1.2951185098321594,0.921923982981583,0.7944570959906468,0.5153374233128835,1.2951185098321594,0.796721300629144,815
link,93,0.18673147356978248,0.5955882436670167,0.7073281293544884,1.1558498841340055,0.48645874703869635,0.8902003536801104,0.4919820397690827,1.1558498841340055,0.7270891480301607,1559
ada,93,0.3496443307175183,0.8018281454347395,0.8963877829299385,1.2497989789489885,0.6766587731228823,0.6817802873375876,0.5051546391752577,1.2497989789489885,0.575350984367218,1164
trx,93,2.7118818219504743,0.47176504557742277,0.5497057770161319,1.1468053356856776,0.3773275663429029,0.7641964084903504,0.5185406698564593,1.1468053356856776,0.6112202964734665,1672
sui,93,0.7004318253574406,1.1197264575414037,1.8673988649601097,1.29756622451355,1.3603234295888074,0.5454416702244089,0.48847926267281105,1.29756622451355,0.6626413786001654,434
sol,93,0.7771244945721416,1.106411936687617,1.3925756146757573,1.3177906482935402,1.074185816064782,0.8324386044498187,0.4881740775780511,1.3177906482935402,0.8081924209185591,1057
bnb,93,0.4864546863518431,0.9612246894179809,1.1904176244727946,1.288894353837876,0.7768184890929241,0.7140669412385335,0.5251362810417929,1.288894353837876,0.5770767319137351,1651
btc,93,0.4139300267063881,1.0249778758724777,1.0884188397075476,1.2892433612886254,0.7308556470597888,0.5979260592396141,0.5357142857142857,1.2892433612886254,0.4263483604926578,2352
xrp,94,-0.7433194934246803,0.09860384539873027,0.09839478142998001,1.0301955091198083,0.0656243252848163,0.9112428935220871,0.48286604361370716,1.0301955091198083,0.6064641781074059,1284
