total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,omega_ratio,calmar_ratio,num_trades,avg_return,std_return,asset,fast_period,slow_period,adosc_combination,period_ratio
10.0,0.8890485174043414,0.7545211759457305,1.1782949846172202,1.5944405683970526,0.6843054144453428,0.2336842105263158,1.363320058514724,1.2991984260784364,950,0.0036427791042005883,0.047530366440105075,tao,2,6,2-6,3.0
10.0,0.16129373425848503,0.658954742102165,0.24477209731268296,0.31878026863065817,0.7936328023698169,0.2739420935412027,1.2227910747237711,0.20323471229623571,4041,0.001925944637307144,0.041510246972596004,ltc,2,6,2-6,3.0
10.0,0.2323775008939355,0.7477504435808495,0.3107687904284205,0.44113170594699963,0.8815118966247538,0.2676348547717842,1.252411301263228,0.263612438792593,2892,0.0022810765172894213,0.04710385039174195,xlm,2,6,2-6,3.0
10.0,0.38727304636069526,0.7306455704785126,0.5300422831648227,0.7291990893116828,0.6285813689894049,0.23456121343445288,1.4236177849491436,0.6161064668259727,1846,0.003595757458820436,0.046026344667072866,avax,2,6,2-6,3.0
10.0,0.2323775008939355,0.7435263693346047,0.3125343101171978,0.42156625331220704,0.8754829518910563,0.2641770401106501,1.233933253081564,0.26542778519215776,2892,0.0025011020547797895,0.04683775872566965,link,2,6,2-6,3.0
10.0,0.23246657343195953,0.801418024503244,0.29006906049567965,0.4283397475281485,0.6397341588719507,0.2608094085091664,1.3487240456894576,0.3633799605790474,2891,0.003291494981922942,0.05048459021524409,ada,2,6,2-6,3.0
10.0,0.23255571405645825,0.7579450043737556,0.3068239947680704,0.39410453670167883,0.7056632740985337,0.30311418685121105,1.3337152826117036,0.3295562098701283,2890,0.0026979127014927756,0.04774604735801716,trx,2,6,2-6,3.0
2.680253970960067,0.4455936892080339,0.6644984865849792,0.6705714131841732,1.0918415695104717,0.6389755423581983,0.2356902356902357,1.2401759543651125,0.6973564082962067,891,0.0022933367539201945,0.04185947004958678,sui,2,6,2-6,3.0
10.0,0.35091384893110167,0.7521719400856322,0.46653408646319794,0.5508746099040002,0.8076615927687821,0.24440019910403185,1.3165770808924653,0.43448128779792244,2009,0.0031348313417446615,0.04738237849113233,sol,2,6,2-6,3.0
10.0,0.2323775008939355,0.6587049256298727,0.3527793581803406,0.5342126580391677,0.5595206086730529,0.3278008298755187,1.4054821619036415,0.41531535620294135,2892,0.0033419732981944186,0.04149451001404617,bnb,2,6,2-6,3.0
10.0,0.16116491820061807,0.4274204098645777,0.3770641609081816,0.438098192842463,0.7382202217238287,0.3241839762611276,1.2635291516136828,0.2183155018759572,4044,0.001664375738991802,0.026924954994642168,btc,2,6,2-6,3.0
10.0,0.23246657343195953,0.7633304448563467,0.30454251497293294,0.45752536843309205,0.7932052954894298,0.27187824282255274,1.2387953232864528,0.2930723921712111,2891,0.0021434880564784433,0.04808529822033801,xrp,2,7,2-7,3.5
10.0,0.23246657343195953,0.5357890611707354,0.4338770428123417,0.5307870054169668,0.6419621033276839,0.3043929436181252,1.2502201645947824,0.36211884194867966,2891,0.002049049321875412,0.03375153835825093,eth,2,7,2-7,3.5
6.266264182816445,0.24247528244567107,0.6806406979359021,0.3562456420560759,0.4564117068318175,0.8639447480243438,0.25065160729800173,1.1818998502933282,0.28066063599571617,2302,0.0017392763686520218,0.042876333783995975,algo,2,7,2-7,3.5
9.48226848983801,0.25314417742207973,0.6722871396262802,0.3765417520299449,0.4898976389403689,0.7458136152727335,0.2652439024390244,1.1773972240005388,0.33942016106733114,2624,0.0017623956732327002,0.042350109073287956,vet,2,7,2-7,3.5
-0.6478544122047287,-0.10375724280701693,0.6532043021230622,-0.15884347740788346,-0.19263637435353959,0.9095497222703068,0.25780924614743855,1.0377268279211014,-0.11407539386415377,2401,0.0003985275878172105,0.04114800330321721,atom,2,7,2-7,3.5
-0.2741396004040647,-0.10749090422530005,0.5256663853818057,-0.20448502551143063,-0.2325911494744577,0.6657421314221788,0.24225352112676057,1.0109781006581704,-0.16146026990311502,710,9.639906015380813e-05,0.03311386972158325,pol,2,7,2-7,3.5
10.0,0.8903150885773186,0.7525202714816606,1.1831111032056978,1.5909506392649264,0.6154664785304591,0.23076923076923078,1.3736521841746017,1.446569585240632,949,0.0036841567078950937,0.047404321306554406,tao,2,7,2-7,3.5
10.0,0.161336718637501,0.66366959501958,0.24309795092050454,0.31877403725105363,0.7945563358769793,0.2747524752475248,1.2190838749987039,0.20305258589301672,4040,0.0019188021976468451,0.04180725478897047,ltc,2,7,2-7,3.5
10.0,0.23246657343195953,0.745962755185746,0.31163294925371304,0.4415725274530707,0.8881967487685875,0.2698028363887928,1.2426333806117984,0.26172869215548866,2891,0.0022021297407226943,0.0469912366080486,xlm,2,7,2-7,3.5
10.0,0.3875191982425341,0.7307669617367725,0.5302910757234278,0.7282253094896736,0.6235004252751268,0.22981029810298104,1.4297686969230454,0.6215219469522202,1845,0.0035986177657578457,0.04603399159756555,avax,2,7,2-7,3.5
10.0,0.23246657343195953,0.7428045736744392,0.312957918772652,0.4193211294500946,0.8885620060926663,0.2611553095814597,1.2243250898431388,0.26162110447891024,2891,0.002396507710870109,0.04679228987295052,link,2,7,2-7,3.5
10.0,0.23255571405645825,0.8044368852286075,0.28909131135921223,0.4271047336004436,0.6375612354233725,0.26089965397923875,1.3455078644198255,0.3647582398920939,2890,0.0032967611472998213,0.05067476056576913,ada,2,7,2-7,3.5
10.0,0.23264492284529492,0.7575210871216012,0.30711346099854453,0.39361387707919754,0.7120528450890693,0.30564209068881965,1.290221248586342,0.32672423746329365,2889,0.0024085388776959493,0.047719343081215476,trx,2,7,2-7,3.5
2.391123508876923,0.413073353326904,0.6623805156021194,0.6236194205552841,1.0132921888156792,0.6007255388872744,0.2348314606741573,1.2302297117618242,0.6876240921803339,890,0.00219757216558113,0.041726050418522544,sui,2,7,2-7,3.5
10.0,0.35111621947000105,0.7498440372664458,0.46825233251169696,0.5535836217279265,0.7960634765945795,0.24651394422310757,1.3326493578664362,0.4410656056876455,2008,0.0032752187868871517,0.047235734397420584,sol,2,7,2-7,3.5
10.0,0.23246657343195953,0.6620519689790196,0.3511304011231275,0.5323594382257839,0.601027174037763,0.3324109304738845,1.3904851012927468,0.3867821347747473,2891,0.0032861312346762653,0.041705353926646066,bnb,2,7,2-7,3.5
10.0,0.1612078340582339,0.42769126446384137,0.3769257112611965,0.43702437683241196,0.7359330801874793,0.32624288894385356,1.2561081294288767,0.219052300267799,4043,0.0016291351969501477,0.026942017230620972,btc,2,7,2-7,3.5
10.0,0.23255571405645825,0.7647586569266442,0.3040903322245949,0.4573701819455724,0.7345498455239607,0.2795847750865052,1.2541279982095628,0.3165962330174806,2890,0.0022849900938593224,0.04817526712408725,xrp,2,8,2-8,4.0
10.0,0.23255571405645825,0.5397496153261239,0.4308585081917011,0.5275166922668693,0.6439352143602255,0.30934256055363324,1.2540071347073538,0.3611476882616388,2890,0.002104321508066389,0.034001029818945254,eth,2,8,2-8,4.0
3.3791783260765627,0.175557244533169,0.6852078016487232,0.2562102242717454,0.32364275746812426,0.8809447159665464,0.2481529769665363,1.1575993714014614,0.19928293041698172,2301,0.0015330395137763263,0.04316403427532846,algo,2,8,2-8,4.0
10.0,0.2590701455896345,0.6724927915006951,0.3852385465894867,0.501552135801458,0.7514359063095132,0.26991993900114375,1.1811539793727746,0.344766790373369,2623,0.0018109521744269319,0.04236306392367739,vet,2,8,2-8,4.0
-0.7738793491706544,-0.14452814898411215,0.6546492808533995,-0.22077187466807502,-0.2684947828881999,0.9215594903203858,0.2579166666666667,1.0203264912384926,-0.1568299719140932,2400,0.0002178529788434128,0.041239028407270784,atom,2,8,2-8,4.0
-0.43102590554649534,-0.18162476245992576,0.5341320491795253,-0.3400371925611236,-0.38930516699647916,0.6944033554583484,0.23695345557122707,0.97493105046336,-0.2615551336730543,709,-0.00022927448037847188,0.033647156414246315,pol,2,8,2-8,4.0
10.0,0.8915851837429785,0.7514572287570397,1.186474957753377,1.5939683197448502,0.6531878930813387,0.2320675105485232,1.416841482686609,1.3649750602954809,948,0.004021273719283771,0.0473373559093548,tao,2,8,2-8,4.0
10.0,0.16137972589339578,0.6698723121241973,0.2409111751188117,0.31672487057155785,0.8087429118335017,0.27135429561772717,1.2173795801331975,0.1995439138100533,4039,0.0019233208475715553,0.04219798923924913,ltc,2,8,2-8,4.0
10.0,0.23255571405645825,0.741182539233745,0.31376307690259514,0.46110347710221367,0.8964691368915719,0.27162629757785467,1.2352209038717494,0.2594129619038808,2890,0.002143168188448639,0.04669011130752055,xlm,2,8,2-8,4.0
10.0,0.387765660847621,0.7379790276639766,0.5254426566498337,0.6934248145970248,0.6415201451745907,0.23101952277657267,1.3831230392513632,0.6044481436231282,1844,0.00331614572808593,0.04648830904714614,avax,2,8,2-8,4.0
10.0,0.23255571405645825,0.7531318812901773,0.30878484875460466,0.39496812676019316,0.9233220991747311,0.26332179930795846,1.198224119728198,0.25186845875812724,2890,0.0021701086088253747,0.04744284910304829,link,2,8,2-8,4.0
10.0,0.23264492284529492,0.8062531551451081,0.2885507130864175,0.4275210285832436,0.6375612354233725,0.26237452405676703,1.354972223704364,0.3648981618068531,2889,0.003399509769191424,0.05078917481607458,ada,2,8,2-8,4.0
10.0,0.23273419987645227,0.7583332652969479,0.30690226913007473,0.3928978306475836,0.765916359711422,0.3092105263157895,1.2855074075895978,0.30386372731892114,2888,0.0023896893512148206,0.047770505497221234,trx,2,8,2-8,4.0
2.1017945246240872,0.37833528220503143,0.6722225804519499,0.5628125165784648,0.9144582240472858,0.6437181276022015,0.23847019122609675,1.2171538250676384,0.5877343917815396,889,0.0021235879160692466,0.042346042227570685,sui,2,8,2-8,4.0
10.0,0.35131882203459686,0.7379167633190197,0.4760954615726937,0.5536708477054182,0.8224728548472416,0.24663677130044842,1.3005177150261467,0.4271494432480054,2007,0.0029743705263315127,0.046484386762091316,sol,2,8,2-8,4.0
10.0,0.23255571405645825,0.6641057357802375,0.35017874643596575,0.5338613441060424,0.5985531226505485,0.3387543252595156,1.3988130839185624,0.38852978166188695,2890,0.003387183549147342,0.04183472907443042,bnb,2,8,2-8,4.0
10.0,0.16125077273812938,0.4269203814942056,0.3777068974166978,0.4348476306219699,0.7750864336722867,0.3285502226620485,1.2390054239040662,0.20804231080930982,4042,0.0015376592050884306,0.026893456168059274,btc,2,8,2-8,4.0
10.0,0.23264492284529492,0.7618623814576799,0.3053634468736634,0.4592251680354579,0.7096693761172678,0.2824506749740395,1.2568080588699053,0.32782156124326267,2889,0.002304219556157926,0.04799281891886781,xrp,2,9,2-9,4.5
10.0,0.23264492284529492,0.5391714488922207,0.43148598339783417,0.5287383966174749,0.6737215000951027,0.31118033921772237,1.2452073901191392,0.3453131936749157,2889,0.002049601388249521,0.03396460875702828,eth,2,9,2-9,4.5
4.842354158947952,0.21336473272270595,0.6833388776514683,0.31223853888718883,0.3925353924098384,0.8500547850614243,0.24695652173913044,1.1723932672531032,0.2510011548341421,2300,0.0016536788008832688,0.043046303129709,algo,2,9,2-9,4.5
8.810580890228032,0.24540791352488123,0.6751397064593907,0.363492046426753,0.4726591045250192,0.7620144362259296,0.2711670480549199,1.1729439820522525,0.3220515279740977,2622,0.0017462064781879052,0.04252980389325466,vet,2,9,2-9,4.5
-0.6655629229419427,-0.10868299132249104,0.6596028195642469,-0.16477035588521322,-0.20121662018604128,0.8930832481704671,0.259691538140892,1.0366277448374832,-0.12169413270838352,2399,0.00039278131907101633,0.04155107201533349,atom,2,9,2-9,4.5
-0.3915060847589549,-0.16206593179832518,0.5305277713350931,-0.30548058095145547,-0.3463058489293685,0.6516066617856197,0.23022598870056496,0.9839384430286132,-0.2487174261758013,708,-0.0001434122465434547,0.03342010825157138,pol,2,9,2-9,4.5
10.0,0.892858817341371,0.7443493111399374,1.19951587779936,1.6096343701845546,0.5717658621407196,0.23020063357972545,1.4693614874698107,1.5615811933900068,947,0.004338479100764002,0.04688959918663129,tao,2,9,2-9,4.5
10.0,0.16142275604440837,0.669782094620302,0.24100787008335683,0.315651031734199,0.8461129021567195,0.2731550272412085,1.1993263438933033,0.19078157966028647,4038,0.0017888666215977542,0.04219230607069647,ltc,2,9,2-9,4.5
10.0,0.23264492284529492,0.7470152827342313,0.311432614864004,0.4436477230198773,0.8870214658955681,0.27379716164762896,1.2368185744846847,0.2622765421019529,2889,0.0021740156020493614,0.04705753961141377,xlm,2,9,2-9,4.5
10.0,0.38801243476078295,0.7342868683875275,0.5284207732229325,0.6959190211952023,0.7008767599323846,0.22300596852957136,1.3588520105345996,0.5536100737570689,1843,0.003087760093867344,0.04625572487461461,avax,2,9,2-9,4.5
10.0,0.23264492284529492,0.7548108559870077,0.30821618555165475,0.4033155115688489,0.9308344453102739,0.26583592938733125,1.1974514480811154,0.24993157915180897,2889,0.0021842757091522402,0.04754861456746218,link,2,9,2-9,4.5
10.0,0.23273419987645227,0.8110076947169403,0.2869691636621052,0.4268924011470297,0.6375612354233725,0.2631578947368421,1.3537887137394276,0.36503819075810834,2888,0.0034155937724337773,0.0510886826566861,ada,2,9,2-9,4.5
10.0,0.23282354522803073,0.7605681115227588,0.306117942233848,0.3923596452197213,0.8144584620187337,0.30931763075857294,1.2628696538169655,0.28586300724403974,2887,0.0022419540815552044,0.04791128757655378,trx,2,9,2-9,4.5
0.7856556290653722,0.1788433721563778,0.6472045739806748,0.2763320584346148,0.41921058358485047,0.6454542377488034,0.2376126126126126,1.1450063807069983,0.27708141289790356,888,0.001454431899692381,0.040770055955627854,sui,2,9,2-9,4.5
10.0,0.35152165702187643,0.7471962014037737,0.47045428812601703,0.5560205551643552,0.7887896728620468,0.2497507477567298,1.360849082900894,0.44564688042430145,2006,0.0035196164626905336,0.04706893641634562,sol,2,9,2-9,4.5
10.0,0.23264492284529492,0.6764298816892711,0.3439305819315713,0.5003932095310014,0.7357921710076886,0.3409484250605746,1.3285161684600713,0.3161829277507547,2889,0.0029497237515040426,0.04261107729339654,bnb,2,9,2-9,4.5
10.0,0.16129373425848503,0.42778759846836945,0.3770416319593497,0.4289297287249608,0.7773069596951879,0.3303637713437268,1.219271533736512,0.2075032678489519,4041,0.0014317749973130724,0.026948085702496693,btc,2,9,2-9,4.5
10.0,0.23273419987645227,0.7692618637547505,0.30254223021076554,0.4424239061979649,0.7765423582059847,0.2835872576177285,1.2334807032075794,0.2997057371269855,2888,0.0021500563288447843,0.0484589424900267,xrp,2,10,2-10,5.0
10.0,0.23273419987645227,0.5442090489126565,0.42765588029353996,0.5216581268338217,0.6693827662105699,0.3137119113573407,1.231824525666674,0.3476847801056777,2888,0.0019720460192650057,0.03428194772985416,eth,2,10,2-10,5.0
5.859259754687329,0.2349994203462158,0.681399841647313,0.3448774214242474,0.43090177432288845,0.8368075086282541,0.24445411048281862,1.1819635247267353,0.2808285273771517,2299,0.0017184504845328711,0.04292415534279959,algo,2,10,2-10,5.0
10.0,0.25929149763313997,0.6755718313249564,0.3838104041795347,0.4986099400943264,0.7299236381492054,0.27088897367417014,1.1835859598583371,0.355230991409731,2621,0.001842160246397968,0.04255702520110261,vet,2,10,2-10,5.0
-0.22787561195651274,-0.026810694418391567,0.674752862535518,-0.039734095113942984,-0.04952528218722516,0.8282865969233597,0.26313594662218515,1.0720112381787545,-0.03236886183837685,2398,0.0007773880734673995,0.04250543501661743,atom,2,10,2-10,5.0
-0.11550250385662741,-0.042804229161241714,0.5334821777320254,-0.08023553728301454,-0.09245429590118323,0.5499945858545143,0.2376237623762376,1.0445497394343726,-0.0778266373199615,707,0.00038923672893231436,0.03360621836104998,pol,2,10,2-10,5.0
10.0,0.8941360038902952,0.7418792683942991,1.2052311501109014,1.603376167850604,0.5620189294062057,0.22832980972515857,1.5036818164566885,1.5909357445219574,946,0.004545461531921881,0.046734001119187046,tao,2,10,2-10,5.0
10.0,0.16146580910879638,0.6758405815485077,0.2389110886754399,0.30641960576840876,0.8318600686286232,0.27520435967302453,1.2072499016160554,0.19410212750683362,4037,0.0018657690943631065,0.04257395487387189,ltc,2,10,2-10,5.0
10.0,0.23273419987645227,0.7487731920734596,0.31082068954949915,0.44486301195301736,0.8735682244549741,0.27493074792243766,1.2353643166520167,0.2664178862751755,2888,0.0021770907953538063,0.04716827749091367,xlm,2,10,2-10,5.0
10.0,0.3882595205683059,0.7318212915929126,0.5305387053213553,0.7001332372028878,0.7086999204563164,0.22095548317046687,1.3535298454318594,0.5478475577058258,1842,0.003019956310394738,0.0461004081356412,avax,2,10,2-10,5.0
10.0,0.23273419987645227,0.7658333241609084,0.303896673772259,0.404055764222488,0.9287228181418806,0.26869806094182824,1.1994556161927004,0.2505959747409776,2888,0.0022518745742848207,0.04824296479656374,link,2,10,2-10,5.0
10.0,0.23282354522803073,0.8104974577764051,0.2872600561472219,0.42458342090498635,0.6375612354233724,0.26290266712850713,1.3349846818127307,0.36517832686835844,2887,0.0032545711634829975,0.051056540750629556,ada,2,10,2-10,5.0
10.0,0.23291295897825015,0.7648741940695348,0.3045114618641141,0.38628925835770994,0.9008181555468777,0.31323631323631324,1.227820384706592,0.2585571322514598,2886,0.001996903011795489,0.04818254527997485,trx,2,10,2-10,5.0
0.686403789521717,0.16006046507899496,0.6451017202478067,0.24811663037808984,0.3741464956286385,0.6583682013237321,0.2322435174746336,1.1393884295183736,0.24311694391857513,887,0.0013854208441107783,0.04063758862180136,sui,2,10,2-10,5.0
10.0,0.3517247248297286,0.7394326403545302,0.47566837820560615,0.5636362282617781,0.765416010349596,0.24937655860349128,1.3491462017094624,0.4595209926025481,2005,0.003398854167356797,0.046579878039570234,sol,2,10,2-10,5.0
10.0,0.23273419987645227,0.6752248814891897,0.34467657554793224,0.506804932002529,0.6742254929086758,0.34383656509695293,1.3400759649932725,0.34518748152404294,2888,0.0030426378363205856,0.04253516941579658,bnb,2,10,2-10,5.0
10.0,0.161336718637501,0.4275151266275,0.37738247979720246,0.4340133191503913,0.7435473827259927,0.33341584158415843,1.2360193457957878,0.2169824309595556,4040,0.0015372723291909231,0.026930921589872682,btc,2,10,2-10,5.0
10.0,0.23282354522803073,0.7707846454461026,0.30206043491341317,0.4426337944761126,0.7458463814115402,0.28818843089712504,1.25004918961349,0.31216018610615776,2887,0.0022998976344292565,0.04855486871994003,xrp,2,11,2-11,5.5
10.0,0.23282354522803073,0.5461701824232013,0.42628388132625455,0.5222446858211379,0.6593089851162475,0.31693799792171806,1.225069989449712,0.3531326744879413,2887,0.0019382461937324691,0.03440548752882312,eth,2,11,2-11,5.5
4.659542772274325,0.2093456167715173,0.6818724385850118,0.3070158066601739,0.38155643695940966,0.8673048916898086,0.24499564838990426,1.1724337138895575,0.24137488301679003,2298,0.001636795329156085,0.0429539261515501,algo,2,11,2-11,5.5
5.482639405405412,0.19695244698004277,0.6814479518435957,0.2890205281961825,0.3739193338679137,0.7405493661738768,0.2717557251908397,1.1558951919933522,0.26595451427852473,2620,0.0016061089749393144,0.042927186000296984,vet,2,11,2-11,5.5
-0.4907846964688165,-0.06849297474497285,0.6782564435953339,-0.1009838909629845,-0.12461040777962898,0.8697053274597623,0.26324572382144346,1.0561900995765166,-0.07875423155682777,2397,0.0006144983733642107,0.042726139878103836,atom,2,11,2-11,5.5
-0.1859590266322072,-0.070806780018137,0.5317514305685758,-0.133157667187518,-0.15250620129800088,0.5833772996193839,0.22946175637393768,1.0307976202398355,-0.12137390341436642,706,0.0002677797505131286,0.0334971915377924,pol,2,11,2-11,5.5
10.0,0.895416757985819,0.7378952876431385,1.213474015867223,1.6007753231455055,0.5810440976817026,0.2306878306878307,1.5022903324504562,1.541047850857493,945,0.004530913404796648,0.04648303392167183,tao,2,11,2-11,5.5
10.0,0.16150888510483674,0.6810412286108343,0.23714993794762956,0.30338475514144286,0.8242095535575855,0.2807234886025768,1.2051023158463343,0.1959560944273288,4036,0.0018761385670276521,0.04290156484490843,ltc,2,11,2-11,5.5
10.0,0.23282354522803073,0.7539367895766016,0.30881043138746495,0.4445498063923991,0.8577821876329996,0.2798753030827849,1.2495953936503872,0.2714250174283682,2887,0.002330060070287119,0.047493553559098144,xlm,2,11,2-11,5.5
10.0,0.3885069188579411,0.7389387120568071,0.5257633854051945,0.6921701330505482,0.714659845486996,0.22107550244432372,1.3621657975909076,0.5436249445261583,1841,0.0031043435933673607,0.0465487634814447,avax,2,11,2-11,5.5
10.0,0.23282354522803073,0.7658621721753934,0.3040018866145419,0.40421070314026936,0.9407568025051757,0.2684447523380672,1.1923062006506155,0.2474853698724648,2887,0.002180350981958282,0.04824478205066243,link,2,11,2-11,5.5
10.0,0.23291295897825015,0.8134388895216351,0.28633123148958484,0.4145039707411598,0.7126780527809735,0.2623007623007623,1.322661910926824,0.32681371072027526,2886,0.0031547110415963277,0.05124183353387597,ada,2,11,2-11,5.5
10.0,0.23300244120544966,0.7604084715206442,0.3064174715722166,0.38643095304693065,0.9270796303577101,0.31369150779896016,1.211176855804144,0.251329479772462,2885,0.0018623170024614343,0.04790123120167537,trx,2,11,2-11,5.5
0.6133527424716283,0.14573264162021204,0.6436211909274818,0.22642610851610703,0.33968021266561554,0.6616716230304951,0.2291196388261851,1.1348194531849156,0.22024919393210177,886,0.0013323403068242388,0.04054432404107948,sui,2,11,2-11,5.5
10.0,0.35192802585694594,0.7457490026803093,0.47191216426984867,0.5660194338011181,0.7467539669227938,0.2465069860279441,1.34458749176024,0.4712770757779335,2004,0.0033754863279905744,0.046977771465869976,sol,2,11,2-11,5.5
10.0,0.23282354522803073,0.678806876166746,0.34298937356497644,0.5040430123651715,0.7532131738890556,0.3477658468998961,1.3280259203369826,0.309107107123334,2887,0.00298276107116704,0.042760813870900645,bnb,2,11,2-11,5.5
10.0,0.16137972589339578,0.4306082662386167,0.374771546545205,0.43256269935480995,0.720778714324918,0.3362218370883882,1.228797755123151,0.223896353604926,4039,0.0015120179256576465,0.027125771070382627,btc,2,11,2-11,5.5
10.0,0.23291295897825015,0.7739631180639145,0.3009354755312979,0.43071839162798464,0.8226196771689781,0.29036729036729036,1.2064576865799659,0.2831356524072137,2886,0.0019604098116570577,0.04875509367460096,xrp,2,12,2-12,6.0
10.0,0.23291295897825015,0.5502319490062767,0.42329959101592124,0.5144497980438592,0.6391425031181638,0.3163548163548164,1.2057369978160055,0.3644147554605511,2886,0.0018018265717409593,0.034661354773166224,eth,2,12,2-12,6.0
