asset,willr_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
pepe,18,-0.22126401182135202,-6.609072218884767,-5.0,0.0,-22.240256210134746,0.22126401182135202,0.0,0.0,0.7445777788488942,2
bonk,19,0.0,0.21385384385587997,0.0,1.0714285296660613,1.499999122987286,0.0666666302868778,0.5,1.0714285296660613,0.4676085552627528,2
doge,19,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,19,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,19,-0.09147470013202819,-4.58257569495584,0.0,0.0,-21.0,0.09147470013202819,0.0,0.0,0.41918973752840616,1
bonk,20,-0.13333332120673713,-3.502021146049836,-3.6080252639762556,0.3571427349488171,-20.25000077956671,0.13333332120673713,0.3333333333333333,0.3571427349488171,0.7709833110014644,3
doge,20,-0.0758125549094888,-4.2713987622616765,-5.0,0.3793443676831711,-14.213782623253191,0.11163510666353713,0.16666666666666666,0.3793443676831711,0.3714841969938259,6
shib,20,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,20,-0.22126401182135202,-6.609072218884766,-5.0,0.0,-22.240256210134746,0.22126401182135202,0.0,0.0,0.7445777788488943,2
bonk,21,-0.13333332120673713,-3.502021146049836,-3.6080252639762556,0.3571427349488171,-20.25000077956671,0.13333332120673713,0.3333333333333333,0.3571427349488171,0.7709833110014644,3
doge,21,-0.0758125549094888,-4.2713987622616765,-5.0,0.3793443676831711,-14.213782623253191,0.11163510666353713,0.16666666666666666,0.3793443676831711,0.3714841969938259,6
shib,21,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,21,-0.1428571242960267,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502576,1
bonk,22,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,22,-0.07160886466951533,-3.989104191469826,-5.0,0.4167063728870152,-13.358146433577556,0.11163510666353713,0.2857142857142857,0.4167063728870152,0.37382781455756275,7
shib,22,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,22,-0.1428571242960267,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502576,1
bonk,23,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,23,-0.07511856338273415,-4.212410158307417,-5.0,0.4041562582110563,-14.069290113212901,0.11163510666353713,0.25,0.4041562582110563,0.3728570209079217,8
shib,23,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,23,-0.1428571242960267,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502576,1
bonk,24,-0.3066666149265218,-8.301633584127813,-5.0,0.0,-23.478260238101278,0.3066666149265218,0.0,0.0,0.8672990103235109,3
doge,24,-0.13097062102778767,-5.055276630973724,-4.606200616788337,0.2582698364725472,-16.915710567877117,0.1646551836880949,0.14285714285714285,0.2582698364725472,0.5509608344087732,7
shib,24,-0.18181815926872658,-6.787829488257438,-5.0,0.0,-22.04999990450284,0.18181815926872658,0.0,0.0,0.5906292138669369,2
pepe,24,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,25,-0.3066666149265218,-8.301633584127813,-5.0,0.0,-23.478260238101278,0.3066666149265218,0.0,0.0,0.8672990103235109,3
doge,25,-0.12767286720511006,-4.898616449697636,-4.247411201627479,0.2638480130977339,-16.756148033399565,0.16148525453736293,0.16666666666666666,0.2638480130977339,0.5523745037042613,6
shib,25,-0.18181815926872658,-6.787829488257438,-5.0,0.0,-22.04999990450284,0.18181815926872658,0.0,0.0,0.5906292138669369,2
pepe,25,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,26,-0.3066666149265218,-8.301633584127813,-5.0,0.0,-23.478260238101278,0.3066666149265218,0.0,0.0,0.8672990103235109,3
doge,26,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,26,-0.18181815926872658,-6.787829488257438,-5.0,0.0,-22.04999990450284,0.18181815926872658,0.0,0.0,0.5906292138669369,2
pepe,26,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,27,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,27,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,27,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,27,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,28,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,28,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,28,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,28,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,29,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,29,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,29,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,29,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,30,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,30,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,30,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,30,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,31,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,31,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,31,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,31,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,32,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,32,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,32,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,32,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,33,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,33,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,33,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,33,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,34,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,34,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,34,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,34,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,35,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,35,-0.026849044054821025,-1.7702524913193407,-2.444816402417994,0.6465587873822178,-8.210607698696998,0.0645694769270006,0.2,0.6465587873822178,0.2994796770276276,5
shib,35,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,35,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,36,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,36,-0.021369288362714234,-1.3794472699987592,-1.9385472236783596,0.7015557159552409,-6.389505233872517,0.06456947692700049,0.25,0.7015557159552409,0.2990813927768703,4
shib,36,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,36,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,37,-0.19111106826380386,-6.3847239616619005,-5.0,0.0,-21.976743783192944,0.19111106826380386,0.0,0.0,0.6578199788409775,2
doge,37,-0.06456947692700044,-7.603660040883916,-5.0,0.0,-21.409373794253195,0.06456947692700044,0.0,0.0,0.18180613806990484,3
shib,37,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,37,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,38,-0.13333332120673713,-4.582575694955839,0.0,0.0,-21.0,0.13333332120673713,0.0,0.0,0.6110100370897338,1
doge,38,-0.06456947692700044,-7.603660040883916,-5.0,0.0,-21.409373794253195,0.06456947692700044,0.0,0.0,0.18180613806990484,3
shib,38,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,38,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,39,-0.13333332120673713,-4.582575694955839,0.0,0.0,-21.0,0.13333332120673713,0.0,0.0,0.6110100370897338,1
doge,39,-0.06456947692700044,-7.603660040883916,-5.0,0.0,-21.409373794253195,0.06456947692700044,0.0,0.0,0.18180613806990484,3
shib,39,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,39,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,40,-0.025711114395592594,-4.58257569495584,0.0,0.0,-21.0,0.025711114395592594,0.0,0.0,0.11782312791947185,1
shib,40,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,40,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,41,-0.025711114395592594,-4.58257569495584,0.0,0.0,-21.0,0.025711114395592594,0.0,0.0,0.11782312791947185,1
shib,41,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,41,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,42,-0.025711114395592594,-4.58257569495584,0.0,0.0,-21.0,0.025711114395592594,0.0,0.0,0.11782312791947185,1
shib,42,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,42,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,43,-0.025711114395592594,-4.58257569495584,0.0,0.0,-21.0,0.025711114395592594,0.0,0.0,0.11782312791947185,1
shib,43,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,44,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,45,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,46,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,47,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,48,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,49,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,50,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,51,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,52,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,53,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,54,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,55,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,56,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,57,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
pepe,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,58,-0.09090912097503123,-4.58257569495584,0.0,0.0,-21.0,0.09090912097503123,0.0,0.0,0.4165979282299783,1
