time,total_market_cap,symbols_count,total_index
2017-03-08,23227351276.28554,2,23227351276.28554
2017-03-09,23999867265.468494,2,23999867265.468494
2017-03-10,22561708004.913647,2,22561708004.913647
2017-03-11,23744251644.977272,2,23744251644.977272
2017-03-12,24656225563.543148,2,24656225563.543148
2017-03-13,24891552866.584896,2,24891552866.584896
2017-03-14,25043895242.677876,2,25043895242.677876
2017-03-15,25243665591.973953,2,25243665591.973953
2017-03-16,24016804874.847,2,24016804874.847
2017-03-17,22255965119.888027,2,22255965119.888027
2017-03-18,19727795524.587276,2,19727795524.587276
2017-03-19,20982011793.691902,2,20982011793.691902
2017-03-20,21336758961.643925,2,21336758961.643925
2017-03-21,22657569877.56265,2,22657569877.56265
2017-03-22,21227825016.194183,2,21227825016.194183
2017-03-23,21020719327.93519,2,21020719327.93519
2017-03-24,19012678120.0921,2,19012678120.0921
2017-03-25,19714950805.495415,2,19714950805.495415
2017-03-26,19593438504.305855,2,19593438504.305855
2017-03-27,21171223130.482082,2,21171223130.482082
2017-03-28,21204900170.247845,2,21204900170.247845
2017-03-29,21063995097.00949,2,21063995097.00949
2017-03-30,21007723748.692524,2,21007723748.692524
2017-03-31,21888508108.297592,2,21888508108.297592
2017-04-01,22078801036.76233,2,22078801036.76233
2017-04-02,22576909421.21707,2,22576909421.21707
2017-04-03,23432427884.88328,2,23432427884.88328
2017-04-04,23238528802.190556,2,23238528802.190556
2017-04-05,23284143300.736393,2,23284143300.736393
2017-04-06,24374608691.425888,2,24374608691.425888
2017-04-07,24191984744.116684,2,24191984744.116684
2017-04-08,24214700972.64583,2,24214700972.64583
2017-04-09,24360175126.516575,2,24360175126.516575
2017-04-10,24361265342.389866,2,24361265342.389866
2017-04-11,24713073266.75731,2,24713073266.75731
2017-04-12,24768305586.917477,2,24768305586.917477
2017-04-13,24099506501.039852,2,24099506501.039852
2017-04-14,24083198565.74206,2,24083198565.74206
2017-04-15,24213484447.92152,2,24213484447.92152
2017-04-16,24415228279.992126,2,24415228279.992126
2017-04-17,24611605239.8915,2,24611605239.8915
2017-04-18,24958090341.47423,2,24958090341.47423
2017-04-19,24879918177.319603,2,24879918177.319603
2017-04-20,25306489456.22473,2,25306489456.22473
2017-04-21,25234576134.819046,2,25234576134.819046
2017-04-22,25567776614.541794,2,25567776614.541794
2017-04-23,25145988367.80207,2,25145988367.80207
2017-04-24,26081014221.175117,2,26081014221.175117
2017-04-25,26405911885.62106,2,26405911885.62106
2017-04-26,26688976862.675003,2,26688976862.675003
2017-04-27,27402719594.983994,2,27402719594.983994
2017-04-28,27356327671.019215,2,27356327671.019215
2017-04-29,27569393559.422653,2,27569393559.422653
2017-04-30,28087204497.648525,2,28087204497.648525
2017-05-01,29573686609.97219,2,29573686609.97219
2017-05-02,30194679326.67441,2,30194679326.67441
2017-05-03,31331888074.10528,2,31331888074.10528
2017-05-04,32460800679.709732,2,32460800679.709732
2017-05-05,33035261012.352882,2,33035261012.352882
2017-05-06,33645824662.15489,2,33645824662.15489
2017-05-07,34166113690.08808,2,34166113690.08808
2017-05-08,36590169662.3018,2,36590169662.3018
2017-05-09,37582464279.26291,2,37582464279.26291
2017-05-10,38092162776.25961,2,38092162776.25961
2017-05-11,39222475602.164925,2,39222475602.164925
2017-05-12,36492916776.21806,2,36492916776.21806
2017-05-13,38213473301.407295,2,38213473301.407295
2017-05-14,38291805699.967926,2,38291805699.967926
2017-05-15,36616100052.80247,2,36616100052.80247
2017-05-16,36380830301.563194,2,36380830301.563194
2017-05-17,38626904655.16134,2,38626904655.16134
2017-05-18,39841380471.942085,2,39841380471.942085
2017-05-19,41766780920.11388,2,41766780920.11388
2017-05-20,43687340982.499565,2,43687340982.499565
2017-05-21,42726669872.02968,2,42726669872.02968
2017-05-22,45293428981.13214,2,45293428981.13214
2017-05-23,48740907425.74728,2,48740907425.74728
2017-05-24,51377829453.83446,2,51377829453.83446
2017-05-25,48263719699.014336,2,48263719699.014336
2017-05-26,45747371955.30877,2,45747371955.30877
2017-05-27,42484128152.26965,2,42484128152.26965
2017-05-28,44853600383.198166,2,44853600383.198166
2017-05-29,46920344479.94964,2,46920344479.94964
2017-05-30,45239933496.249214,2,45239933496.249214
2017-05-31,47541203242.72967,2,47541203242.72967
2017-06-01,50232305515.5315,2,50232305515.5315
2017-06-02,51852203050.39502,2,51852203050.39502
2017-06-03,52288564524.40395,2,52288564524.40395
2017-06-04,52239243747.553314,2,52239243747.553314
2017-06-05,55952043927.39375,2,55952043927.39375
2017-06-06,59448044088.72721,2,59448044088.72721
2017-06-07,56669291882.6404,2,56669291882.6404
2017-06-08,58273585861.19939,2,58273585861.19939
2017-06-09,58595842529.00429,2,58595842529.00429
2017-06-10,61125361596.06952,2,61125361596.06952
2017-06-11,61545070925.65861,2,61545070925.65861
2017-06-12,55307396959.243515,2,55307396959.243515
2017-06-13,56539296056.17619,2,56539296056.17619
2017-06-14,52305573836.899574,2,52305573836.899574
2017-06-15,51471656713.416115,2,51471656713.416115
2017-06-16,52967630648.54345,2,52967630648.54345
2017-06-17,56620529104.639,2,56620529104.639
2017-06-18,54351755464.86687,2,54351755464.86687
2017-06-19,55503122143.48926,2,55503122143.48926
2017-06-20,57902348596.863365,2,57902348596.863365
2017-06-21,57293988770.19854,2,57293988770.19854
2017-06-22,57613605473.901566,2,57613605473.901566
2017-06-23,58372620529.270195,2,58372620529.270195
2017-06-24,55438558324.60338,2,55438558324.60338
2017-06-25,55009983030.05723,2,55009983030.05723
2017-06-26,52583080112.704254,2,52583080112.704254
2017-06-27,54013962097.01546,2,54013962097.01546
2017-06-28,54636135461.37791,2,54636135461.37791
2017-06-29,53792138625.0231,2,53792138625.0231
2017-06-30,52571274598.9411,2,52571274598.9411
2017-07-01,51543440632.05768,2,51543440632.05768
2017-07-02,53175321045.48181,2,53175321045.48181
2017-07-03,54695658584.43922,2,54695658584.43922
2017-07-04,56126817192.47389,2,56126817192.47389
2017-07-05,55970093583.11923,2,55970093583.11923
2017-07-06,55943227763.4081,2,55943227763.4081
2017-07-07,53801582582.06628,2,53801582582.06628
2017-07-08,55277949002.93604,2,55277949002.93604
2017-07-09,54027083791.19474,2,54027083791.19474
2017-07-10,50887470168.500694,2,50887470168.500694
2017-07-11,50098638714.03999,2,50098638714.03999
2017-07-12,51578041680.565636,2,51578041680.565636
2017-07-13,50576032886.38665,2,50576032886.38665
2017-07-14,47821822507.87959,2,47821822507.87959
2017-07-15,42848027992.028915,2,42848027992.028915
2017-07-16,41623083120.52179,2,41623083120.52179
2017-07-17,47713308004.51349,2,47713308004.51349
2017-07-18,49642772430.868774,2,49642772430.868774
2017-07-19,48473190649.38411,2,48473190649.38411
2017-07-20,59645066239.554565,2,59645066239.554565
2017-07-21,56713450302.91246,2,56713450302.91246
2017-07-22,59613878803.649765,2,59613878803.649765
2017-07-23,57832300451.82183,2,57832300451.82183
2017-07-24,58346940997.41732,2,58346940997.41732
2017-07-25,54623315308.67774,2,54623315308.67774
2017-07-26,53684343187.69688,2,53684343187.69688
2017-07-27,56516453314.35916,2,56516453314.35916
2017-07-28,59137030667.82099,2,59137030667.82099
2017-07-29,57528566060.18067,2,57528566060.18067
2017-07-30,58088467495.34502,2,58088467495.34502
2017-07-31,60644308511.87736,2,60644308511.87736
2017-08-01,57512150515.960075,2,57512150515.960075
2017-08-02,57291589083.374306,2,57291589083.374306
2017-08-03,59223551485.02927,2,59223551485.02927
2017-08-04,61086871518.623085,2,61086871518.623085
2017-08-05,68468991403.846535,2,68468991403.846535
2017-08-06,67557339028.52805,2,67557339028.52805
2017-08-07,70901489936.05821,2,70901489936.05821
2017-08-08,71936287043.97772,2,71936287043.97772
2017-08-09,70343600764.81859,2,70343600764.81859
2017-08-10,71002046922.9487,2,71002046922.9487
2017-08-11,76420310508.02083,2,76420310508.02083
2017-08-12,81038672281.71588,2,81038672281.71588
2017-08-13,84752071290.15375,2,84752071290.15375
2017-08-14,89775359647.47966,2,89775359647.47966
2017-08-15,86727923845.00351,2,86727923845.00351
2017-08-16,90676123597.54529,2,90676123597.54529
2017-08-17,89761628569.62965,2,89761628569.62965
2017-08-18,86606950774.5902,2,86606950774.5902
2017-08-19,87128971877.06003,2,87128971877.06003
2017-08-20,85071291989.19012,2,85071291989.19012
2017-08-21,83487926139.25467,2,83487926139.25467
2017-08-22,85365758962.27493,2,85365758962.27493
2017-08-23,86881900764.6438,2,86881900764.6438
2017-08-24,90301017876.69414,2,90301017876.69414
2017-08-25,91113270070.02919,2,91113270070.02919
2017-08-26,90774113672.53818,2,90774113672.53818
2017-08-27,92101906069.22238,2,92101906069.22238
2017-08-28,92189073421.30542,2,92189073421.30542
2017-08-29,96167847670.27446,2,96167847670.27446
2017-08-30,95970855123.37003,2,95970855123.37003
2017-08-31,99252052781.30853,2,99252052781.30853
2017-09-01,104160708411.52351,2,104160708411.52351
2017-09-02,97375977586.49277,2,97375977586.49277
2017-09-03,97292678470.98279,2,97292678470.98279
2017-09-04,89487954819.73463,2,89487954819.73463
2017-09-05,92750669105.57481,2,92750669105.57481
2017-09-06,97825385458.68208,2,97825385458.68208
2017-09-07,97755734357.57411,2,97755734357.57411
2017-09-08,89535221749.34735,2,89535221749.34735
2017-09-09,89344957202.4278,2,89344957202.4278
2017-09-10,86951798570.74022,2,86951798570.74022
2017-09-11,88054978694.91777,2,88054978694.91777
2017-09-12,87309231040.57817,2,87309231040.57817
2017-09-13,82166579446.12502,2,82166579446.12502
2017-09-14,66111552911.43981,2,66111552911.43981
2017-09-15,76244171571.57378,2,76244171571.57378
2017-09-16,75998735744.519,2,75998735744.519
2017-09-17,75175528804.56761,2,75175528804.56761
2017-09-18,85334335241.08585,2,85334335241.08585
2017-09-19,82331439301.43448,2,82331439301.43448
2017-09-20,81867789247.4397,2,81867789247.4397
2017-09-21,75991995055.64008,2,75991995055.64008
2017-09-22,76098778908.29822,2,76098778908.29822
2017-09-23,79414499311.7052,2,79414499311.7052
2017-09-24,77102683349.65337,2,77102683349.65337
2017-09-25,82257357026.33408,2,82257357026.33408
2017-09-26,81582213805.92976,2,81582213805.92976
2017-09-27,88094453304.25452,2,88094453304.25452
2017-09-28,87408898311.99045,2,87408898311.99045
2017-09-29,87064457595.41808,2,87064457595.41808
2017-09-30,90760603439.92027,2,90760603439.92027
2017-10-01,92011897773.80847,2,92011897773.80847
2017-10-02,92033890106.70618,2,92033890106.70618
2017-10-03,90123484745.31544,2,90123484745.31544
2017-10-04,88293111861.94269,2,88293111861.94269
2017-10-05,90289474215.73659,2,90289474215.73659
2017-10-06,91169675845.28331,2,91169675845.28331
2017-10-07,92323766772.53279,2,92323766772.53279
2017-10-08,96028476463.6573,2,96028476463.6573
2017-10-09,99022766385.39767,2,99022766385.39767
2017-10-10,99263950371.61072,2,99263950371.61072
2017-10-11,100164401411.01443,2,100164401411.01443
2017-10-12,113245171211.85306,2,113245171211.85306
2017-10-13,117188530102.59438,2,117188530102.59438
2017-10-14,121216146030.6097,2,121216146030.6097
2017-10-15,118268430099.8188,2,118268430099.8188
2017-10-16,119149210137.11127,2,119149210137.11127
2017-10-17,116360589631.23766,2,116360589631.23766
2017-10-18,116160751305.4904,2,116160751305.4904
2017-10-19,118435228165.66359,2,118435228165.66359
2017-10-20,124522831189.4443,2,124522831189.4443
2017-10-21,124761893691.89685,2,124761893691.89685
2017-10-22,124192893827.35092,2,124192893827.35092
2017-10-23,122490657006.84995,2,122490657006.84995
2017-10-24,114518450200.35626,2,114518450200.35626
2017-10-25,119030282226.07603,2,119030282226.07603
2017-10-26,122044788990.48766,2,122044788990.48766
2017-10-27,119541786196.22447,2,119541786196.22447
2017-10-28,118938226156.88681,2,118938226156.88681
2017-10-29,127116553261.73705,2,127116553261.73705
2017-10-30,126596626682.52861,2,126596626682.52861
2017-10-31,133287268465.25621,2,133287268465.25621
2017-11-01,139052618260.91626,2,139052618260.91626
2017-11-02,145378845075.36057,2,145378845075.36057
2017-11-03,148067602105.06345,2,148067602105.06345
2017-11-04,151414665527.50034,2,151414665527.50034
2017-11-05,151940148782.8978,2,151940148782.8978
2017-11-06,144300407601.45465,2,144300407601.45465
2017-11-07,147194611410.95175,2,147194611410.95175
2017-11-08,153581706769.86212,2,153581706769.86212
2017-11-09,418623171937.1269,26,418623171937.1269
2017-11-10,409568175913.53406,26,409568175913.53406
2017-11-11,415429556470.28076,26,415429556470.28076
2017-11-12,408734614147.8604,26,408734614147.8604
2017-11-13,420066282107.10095,26,420066282107.10095
2017-11-14,423258793990.4322,26,423258793990.4322
2017-11-15,435014810656.3989,26,435014810656.3989
2017-11-16,440841158900.9925,26,440841158900.9925
2017-11-17,443095518036.8738,26,443095518036.8738
2017-11-18,449344688892.6106,26,449344688892.6106
2017-11-19,453721441900.3845,26,453721441900.3845
2017-11-20,461191198359.54175,26,461191198359.54175
2017-11-21,454793089270.7693,26,454793089270.7693
2017-11-22,467773428200.24817,26,467773428200.24817
2017-11-23,473164674967.8888,26,473164674967.8888
2017-11-24,487892858949.3707,26,487892858949.3707
2017-11-25,499409902175.08203,26,499409902175.08203
2017-11-26,514613329031.713,26,514613329031.713
2017-11-27,524478128761.29285,26,524478128761.29285
2017-11-28,535038483977.8067,26,535038483977.8067
2017-11-29,511543102234.54425,26,511543102234.54425
2017-11-30,529198266932.81445,26,529198266932.81445
2017-12-01,551851883277.4037,26,551851883277.4037
2017-12-02,551132688677.3462,26,551132688677.3462
2017-12-03,558785630216.1443,26,558785630216.1443
2017-12-04,568301834051.1859,26,568301834051.1859
2017-12-05,571720851338.9688,26,571720851338.9688
2017-12-06,614157446041.6962,26,614157446041.6962
2017-12-07,686830702626.3953,26,686830702626.3953
2017-12-08,668710886777.2795,26,668710886777.2795
2017-12-09,642559243987.3937,26,642559243987.3937
2017-12-10,639051053352.0449,26,639051053352.0449
2017-12-11,690041401409.1597,26,690041401409.1597
2017-12-12,751895060494.6542,26,751895060494.6542
2017-12-13,742334318167.8596,27,742334318167.8596
2017-12-14,779354262048.5376,27,779354262048.5376
2017-12-15,794804602084.5254,27,794804602084.5254
2017-12-16,848916376903.7617,27,848916376903.7617
2017-12-17,858578819379.0435,27,858578819379.0435
2017-12-18,884796209597.1573,27,884796209597.1573
2017-12-19,875512134379.5808,27,875512134379.5808
2017-12-20,871868677131.8215,27,871868677131.8215
2017-12-21,870884560849.8494,27,870884560849.8494
2017-12-22,778333488035.3789,27,778333488035.3789
2017-12-23,831279117521.995,27,831279117521.995
2017-12-24,784765565878.4038,27,784765565878.4038
2017-12-25,801502718607.5461,27,801502718607.5461
2017-12-26,852657921141.8835,27,852657921141.8835
2017-12-27,852645399703.6061,27,852645399703.6061
2017-12-28,815208154154.3971,27,815208154154.3971
2017-12-29,876619695620.5193,27,876619695620.5193
2017-12-30,826266069861.3912,27,826266069861.3912
2017-12-31,874485411993.0344,27,874485411993.0344
2018-01-01,876171017439.7029,27,876171017439.7029
2018-01-02,940935450156.9646,27,940935450156.9646
2018-01-03,1015547147373.4432,27,1015547147373.4432
2018-01-04,1032379786693.5065,27,1032379786693.5065
2018-01-05,1062535179031.3303,27,1062535179031.3303
2018-01-06,1093146639291.5564,27,1093146639291.5564
2018-01-07,1105526954358.2395,27,1105526954358.2395
2018-01-08,993678433678.335,27,993678433678.335
2018-01-09,972730632634.2375,27,972730632634.2375
2018-01-10,974291796605.7699,27,974291796605.7699
2018-01-11,907561430249.7122,27,907561430249.7122
2018-01-12,961316187492.74,27,961316187492.74
2018-01-13,985604772799.1938,27,985604772799.1938
2018-01-14,948850392347.605,27,948850392347.605
2018-01-15,918705541391.1819,28,918705541391.1819
2018-01-16,774793371363.3269,28,774793371363.3269
2018-01-17,771809924910.9789,29,771809924910.9789
2018-01-18,803205171431.3142,29,803205171431.3142
2018-01-19,802307932763.491,29,802307932763.491
2018-01-20,860357524772.8936,29,860357524772.8936
2018-01-21,786874031873.7334,29,786874031873.7334
2018-01-22,759375655951.1593,29,759375655951.1593
2018-01-23,753620764302.5461,29,753620764302.5461
2018-01-24,778420689543.6614,29,778420689543.6614
2018-01-25,776266166702.7798,30,776266166702.7798
2018-01-26,768905763438.1675,30,768905763438.1675
2018-01-27,779393402474.6565,30,779393402474.6565
2018-01-28,822087823593.5479,30,822087823593.5479
2018-01-29,791079550104.7057,30,791079550104.7057
2018-01-30,722655406395.7126,30,722655406395.7126
2018-01-31,735965044348.8949,30,735965044348.8949
2018-02-01,674135893159.3948,30,674135893159.3948
2018-02-02,641254850605.1312,30,641254850605.1312
2018-02-03,666393975051.9318,30,666393975051.9318
2018-02-04,614424063489.9622,30,614424063489.9622
2018-02-05,541955609449.5349,30,541955609449.5349
2018-02-06,590395929404.4587,30,590395929404.4587
2018-02-07,571734151082.1869,30,571734151082.1869
2018-02-08,615570395348.7551,30,615570395348.7551
2018-02-09,647280886973.9116,30,647280886973.9116
2018-02-10,647769085971.9988,30,647769085971.9988
2018-02-11,619600067699.7266,30,619600067699.7266
2018-02-12,654380682526.876,30,654380682526.876
2018-02-13,640101531756.1323,30,640101531756.1323
2018-02-14,687585054961.7888,30,687585054961.7888
2018-02-15,707429647509.8875,30,707429647509.8875
2018-02-16,712432234859.7054,30,712432234859.7054
2018-02-17,741721506074.845,30,741721506074.845
2018-02-18,711691196911.3862,30,711691196911.3862
2018-02-19,733644462902.6031,30,733644462902.6031
2018-02-20,720775149133.2332,30,720775149133.2332
2018-02-21,689386320169.1042,30,689386320169.1042
2018-02-22,659333682566.4565,30,659333682566.4565
2018-02-23,680062978628.7731,30,680062978628.7731
2018-02-24,659462705711.2528,30,659462705711.2528
2018-02-25,656054701415.939,30,656054701415.939
2018-02-26,676856678071.7963,30,676856678071.7963
2018-02-27,685202274627.7792,30,685202274627.7792
2018-02-28,666924732664.8278,30,666924732664.8278
2018-03-01,686605510482.4291,30,686605510482.4291
2018-03-02,684054397848.2772,30,684054397848.2772
2018-03-03,692211328485.2706,30,692211328485.2706
2018-03-04,700806262088.0751,30,700806262088.0751
2018-03-05,696070267525.6843,30,696070267525.6843
2018-03-06,666499529255.9202,31,666499529255.9202
2018-03-07,630419993985.8597,31,630419993985.8597
2018-03-08,603482989161.4105,31,603482989161.4105
2018-03-09,607652314206.409,31,607652314206.409
2018-03-10,584893041126.5924,31,584893041126.5924
2018-03-11,613853799851.3379,31,613853799851.3379
2018-03-12,595303370233.2764,31,595303370233.2764
2018-03-13,591770951928.0709,31,591770951928.0709
2018-03-14,549674436330.06964,31,549674436330.06964
2018-03-15,548239651893.41797,31,548239651893.41797
2018-03-16,545922599130.1844,31,545922599130.1844
2018-03-17,523726422730.85986,31,523726422730.85986
2018-03-18,530052277386.91547,31,530052277386.91547
2018-03-19,549771392304.3373,31,549771392304.3373
2018-03-20,559189027569.6368,31,559189027569.6368
2018-03-21,559354257701.7517,31,559354257701.7517
2018-03-22,548434100217.814,31,548434100217.814
2018-03-23,549068081538.96814,31,549068081538.96814
2018-03-24,546050660905.0874,31,546050660905.0874
2018-03-25,539472419955.04877,31,539472419955.04877
2018-03-26,522956047250.61597,31,522956047250.61597
2018-03-27,503903012741.5091,31,503903012741.5091
2018-03-28,506060827139.18646,31,506060827139.18646
2018-03-29,469883080617.58496,31,469883080617.58496
2018-03-30,465322808838.9194,31,465322808838.9194
2018-03-31,467994703668.678,31,467994703668.678
2018-04-01,459890938147.5934,31,459890938147.5934
2018-04-02,469603949833.9825,31,469603949833.9825
2018-04-03,488249125778.2877,31,488249125778.2877
2018-04-04,461250013480.4677,31,461250013480.4677
2018-04-05,461088908643.0935,31,461088908643.0935
2018-04-06,451674666032.9077,31,451674666032.9077
2018-04-07,462292123620.0298,31,462292123620.0298
2018-04-08,468451010259.54407,31,468451010259.54407
2018-04-09,462309155092.4924,31,462309155092.4924
2018-04-10,465907545709.1398,31,465907545709.1398
2018-04-11,476051443419.8577,31,476051443419.8577
2018-04-12,516866995406.94415,31,516866995406.94415
2018-04-13,517042155055.12396,32,517042155055.12396
2018-04-14,520867171969.0746,32,520867171969.0746
2018-04-15,540173364722.0885,32,540173364722.0885
2018-04-16,529608870691.2668,32,529608870691.2668
2018-04-17,525950794210.95233,32,525950794210.95233
2018-04-18,547149822366.874,32,547149822366.874
2018-04-19,564016229792.7804,32,564016229792.7804
2018-04-20,597247251595.2576,32,597247251595.2576
2018-04-21,591619994260.8289,32,591619994260.8289
2018-04-22,591637644164.8013,32,591637644164.8013
2018-04-23,604988276992.528,32,604988276992.528
2018-04-24,641740488209.1271,32,641740488209.1271
2018-04-25,588425672188.9518,32,588425672188.9518
2018-04-26,616683699127.0702,32,616683699127.0702
2018-04-27,603146420623.6998,32,603146420623.6998
2018-04-28,625141401432.5499,32,625141401432.5499
2018-04-29,631223944392.5697,32,631223944392.5697
2018-04-30,617726222933.85,32,617726222933.85
2018-05-01,618108469314.34,33,618108469314.34
2018-05-02,625364533413.5604,33,625364533413.5604
2018-05-03,651168632106.9844,33,651168632106.9844
2018-05-04,651478887517.9673,33,651478887517.9673
2018-05-05,664634015507.3553,33,664634015507.3553
2018-05-06,653406345492.1317,32,653406345492.1317
2018-05-07,635421774472.4222,33,635421774472.4222
2018-05-08,629761743839.6168,33,629761743839.6168
2018-05-09,630090490547.1459,33,630090490547.1459
2018-05-10,612281841790.3661,33,612281841790.3661
2018-05-11,579183318876.1511,33,579183318876.1511
2018-05-12,587109395095.7173,33,587109395095.7173
2018-05-13,604868595528.3948,33,604868595528.3948
2018-05-14,603612050418.0065,33,603612050418.0065
2018-05-15,589861640478.8759,33,589861640478.8759
2018-05-16,583809012910.6257,33,583809012910.6257
2018-05-17,565924244968.3324,33,565924244968.3324
2018-05-18,575979041152.29,33,575979041152.29
2018-05-19,574362696953.9298,33,574362696953.9298
2018-05-20,588248691570.3187,33,588248691570.3187
2018-05-21,580999725970.0028,33,580999725970.0028
2018-05-22,557719757629.1262,33,557719757629.1262
2018-05-23,530263074179.1208,33,530263074179.1208
2018-05-24,537557214354.69305,33,537557214354.69305
2018-05-25,529441155263.1672,33,529441155263.1672
2018-05-26,526149329233.07025,33,526149329233.07025
2018-05-27,522687500675.3853,33,522687500675.3853
2018-05-28,500789004209.42975,33,500789004209.42975
2018-05-29,523673005661.25,33,523673005661.25
2018-05-30,521611043838.89825,33,521611043838.89825
2018-05-31,526577378316.1993,33,526577378316.1993
2018-06-01,529934861042.1668,33,529934861042.1668
2018-06-02,537638023713.218,33,537638023713.218
2018-06-03,546872721919.8984,33,546872721919.8984
2018-06-04,534776150491.88776,33,534776150491.88776
2018-06-05,542490066247.4388,33,542490066247.4388
2018-06-06,541360189196.8456,33,541360189196.8456
2018-06-07,541373873405.2275,33,541373873405.2275
2018-06-08,538555597119.96674,33,538555597119.96674
2018-06-09,534472807682.0251,33,534472807682.0251
2018-06-10,495032827205.4274,33,495032827205.4274
2018-06-11,500843841171.66254,33,500843841171.66254
2018-06-12,481448751961.2775,33,481448751961.2775
2018-06-13,470364562122.979,33,470364562122.979
2018-06-14,488814900780.9525,33,488814900780.9525
2018-06-15,476286564080.9379,33,476286564080.9379
2018-06-16,479266930821.89734,33,479266930821.89734
2018-06-17,477728117030.2142,33,477728117030.2142
2018-06-18,486950543970.32556,33,486950543970.32556
2018-06-19,490759834419.9199,33,490759834419.9199
2018-06-20,489492487307.217,33,489492487307.217
2018-06-21,486915522847.0976,33,486915522847.0976
2018-06-22,455680175909.7649,33,455680175909.7649
2018-06-23,458476766066.6414,33,458476766066.6414
2018-06-24,454000467298.8326,33,454000467298.8326
2018-06-25,456647850745.69403,33,456647850745.69403
2018-06-26,445026390540.1264,33,445026390540.1264
2018-06-27,449249078523.50146,33,449249078523.50146
2018-06-28,436504997091.4115,33,436504997091.4115
2018-06-29,449385198286.7621,33,449385198286.7621
2018-06-30,458551471508.5056,33,458551471508.5056
2018-07-01,456875390911.64166,33,456875390911.64166
2018-07-02,468196792692.1859,33,468196792692.1859
2018-07-03,463226470216.0656,33,463226470216.0656
2018-07-04,465340162168.15796,33,465340162168.15796
2018-07-05,466209337375.54095,33,466209337375.54095
2018-07-06,466462866013.3678,33,466462866013.3678
2018-07-07,475553103346.59766,33,475553103346.59766
2018-07-08,471407790511.54193,33,471407790511.54193
2018-07-09,468288280621.622,33,468288280621.622
2018-07-10,447575750386.0871,33,447575750386.0871
2018-07-11,451019110154.9518,33,451019110154.9518
2018-07-12,442502291631.15753,33,442502291631.15753
2018-07-13,446507235837.5192,34,446507235837.5192
2018-07-14,448021123233.37866,34,448021123233.37866
2018-07-15,453169683105.1027,34,453169683105.1027
2018-07-16,472098796895.8199,34,472098796895.8199
2018-07-17,493416403478.68976,34,493416403478.68976
2018-07-18,490813069945.40875,34,490813069945.40875
2018-07-19,489218849837.21606,34,489218849837.21606
2018-07-20,477867362589.7789,34,477867362589.7789
2018-07-21,482903447506.059,34,482903447506.059
2018-07-22,481283602090.05865,34,481283602090.05865
2018-07-23,485381280050.32764,34,485381280050.32764
2018-07-24,508508180911.0396,34,508508180911.0396
2018-07-25,502825493636.6084,34,502825493636.6084
2018-07-26,494080993421.8654,34,494080993421.8654
2018-07-27,500002270967.31165,34,500002270967.31165
2018-07-28,500060178549.2242,34,500060178549.2242
2018-07-29,500811449262.1269,34,500811449262.1269
2018-07-30,496712340044.04236,34,496712340044.04236
2018-07-31,480813055260.1511,34,480813055260.1511
2018-08-01,476431396334.9861,34,476431396334.9861
2018-08-02,471154269331.845,34,471154269331.845
2018-08-03,470703565292.4319,35,470703565292.4319
2018-08-04,457496931627.13135,35,457496931627.13135
2018-08-05,460796638737.1777,35,460796638737.1777
2018-08-06,456096170110.1457,35,456096170110.1457
2018-08-07,444008442327.34094,35,444008442327.34094
2018-08-08,423804588676.087,35,423804588676.087
2018-08-09,434314873065.9641,35,434314873065.9641
2018-08-10,417385112551.73096,36,417385112551.73096
2018-08-11,417518038979.5392,36,417518038979.5392
2018-08-12,415998559880.6214,36,415998559880.6214
2018-08-13,407639248237.77716,36,407639248237.77716
2018-08-14,401369696751.40955,36,401369696751.40955
2018-08-15,405571146309.4266,36,405571146309.4266
2018-08-16,408319515466.78064,36,408319515466.78064
2018-08-17,425716562760.0235,36,425716562760.0235
2018-08-18,415419077029.3508,36,415419077029.3508
2018-08-19,418963655203.09033,36,418963655203.09033
2018-08-20,408085320558.9833,36,408085320558.9833
2018-08-21,413915064734.2461,36,413915064734.2461
2018-08-22,407908588081.2254,36,407908588081.2254
2018-08-23,413330518355.7454,36,413330518355.7454
2018-08-24,418718277326.6084,36,418718277326.6084
2018-08-25,419536027350.6546,36,419536027350.6546
2018-08-26,416387057411.9066,36,416387057411.9066
2018-08-27,424985513776.54767,36,424985513776.54767
2018-08-28,433859261920.3543,36,433859261920.3543
2018-08-29,430282507588.0481,36,430282507588.0481
2018-08-30,426797403947.2207,36,426797403947.2207
2018-08-31,429300929019.32684,36,429300929019.32684
2018-09-01,436974221578.31354,36,436974221578.31354
2018-09-02,437671035156.092,36,437671035156.092
2018-09-03,436838496468.4208,36,436838496468.4208
2018-09-04,438689582593.0505,36,438689582593.0505
2018-09-05,412170070239.29614,36,412170070239.29614
2018-09-06,406523936378.1199,36,406523936378.1199
2018-09-07,402959625665.2133,36,402959625665.2133
2018-09-08,391930269299.98395,36,391930269299.98395
2018-09-09,393756645260.1802,36,393756645260.1802
2018-09-10,393444135208.891,36,393444135208.891
2018-09-11,390998088318.56104,36,390998088318.56104
2018-09-12,390021890950.2295,36,390021890950.2295
2018-09-13,400856765756.95264,36,400856765756.95264
2018-09-14,399646407531.92,36,399646407531.92
2018-09-15,402054352596.0553,36,402054352596.0553
2018-09-16,401052663220.7158,36,401052663220.7158
2018-09-17,390827313046.7936,36,390827313046.7936
2018-09-18,398664071279.93115,36,398664071279.93115
2018-09-19,399351914741.69745,36,399351914741.69745
