time,open,high,low,close,volume,market_cap,Dividends,Stock Splits,roc_1d
2025-06-08,1.0002650022506714,1.0004730224609375,0.9999989867210388,1.000424027442932,61525,195263542.9555364,,,
2025-06-09,1.000424027442932,1.0006040334701538,0.9997640252113342,1.0001280307769775,338681,195205770.09511724,,,-0.02958712084424331
2025-06-10,1.0001280307769775,1.000141978263855,0.9995099902153016,0.9996110200881958,58993,195104859.5451224,,,-0.05169445039752141
2025-06-11,0.9996110200881958,0.9999200105667114,0.9992020130157472,0.9997900128364564,123240,195139795.48951188,,,0.017906239993714657
2025-06-12,0.9997900128364564,1.0000629425048828,0.9993579983711244,0.9999459981918336,88489,195170240.83299083,,,0.015601811717913527
2025-06-13,0.9999459981918336,1.0005099773406982,0.9993780255317688,0.9999079704284668,284499,195162818.54443923,,,-0.003802981704570385
2025-06-14,0.9999079704284668,1.000370979309082,0.999750018119812,1.0002189874649048,0,195223523.0924993,,,0.03110456618369284
2025-06-15,1.0002189874649048,1.0003509521484375,0.9998030066490172,0.9999369978904724,110512,195168484.1471424,,,-0.028192783577030145
2025-06-16,0.9999369978904724,1.0003349781036377,0.999642014503479,1.000285029411316,168399,195236413.21117523,,,0.03480534489450626
2025-06-17,1.000285029411316,1.0004459619522097,0.9996780157089232,0.9998419880867004,0,195149940.0594445,,,-0.044291508079075115
2025-06-18,0.9998419880867004,1.000188946723938,0.9997559785842896,0.9999859929084778,0,195178047.0330193,,,0.014402757985076953
2025-06-19,0.9999859929084778,1.000167965888977,0.9998109936714172,0.9998559951782228,74149,195152673.97450665,,,-0.012999955117065642
2025-06-20,0.9998559951782228,1.0004630088806152,0.9998109936714172,1.0000940561294556,91842,195199138.89688152,,,0.023809523809514843
2025-06-21,1.0000940561294556,1.00041401386261,0.999849021434784,1.0002909898757937,62034,195237576.57928675,,,0.019691522525411287
2025-06-22,1.0002909898757937,1.0006569623947144,1.0000170469284058,1.000393986701965,30923,195257679.5802541,,,0.01029668638565795
2025-06-23,1.0004119873046875,1.000578999519348,0.999559998512268,1.000301957130432,32268,195239717.176612,,,-0.009199332738552002
2025-06-24,1.000301957130432,1.0012279748916626,1.000120997428894,1.0002069473266602,167630,195221173.08891404,,,-0.009498112354422439
2025-06-25,1.0002069473266602,1.000602960586548,1.0000200271606443,1.00028395652771,141388,195236203.8049152,,,0.007699326749888158
2025-06-26,1.00028395652771,1.000578999519348,0.9997169971466064,0.9997180104255676,51885,195125742.00272447,,,-0.056578544367236194
2025-06-27,0.9997180104255676,1.0001440048217771,0.999575972557068,0.9997569918632508,44188,195133350.430174,,,0.0038992433142759353
2025-06-28,0.9997569918632508,1.0002360343933103,0.9996569752693176,0.999779999256134,0,195137841.03108448,,,0.0023012985225889793
2025-06-29,0.999779999256134,1.000095009803772,0.9997310042381288,0.9997590184211732,6926,195133745.97533187,,,-0.002098545177586786
2025-06-30,0.9997590184211732,1.00040602684021,0.9996100068092346,0.9997950196266174,0,195140772.7187256,,,0.003600988316265763
2025-07-01,0.9997950196266174,1.0003219842910769,0.9996950030326844,0.9999430179595948,14456,195169659.14893508,,,0.014802867595076208
2025-07-02,0.9999430179595948,1.000514030456543,0.9997680187225342,1.0003039836883545,0,195240112.7217699,,,0.036098629849545816
2025-07-03,1.0003039836883545,1.00041401386261,0.9998859763145448,1.000188946723938,56228,195217659.7172172,,,-0.011500200568259622
