asset,hull_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
doge,16,-0.0758125549094888,-4.2713987622616765,-5.0,0.3793443676831711,-14.213782623253191,0.11163510666353713,0.16666666666666666,0.3793443676831711,0.3714841969938259,6
shib,16,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,16,-0.1428571242960267,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502576,1
bonk,17,-0.13333332120673713,-3.502021146049836,-3.6080252639762556,0.3571427349488171,-20.25000077956671,0.13333332120673713,0.3333333333333333,0.3571427349488171,0.7709833110014644,3
doge,17,-0.0758125549094888,-4.2713987622616765,-5.0,0.3793443676831711,-14.213782623253191,0.11163510666353713,0.16666666666666666,0.3793443676831711,0.3714841969938259,6
shib,17,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,17,-0.1428571242960267,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502576,1
bonk,18,-0.13333332120673713,-3.502021146049836,-3.6080252639762556,0.3571427349488171,-20.25000077956671,0.13333332120673713,0.3333333333333333,0.3571427349488171,0.7709833110014644,3
doge,18,-0.0758125549094888,-4.2713987622616765,-5.0,0.3793443676831711,-14.213782623253191,0.11163510666353713,0.16666666666666666,0.3793443676831711,0.3714841969938259,6
shib,18,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,18,-0.1428571242960267,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502576,1
bonk,19,-0.13333332120673713,-3.502021146049836,-3.6080252639762556,0.3571427349488171,-20.25000077956671,0.13333332120673713,0.3333333333333333,0.3571427349488171,0.7709833110014644,3
doge,19,-0.0758125549094888,-4.2713987622616765,-5.0,0.3793443676831711,-14.213782623253191,0.11163510666353713,0.16666666666666666,0.3793443676831711,0.3714841969938259,6
shib,19,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,19,-0.1428571242960267,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502576,1
bonk,20,-0.13333332120673713,-3.502021146049836,-3.6080252639762556,0.3571427349488171,-20.25000077956671,0.13333332120673713,0.3333333333333333,0.3571427349488171,0.7709833110014644,3
doge,20,-0.0758125549094888,-4.2713987622616765,-5.0,0.3793443676831711,-14.213782623253191,0.11163510666353713,0.16666666666666666,0.3793443676831711,0.3714841969938259,6
shib,20,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,20,-0.1428571242960267,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502576,1
bonk,21,-0.13333332120673713,-3.502021146049836,-3.6080252639762556,0.3571427349488171,-20.25000077956671,0.13333332120673713,0.3333333333333333,0.3571427349488171,0.7709833110014644,3
doge,21,-0.0758125549094888,-4.2713987622616765,-5.0,0.3793443676831711,-14.213782623253191,0.11163510666353713,0.16666666666666666,0.3793443676831711,0.3714841969938259,6
shib,21,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,21,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,22,-0.06666663028687769,-1.2470642258528843,-1.4493768018109696,0.7417583473864051,-8.134610824263671,0.13333332120673713,0.5,0.7417583473864051,0.8697344173926294,4
doge,22,-0.05698082381267344,-2.966553756502341,-3.8984436456219136,0.5467190301989909,-10.3806955685855,0.11163510666353713,0.2857142857142857,0.5467190301989909,0.3906384822795423,7
shib,22,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,22,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,23,-0.06666663028687769,-1.2470642258528843,-1.4493768018109696,0.7417583473864051,-8.134610824263671,0.13333332120673713,0.5,0.7417583473864051,0.8697344173926294,4
doge,23,-0.05698082381267344,-2.966553756502341,-3.8984436456219136,0.5467190301989909,-10.3806955685855,0.11163510666353713,0.2857142857142857,0.5467190301989909,0.3906384822795423,7
shib,23,0.0,0.2951897520716116,0.0,1.1000000363797895,2.10000076397558,0.09090912097503127,0.5,1.1000000363797895,0.6467339132206747,2
pepe,23,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,24,-0.06666663028687769,-1.2470642258528843,-1.4493768018109696,0.7417583473864051,-8.134610824263671,0.13333332120673713,0.5,0.7417583473864051,0.8697344173926294,4
doge,24,-0.05698082381267344,-2.966553756502341,-3.8984436456219136,0.5467190301989909,-10.3806955685855,0.11163510666353713,0.2857142857142857,0.5467190301989909,0.3906384822795423,7
shib,24,-0.09999994543031654,-2.401920578652337,-5.0,0.5238097816028492,-10.49999427018236,0.18181815926872663,0.3333333333333333,0.5238097816028492,0.7948179667155688,3
pepe,24,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,25,-0.06666663028687769,-1.2470642258528843,-1.4493768018109696,0.7417583473864051,-8.134610824263671,0.13333332120673713,0.5,0.7417583473864051,0.8697344173926294,4
doge,25,-0.05698082381267344,-2.966553756502341,-3.8984436456219136,0.5467190301989909,-10.3806955685855,0.11163510666353713,0.2857142857142857,0.5467190301989909,0.3906384822795423,7
shib,25,-0.09999994543031654,-2.401920578652337,-5.0,0.5238097816028492,-10.49999427018236,0.18181815926872663,0.3333333333333333,0.5238097816028492,0.7948179667155688,3
pepe,25,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,26,-0.06666663028687769,-1.2470642258528843,-1.4493768018109696,0.7417583473864051,-8.134610824263671,0.13333332120673713,0.5,0.7417583473864051,0.8697344173926294,4
doge,26,-0.052691476961983175,-2.7096951527108124,-3.577111665065657,0.5840810354028351,-9.525059378909862,0.11163510666353713,0.375,0.5840810354028351,0.3924172129390119,8
shib,26,-0.09999994543031654,-2.401920578652337,-5.0,0.5238097816028492,-10.49999427018236,0.18181815926872663,0.3333333333333333,0.5238097816028492,0.7948179667155688,3
pepe,26,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,27,-0.06666663028687769,-1.2470642258528843,-1.4493768018109696,0.7417583473864051,-8.134610824263671,0.13333332120673713,0.5,0.7417583473864051,0.8697344173926294,4
doge,27,-0.052691476961983175,-2.7096951527108124,-3.577111665065657,0.5840810354028351,-9.525059378909862,0.11163510666353713,0.375,0.5840810354028351,0.3924172129390119,8
shib,27,-0.09999994543031654,-2.401920578652337,-5.0,0.5238097816028492,-10.49999427018236,0.18181815926872663,0.3333333333333333,0.5238097816028492,0.7948179667155688,3
pepe,27,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,28,-0.06666663028687769,-1.2470642258528843,-1.4493768018109696,0.7417583473864051,-8.134610824263671,0.13333332120673713,0.5,0.7417583473864051,0.8697344173926294,4
doge,28,-0.047357238486867015,-2.407667012133538,-3.3248993319146285,0.6122404695571184,-8.471738097652059,0.11163510666353707,0.42857142857142855,0.6122404695571184,0.3928048942776659,7
shib,28,-0.18181815926872658,-6.787829488257438,-5.0,0.0,-22.04999990450284,0.18181815926872658,0.0,0.0,0.5906292138669369,2
pepe,28,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,29,-0.06666663028687769,-1.2470642258528843,-1.4493768018109696,0.7417583473864051,-8.134610824263671,0.13333332120673713,0.5,0.7417583473864051,0.8697344173926294,4
doge,29,-0.047357238486867015,-2.407667012133538,-3.3248993319146285,0.6122404695571184,-8.471738097652059,0.11163510666353707,0.42857142857142855,0.6122404695571184,0.3928048942776659,7
shib,29,-0.18181815926872658,-6.787829488257438,-5.0,0.0,-22.04999990450284,0.18181815926872658,0.0,0.0,0.5906292138669369,2
pepe,29,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,30,-0.1999999514936146,-3.7976494964698997,-5.0,0.4326923490075074,-20.423076393947607,0.1999999514936146,0.4,0.4326923490075074,1.0755637906912565,5
doge,30,-0.0928526301451642,-6.562714214692521,-5.0,0.20784212953096118,-17.870337591515167,0.11163510666353693,0.2857142857142857,0.20784212953096118,0.3039835314900541,7
shib,30,-0.18181815926872658,-6.787829488257438,-5.0,0.0,-22.04999990450284,0.18181815926872658,0.0,0.0,0.5906292138669369,2
pepe,30,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,31,-0.1999999514936146,-3.7976494964698997,-5.0,0.4326923490075074,-20.423076393947607,0.1999999514936146,0.4,0.4326923490075074,1.0755637906912565,5
doge,31,-0.0928526301451642,-6.562714214692521,-5.0,0.20784212953096118,-17.870337591515167,0.11163510666353693,0.2857142857142857,0.20784212953096118,0.3039835314900541,7
shib,31,-0.18181815926872658,-6.787829488257438,-5.0,0.0,-22.04999990450284,0.18181815926872658,0.0,0.0,0.5906292138669369,2
pepe,31,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,32,-0.1999999514936146,-3.7976494964698997,-5.0,0.4326923490075074,-20.423076393947607,0.1999999514936146,0.4,0.4326923490075074,1.0755637906912565,5
doge,32,-0.0928526301451642,-6.562714214692521,-5.0,0.20784212953096118,-17.870337591515167,0.11163510666353693,0.2857142857142857,0.20784212953096118,0.3039835314900541,7
shib,32,-0.18181815926872658,-6.787829488257438,-5.0,0.0,-22.04999990450284,0.18181815926872658,0.0,0.0,0.5906292138669369,2
pepe,32,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,33,-0.1999999514936146,-3.7976494964698997,-5.0,0.4326923490075074,-20.423076393947607,0.1999999514936146,0.4,0.4326923490075074,1.0755637906912565,5
doge,33,-0.08941022787539432,-6.267175689366111,-5.0,0.21460733354198946,-17.15919391187982,0.11163510666353693,0.3333333333333333,0.21460733354198946,0.3056509881896683,6
shib,33,-0.18181815926872658,-6.787829488257438,-5.0,0.0,-22.04999990450284,0.18181815926872658,0.0,0.0,0.5906292138669369,2
pepe,33,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,34,-0.1999999514936146,-3.7976494964698997,-5.0,0.4326923490075074,-20.423076393947607,0.1999999514936146,0.4,0.4326923490075074,1.0755637906912565,5
doge,34,-0.06538010893995327,-4.691668083747265,-3.9793378239669623,0.27562362422924447,-15.598273486155298,0.088191493855173,0.4,0.27562362422924447,0.293208090544812,5
shib,34,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,34,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,35,-0.1999999514936146,-3.7976494964698997,-5.0,0.4326923490075074,-20.423076393947607,0.1999999514936146,0.4,0.4326923490075074,1.0755637906912565,5
doge,35,-0.06538010893995327,-4.691668083747265,-3.9793378239669623,0.27562362422924447,-15.598273486155298,0.088191493855173,0.4,0.27562362422924447,0.293208090544812,5
shib,35,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,35,-0.1428571242960267,-2.011703747749621,0.0,0.5833333207014632,-17.500000530538546,0.1428571242960267,0.3333333333333333,0.5833333207014632,1.2427275903662685,3
bonk,36,-0.1999999514936146,-3.7976494964698997,-5.0,0.4326923490075074,-20.423076393947607,0.1999999514936146,0.4,0.4326923490075074,1.0755637906912565,5
doge,36,-0.06891335490081052,-4.981159616085794,-4.141072189658806,0.26456376603165116,-16.498457812997103,0.088191493855173,0.3333333333333333,0.26456376603165116,0.2921054037569922,6
shib,36,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,36,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,37,-0.1999999514936146,-3.7976494964698997,-5.0,0.4326923490075074,-20.423076393947607,0.1999999514936146,0.4,0.4326923490075074,1.0755637906912565,5
doge,37,-0.06891335490081052,-4.981159616085794,-4.141072189658806,0.26456376603165116,-16.498457812997103,0.088191493855173,0.3333333333333333,0.26456376603165116,0.2921054037569922,6
shib,37,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,37,-0.26530609062992294,-6.797058187186572,0.0,0.0,-22.615384389356354,0.26530609062992294,0.0,0.0,0.8827347148129435,2
bonk,38,-0.14285712429602637,-2.5642940629037896,-5.0,0.537135284412945,-13.423078516102475,0.1999999514936145,0.5,0.537135284412945,1.0469216814687132,4
doge,38,-0.0334233087427549,-2.6300375333033847,-1.403131176794587,0.43446411704348925,-11.950196562697673,0.057014667288891374,0.5,0.43446411704348925,0.2590596036868294,4
shib,38,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,38,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,39,-0.14285712429602637,-2.5642940629037896,-5.0,0.537135284412945,-13.423078516102475,0.1999999514936145,0.5,0.537135284412945,1.0469216814687132,4
doge,39,-0.0334233087427549,-2.6300375333033847,-1.403131176794587,0.43446411704348925,-11.950196562697673,0.057014667288891374,0.5,0.43446411704348925,0.2590596036868294,4
shib,39,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,39,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,40,-0.1999999514936146,-4.328651294428794,-5.0,0.27851471723135646,-20.923075950027638,0.1999999514936146,0.3333333333333333,0.27851471723135646,0.9667247118030885,3
doge,40,-0.030963109653000087,-2.4509823178537267,0.0,0.4049839786214296,-12.49533644894998,0.050314404518168154,0.5,0.4049839786214296,0.25650752684075473,2
shib,40,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,40,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,41,-0.1999999514936146,-4.328651294428794,-5.0,0.27851471723135646,-20.923075950027638,0.1999999514936146,0.3333333333333333,0.27851471723135646,0.9667247118030885,3
doge,41,-0.030963109653000087,-2.4509823178537267,0.0,0.4049839786214296,-12.49533644894998,0.050314404518168154,0.5,0.4049839786214296,0.25650752684075473,2
shib,41,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,41,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,42,-0.1428571242960266,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960266,0.0,0.0,0.654653585650257,1
doge,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,42,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,42,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,43,-0.0769230338700726,-1.7953415972291278,0.0,0.5384617967795963,-9.692302267628474,0.14285712429602665,0.5,0.5384617967795963,0.7712261732799102,2
doge,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,43,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,43,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,44,-0.1428571242960266,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960266,0.0,0.0,0.654653585650257,1
doge,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,44,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,44,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,45,-0.1428571242960266,-4.582575694955839,0.0,0.0,-21.0,0.1428571242960266,0.0,0.0,0.654653585650257,1
doge,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,45,-0.09999994543031654,-4.58257569495584,0.0,0.0,-21.0,0.09999994543031654,0.0,0.0,0.45825731942587894,1
pepe,45,-0.1428571242960267,-4.58257569495584,0.0,0.0,-21.0,0.1428571242960267,0.0,0.0,0.6546535856502574,1
bonk,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pepe,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pepe,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pepe,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pepe,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pepe,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pepe,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bonk,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doge,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shib,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pepe,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
